Source Target Total Count
2494 749 253.0 1
100800 2236 738.0 3
100800 24264 11626.0 1
100800 14520 133.0 1
100800 5860 53690.0 103
100800 6126 14992.0 2
100800 16275 2104.0 1
100800 16739 1128.0 1
100800 23966 402151.0 359
100800 8303 476924.0 332
100800 24207 987.0 1
100800 28881 57015.0 25
2500 15024 76804.0 236
2500 33 59568.0 56
2500 13788 1548.0 22
2500 7229 1455.0 5
2500 26121 1049.0 12
2500 13735 9899.0 41
2500 15200 1803.0 94
231897 5709 86722.0 98
231897 6737 230287.0 143
231897 11940 2006.0 10
231897 28881 847.0 1
231897 13619 2079912.0 201
2524 15024 148.0 2
2524 33 5233568.0 381
2524 130242 943.0 1
2524 13685 1059.0 2
2524 13788 1704.0 18
2524 15931 180604.0 27
2524 4865 417881.0 370
2524 22147 72.0 1
2524 17574 688.0 1
2524 14071 686.0 2
2524 683 161.0 4
2524 13811 82.0 4
2524 130267 4446.0 7
2524 40657 3281.0 1
2524 13717 2367.0 57
2524 702 771.0 1
2524 13851 127.0 1
2524 17616 24129.0 13
2524 749 119.0 1
756190 6126 155.0 1
756190 24184 64817.0 9
756190 18367 865.0 1
1608160 27918 2260.0 1
1608160 45879 96.0 1
2533 644 5140.0 24
2533 15244 2575.0 1
2533 33 1278694.0 1101
2533 13685 177.0 5
2533 96947 7260.0 33
2533 14900 33.0 1
2533 14906 99.0 1
2533 17574 231.0 3
2533 15264 268.0 2
2533 348 19.0 1
2533 34768 8519.0 27
2533 13717 2751.0 61
2533 15398 1204.0 9
2533 19412 359.0 1
2533 34500 5924.0 38
2533 13725 160.0 1
2533 21826 962.0 7
2533 21833 21062.0 21
2533 165 2401.0 49
2533 13851 441.0 6
2533 13741 18354.0 23
2533 22005 8112.0 38
2533 14176 734.0 7
1346021 2121 21.0 3
2543 33 483267.0 184
2543 1387 1.0 1
2543 2980 7190.0 2
2543 23030 16644.0 10
2543 15577 695.0 4
2543 5829 4436.0 4
2543 15586 6723.0 9
2543 23327 9570.0 13
2543 683 2.0 1
2543 29987 3118.0 7
2543 130955 150616.0 79
2543 13717 234.0 6
2543 9305 77094.0 20
2543 46975 6725.0 13
2543 13990 1707.0 6
2543 68335 11.0 1
2543 13851 9158.0 7
2564 15024 1429.0 8
2564 22122 95.0 1
2564 644 337.0 4
2564 100015 100.0 2
2564 33 1520368.0 656
2564 1387 156.0 5
2564 13685 88.0 1
2564 13687 210.0 1
2564 19104 234.0 1
2564 15037 15060.0 106
2564 13789 2013.0 23
2564 14900 858.0 4
2564 14906 76.0 1
2564 14071 1370.0 11
2564 17914 1792.0 6
2564 13945 513.0 1
2564 683 18.0 1
2564 13811 893.0 17
2564 13717 1546.0 20
2564 14159 51.0 1
2564 14943 575.0 1
2564 13836 95272.0 159
2564 13735 133073.0 182
2564 17470 1579.0 8
2564 15200 404.0 4
2564 25506 579.0 3
2564 306 5263.0 25
2564 749 165.0 1
2564 14122 24.0 1
2564 15212 14.0 2
231953 13619 233.0 1
2583 313 214.0 1
2583 33 281896.0 315
2583 26109 69990.0 309
2583 15264 2049.0 25
2583 21052 577.0 3
2583 702 3.0 1
2583 15200 2787.0 44
2583 22005 181.0 1
2583 14176 403.0 1
592408 250275 74.0 2
592408 13431 82.0 1
2585 15659 193.0 2
2585 15024 472.0 2
2585 644 26.0 1
2585 132263 62482.0 52
2585 33 210919.0 97
2585 13685 311.0 2
2585 19491 1778.0 2
2585 21508 4464.0 5
2585 15335 246.0 1
2585 23358 661.0 3
2585 13717 122.0 2
2585 14159 203.0 2
2585 132341 172.0 1
2585 13851 4542.0 14
2585 754 216.0 3
231964 5710 6050.0 6
1346085 2881 400.0 1
199218 4667 763.0 5
1247797 21106 5590.0 4
2621 15024 900.0 20
2621 644 352.0 4
2621 33 319160.0 200
2621 13685 353.0 5
2621 133440 3700.0 2
2621 15048 400.0 40
2621 13702 24.0 1
2621 683 1976.0 40
2621 702 326.0 3
2621 306 12798.0 41
2621 13127 2207.0 13
2621 14122 1.0 1
2621 15212 7.0 1
1346116 21527 4825.0 12
952902 13872 185.0 2
2631 313 16129.0 65
2631 16356 3237.0 38
2631 17349 4785.0 50
2631 644 2033.0 17
2631 19342 952948.0 374
2631 33 728292.0 134
2631 1387 349.0 3
2631 13685 5820.0 42
2631 19981 2088.0 21
2631 17574 2824.0 17
2631 18008 146030.0 52
2631 14071 4445.0 32
2631 29257 247.0 5
2631 13717 150.0 50
2631 36879 33500.0 21
2631 14099 142.0 2
2631 15088 250.0 1
2631 48694 8634.0 22
2631 17286 1408.0 19
2631 16812 26861.0 26
2631 15200 3674.0 70
2631 377 17873.0 50
2631 14488 3907.0 24
2631 19069 1671.0 2
2631 21482 77231.0 186
2631 754 2936.0 46
2635 14044 50.0 1
2635 33 237855.0 53
2635 13685 15.0 1
2635 13789 55.0 1
2635 17988 85.0 3
2635 17383 1131.0 12
2635 17094 7043.0 24
2635 14071 40.0 1
2635 19085 4794007.0 42
2635 702 369.0 2
2635 716 996.0 12
2635 15200 238.0 3
2635 13851 106.0 24
1542739 18159 41.0 1
2649 313 3302.0 111
2649 644 327.0 5
2649 14047 1932.0 269
2649 33 69065.0 268
2649 1387 834.0 3
2649 13685 367.0 6
2649 15048 139.0 22
2649 17574 5764.0 28
2649 14071 2353.0 10
2649 30169 1545.0 3
2649 15766 1500.0 1
2649 348 784.0 11
2649 13811 797.0 10
2649 37130 2414.0 176
2649 702 2.0 1
2649 14159 898.0 7
2649 14099 725.0 25
2649 13990 108.0 3
2649 13735 64023.0 106
2649 24996 112.0 1
690777 825 1452.0 3
2658 644 995.0 3
2658 33 2914034.0 139
2658 1387 2848.0 10
2658 13685 162.0 2
2658 14900 160.0 1
2658 14071 2715.0 21
2658 15335 115.0 1
2658 683 906.0 16
2658 702 78.0 1
2658 9048 6534.0 1
2658 14159 384.0 7
2658 86591 10028.0 65
2658 13851 153404.0 77
2658 749 267.0 1
1116800 10992 9.0 1
985733 4652 1000.0 1
1575557 30846 235.0 1
1051272 466753 34.0 1
2699 20052 6244.0 11
2699 313 8064.0 26
2699 14044 1708.0 1
2699 15024 10930.0 79
2699 644 1212.0 8
2699 19342 342506.0 374
2699 33 1169019.0 464
2699 135821 9564.0 36
2699 15362 4780.0 69
2699 19981 4944.0 18
2699 14900 778.0 2
2699 15824 5.0 2
2699 17094 78967.0 50
2699 18008 162034.0 107
2699 19028 8355.0 83
2699 19412 656.0 3
2699 15615 5715.0 104
2699 15200 552.0 10
2699 17950 13979.0 34
2699 165 607.0 37
2699 13851 56931.0 94
2699 19069 14114.0 18
2699 15212 7.0 1
1608333 8507 1859.0 1
952975 7600 462.0 2
330387 1271 4081.0 11
330387 30044 15700.0 26
330387 12556 1850.0 5
133780 5419 110.0 1
2709 313 11371.0 119
2709 644 6325.0 16
2709 15244 24645.0 3
2709 33 1568873.0 557
2709 13685 287.0 3
2709 13687 334.0 1
2709 23030 2548.0 11
2709 15264 1279.0 3
2709 43345 1303.0 11
2709 343 50.0 5
2709 348 78.0 3
2709 136281 20.0 1
2709 7827 33935.0 24
2709 702 544.0 26
2709 14159 3286.0 22
2709 716 830.0 10
2709 15200 2792.0 43
2709 14016 825.0 76
2711 14044 1429.0 1
2711 644 531.0 18
2711 21868 18048.0 28
2711 33 1211811.0 416
2711 13788 3972.0 41
2711 32843 3116.0 22
2711 17574 10548.0 64
2711 14071 265.0 4
2711 13945 332.0 1
2711 683 163.0 22
2711 23434 1516.0 3
2711 19412 335.0 2
2711 136363 477.0 1
2711 136364 675.0 3
2711 136368 51.0 1
2711 13990 720.0 19
2711 15200 4068.0 89
2711 377 5371.0 50
2711 13851 5181.0 94
2711 136375 859.0 20
2711 306 6790.0 54
2711 754 3152.0 43
2719 313 47.0 1
2719 14044 338.0 3
2719 33 1685301.0 406
2719 1387 23.0 1
2719 15354 93.0 1
2719 25424 42167.0 41
2719 15931 65144.0 71
2719 13702 157.0 1
2719 348 56.0 2
2719 683 18.0 1
2719 13811 726.0 7
2719 13717 105.0 2
2719 702 80.0 1
2719 14159 170.0 1
2719 13836 111570.0 84
2719 13735 7238.0 2
2719 165 17350.0 38
2719 15212 32.0 1
2721 313 9490.0 63
2721 22385 3391.0 51
2721 644 5823.0 24
2721 21868 584.0 2
2721 33 90399.0 62
2721 1387 9.0 1
2721 18008 25601.0 30
2721 19491 7494.0 26
2721 14071 10185.0 72
2721 343 40.0 5
2721 702 1096.0 17
2721 13836 51817.0 42
2721 19546 150.0 8
2721 749 63.0 1
2721 14016 246.0 2
35489 33 376638.0 9
35489 6512 1884.0 1
35489 13990 191.0 1
35489 14111 10931.0 2
35489 13851 12.0 1
2728 313 1558.0 20
2728 33 921979.0 510
2728 136971 644.0 1
2728 13788 4613.0 38
2728 15931 3385.0 3
2728 14900 224.0 1
2728 15824 117.0 1
2728 15048 372.0 35
2728 348 162.0 1
2728 14159 195.0 2
2728 17286 91.0 5
2728 34507 183.0 1
2728 15200 2971.0 60
2728 165 1021.0 56
2728 16063 752.0 18
2728 14016 1995.0 49
723629 25737 10003.0 68
723629 34644 1859.0 3
2736 137114 10890.0 1
2736 644 300.0 1
2736 14047 87.0 3
2736 33 255086.0 251
2736 1387 89.0 2
2736 137117 4450.0 1
2736 14900 244.0 2
2736 91670 18750.0 11
2736 13702 293.0 2
2736 13717 841.0 16
2736 14159 275.0 4
2736 17712 212.0 4
2736 716 1078.0 11
2736 13735 60400.0 57
2736 165 5030.0 65
2736 14176 609.0 15
2736 14122 1032.0 43
2739 137233 264488.0 159
2739 137238 5936.0 5
2739 33 4085.0 10
2739 1387 44.0 1
2739 14060 5258.0 31
2739 15048 1489.0 17
2739 13811 7986.0 7
2739 702 3317.0 10
2739 14159 381.0 2
2739 13735 14791.0 66
2739 17950 254.0 1
2739 137289 720389.0 321
2739 14122 51.0 3
2739 15212 7.0 1
363193 14544 5764.0 19
363193 10560 4067.0 10
363193 10720 597.0 3
1542848 6923 92.0 1
2759 313 2665.0 9
2759 14044 434.0 4
2759 15024 5442.0 20
2759 644 92.0 2
2759 19342 234798.0 255
2759 33 854434.0 144
2759 15147 22339.0 39
2759 14900 986.0 7
2759 15824 613.0 66
2759 17094 45227.0 18
2759 18008 161632.0 59
2759 13717 312.0 5
2759 19878 248.0 1
2759 26121 11874.0 32
2759 15407 2056.0 58
2759 24383 286.0 22
2759 165 4397.0 48
2759 19069 8746.0 13
2759 749 235.0 1
1182414 5424 34.0 1
68305 16739 185620.0 93
166616 219325 2990.0 37
2777 313 3053.0 11
2777 17349 6812.0 57
2777 15024 2179.0 51
2777 644 4746.0 17
2777 33 339216.0 74
2777 1387 1135.0 5
2777 15671 1767.0 56
2777 13685 568.0 5
2777 13687 3242.0 4
2777 19981 2160.0 30
2777 14900 4626.0 27
2777 18008 74460.0 57
2777 14071 3009.0 23
2777 348 289.0 2
2777 13811 2410.0 36
2777 13717 2318.0 52
2777 14159 10028.0 23
2777 19412 1690.0 8
2777 13735 8382.0 58
2777 17862 556.0 3
2777 14112 1305.0 5
2777 138656 345.0 1
2777 14488 60859.0 111
2777 13741 45541.0 64
2777 749 219.0 2
2799 15024 4238.0 64
2799 644 4420.0 11
2799 33 885638.0 200
2799 1387 1376.0 7
2799 13685 9828.0 220
2799 14900 1198.0 2
2799 14906 96.0 1
2799 17574 2496.0 5
2799 17094 221.0 1
2799 14071 2883.0 23
2799 139369 5956.0 2
2799 17914 1120.0 6
2799 139373 2218369.0 127
2799 683 18.0 1
2799 702 2800.0 20
2799 14159 24269.0 57
2799 67536 3650.0 1
2799 19546 29.0 2
2805 644 36.0 2
2805 139669 15125.0 3
2805 33 772025.0 55
2805 1387 940.0 5
2805 15037 4578.0 46
2805 13788 4940.0 38
2805 139679 6029.0 16
2805 14071 375.0 2
2805 29257 77.0 1
2805 13811 3810.0 14
2805 19412 568.0 2
2805 15615 3156.0 47
2805 13851 3955.0 42
2811 313 12460.0 68
2811 22385 736.0 20
2811 18946 1640.0 15
2811 15024 4190.0 186
2811 644 650.0 2
2811 33 2655224.0 636
2811 1387 2518.0 5
2811 15037 25081.0 58
2811 14060 3194.0 10
2811 15931 199985.0 103
2811 23030 6211.0 24
2811 15048 2829.0 63
2811 39703 197970.0 169
2811 13717 2514.0 30
2811 702 48.0 1
2811 9177 5227.0 1
2811 14159 797.0 6
2811 13836 82185.0 390
2811 716 470.0 10
2811 44489 13400.0 1
2811 13851 141487.0 68
2811 748 18364.0 14
2815 17069 85176.0 234
2815 644 89.0 1
2815 33 6835329.0 292
2815 13789 460.0 3
2815 15362 20137.0 106
2815 15264 454.0 1
2815 57597 360.0 1
2815 683 18.0 1
2815 708 3065.0 14
2815 15483 52924.0 59
2815 716 4798.0 11
2815 11543 12841.0 7
2815 165 9846.0 98
2815 17444 639.0 1
2815 14016 150.0 2
2816 313 428.0 2
2816 644 651.0 4
2816 15244 64334.0 4
2816 33 2475742.0 562
2816 15362 698.0 8
2816 96947 1979.0 1
2816 15264 8966.0 6
2816 683 18.0 1
2816 13717 2041.0 55
2816 702 3324.0 1
2816 19412 50.0 1
2816 13735 39648.0 25
2816 14016 351.0 8
2828 644 345.0 2
2828 15244 107868.0 32
2828 33 970673.0 834
2828 1387 500.0 2
2828 15671 1884.0 5
2828 140516 1627.0 1
2828 19104 221.0 1
2828 17094 129999.0 187
2828 15264 7765.0 34
2828 13945 1666.0 4
2828 14019 8069.0 24
2828 13717 4513.0 75
2828 70182 284.0 8
2828 702 42.0 1
2828 15398 1347.0 10
2828 13735 62904.0 74
2828 165 6408.0 65
2828 17954 3213.0 4
2828 14016 3198.0 33
297742 8107 87504.0 14
1313551 12556 1500.0 1
68373 672234 136.0 4
789271 8047 2394.0 1
1313565 28133 256.0 1
985888 26421 385.0 2
101156 778 53.0 1
101156 7600 541.0 1
101156 15394 158.0 1
101156 9436 175.0 1
101156 29670 5374.0 2
2858 313 2417.0 3
2858 54408 39102.0 52
2858 14044 250.0 1
2858 33 1016958.0 685
2858 13687 2764.0 9
2858 13789 76.0 1
2858 15931 40569.0 84
2858 14900 20.0 1
2858 141361 33.0 1
2858 17574 384.0 3
2858 348 1632.0 12
2858 13717 1482.0 23
2860 644 241.0 3
2860 20054 2113.0 6
2860 33 554022.0 315
2860 1387 246.0 4
2860 17997 13379.0 44
2860 13788 7047.0 47
2860 16500 4184.0 14
2860 14071 93.0 1
2860 348 26.0 1
2860 13811 398.0 2
2860 13829 2383.0 21
2860 13735 88280.0 73
2860 15422 67529.0 97
2860 13851 127339.0 155
2860 749 53.0 1
2860 15212 7.0 1
2868 18946 227.0 3
2868 15024 2369.0 82
2868 644 34.0 4
2868 141795 3975.0 1
2868 14047 25.0 1
2868 33 2551778.0 427
2868 13685 213.0 6
2868 4079 5185.0 26
2868 15147 10931.0 13
2868 14900 116.0 1
2868 17574 79.0 1
2868 6209 2540.0 5
2868 683 36.0 1
2868 13811 15.0 1
2868 702 1207.0 126
2868 716 7849.0 12
2868 17286 77.0 1
2868 141828 1313230.0 292
2868 13741 37783.0 54
2868 15212 14.0 2
2869 33 491136.0 119
2869 683 72.0 4
2869 15853 4648.0 19
2869 20719 82756.0 109
101174 1713 18539.0 62
2880 15024 32.0 1
2880 15244 47726.0 15
2880 141984 92911.0 44
2880 33 85904.0 22
2880 14060 15669.0 31
2880 15257 2836.0 1
2880 15264 2373.0 15
2880 19491 2075.0 25
2880 14071 767.0 3
2880 13702 232.0 1
2880 6512 32815.0 11
2881 644 8729.0 41
2881 33 1235926.0 1564
2881 1387 975.0 2
2881 15354 939.0 1
2881 13685 59.0 2
2881 15037 148.0 2
2881 15362 2501.0 21
2881 14900 79.0 1
2881 15257 17100.0 7
2881 14906 112.0 1
2881 15373 176790.0 351
2881 32168 828.0 3
2881 14071 412.0 1
2881 101545 3557.0 19
2881 15383 1590.0 21
2881 16989 3312.0 1
2881 702 4196.0 23
2881 15398 60.0 1
2881 9315 2649.0 2
2881 13836 40266.0 59
2881 21833 47737.0 28
2881 15414 20450.0 162
2881 17444 20.0 1
2881 14176 40341.0 62
2881 14122 35.0 5
2885 33 910963.0 598
2885 1387 73.0 1
2885 15048 1325.0 51
2885 23245 38.0 1
2885 17094 12742.0 54
2885 716 2987.0 11
2885 165 355.0 12
2885 14488 71658.0 505
1346390 19292 6800.0 2
2915 15024 659.0 19
2915 15244 18016.0 9
2915 33 179822.0 101
2915 14060 2095.0 20
2915 13788 302.0 3
2915 14900 375.0 4
2915 143220 37023.0 71
2915 13797 1328.0 11
2915 15264 795.0 10
2915 14071 1860.0 12
2915 17920 960.0 5
2915 17415 2830.0 23
2915 13836 7528.0 29
2915 716 2752.0 11
2915 13990 6097.0 94
2915 13731 2240.0 15
2915 165 2892.0 48
2915 13851 6936.0 50
1346418 3394 3357.0 2
1608564 16356 641.0 7
1608564 32949 85556.0 310
1608564 25844 43365.0 443
1608564 1029 94.0 1
2950 644 9.0 1
2950 20054 936.0 9
2950 33 1243128.0 238
2950 13685 50.0 1
2950 144274 262780.0 114
2950 13788 4318.0 45
2950 13789 6950.0 47
2950 13811 2609.0 17
2950 129219 82915.0 15
2950 23064 1124.0 10
2950 17712 266.0 3
2950 13735 9283.0 18
2950 15200 4609.0 63
2950 13851 195675.0 147
2950 13741 24858.0 94
2950 15212 7.0 1
691083 76678 2400.0 9
691083 52979 2202.0 9
2960 313 1596.0 8
2960 15024 9903.0 36
2960 644 1222.0 3
2960 33 871202.0 387
2960 1387 190.0 1
2960 13687 1786.0 1
2960 15147 12598.0 35
2960 14906 150.0 1
2960 15048 55.0 5
2960 18008 224439.0 120
2960 14361 2398.0 8
2960 45053 2992.0 44
2960 14071 1691.0 10
2960 45059 1909.0 4
2960 45060 103199.0 98
2960 13811 2865.0 13
2960 13717 987.0 50
2960 36879 3500.0 1
2960 15615 5471.0 101
2960 165 3623.0 24
2960 19069 14391.0 16
2960 748 106214.0 50
2960 20731 2.0 1
494484 494463 6379.0 14
494484 739394 35085.0 9
494484 739396 8470.0 1
494484 739397 2.0 2
2980 22385 19517.0 43
2980 17349 2987.0 21
2980 123154 9309.0 14
2980 18946 318.0 2
2980 14044 90.0 2
2980 15024 535.0 81
2980 644 199.0 2
2980 33 1427175.0 146
2980 1387 36.0 1
2980 17997 205.0 4
2980 14135 4699.0 39
2980 3960 663.0 1
2980 13789 375.0 4
2980 16500 507.0 2
2980 15931 20979.0 41
2980 14900 68.0 1
2980 14071 10153.0 33
2980 13702 84.0 1
2980 29257 1512.0 5
2980 343 134.0 9
2980 348 605.0 1
2980 13811 97.0 1
2980 14159 421.0 3
2980 34500 2743.0 31
2980 716 7379.0 12
2980 15407 2688.0 70
2980 13990 6703.0 55
2980 13851 6120.0 21
2980 43921 790.0 79
2980 749 1138.0 3
2980 15212 7.0 1
2982 313 8124.0 119
2982 15438 3219.0 3
2982 644 75.0 1
2982 100577 41.0 1
2982 33 542696.0 432
2982 13687 258.0 1
2982 15037 2956.0 48
2982 15931 23460.0 30
2982 17574 26.0 1
2982 343 40.0 4
2982 56039 230.0 23
2982 19028 2479.0 5
2982 14159 350.0 1
2982 14943 575.0 1
2982 17286 126.0 1
2982 13990 11696.0 76
2982 19546 30.0 3
2982 13741 36855.0 89
2986 22385 14136.0 45
2986 33 565865.0 98
2986 14135 6026.0 23
2986 145256 58.0 1
2986 15577 2655.0 21
2986 343 40.0 4
2986 17119 3327.0 28
2986 145288 626.0 1
2986 716 8939.0 11
2986 15407 2938.0 56
2986 13735 1579.0 10
2986 145310 97223.0 28
2986 15200 1851.0 32
2986 17444 1692.0 6
2987 29447 26637.0 28
2987 33 687395.0 517
2987 145327 2805517.0 169
2987 13685 283.0 3
2987 16878 1059.0 2
2987 13687 210.0 1
2987 17094 40626.0 53
2987 14071 464.0 4
2987 683 45.0 2
2987 13717 15755.0 173
2987 18910 1668.0 71
2987 14159 262.0 2
2987 34500 893.0 9
2987 15615 3282.0 85
2987 13735 9976.0 4
2987 13851 67322.0 161
2987 145351 3025.0 1
2987 13741 72.0 3
2987 749 87.0 2
2987 14016 355.0 34
3003 14044 1577.0 5
3003 145641 160.0 1
3003 644 1389.0 9
3003 33 1847005.0 1095
3003 1387 85.0 1
3003 13685 2141.0 19
3003 15931 111982.0 46
3003 15577 2088.0 5
3003 14906 3284.0 4
3003 17574 6257.0 27
3003 14071 3688.0 28
3003 343 140.0 4
3003 348 1141.0 9
3003 7607 20034.0 22
3003 17119 28701.0 99
3003 56039 555.0 22
3003 15853 329.0 1
3003 88878 871.0 1
3003 702 968.0 11
3003 14159 1839.0 13
3003 17415 284.0 5
3003 18105 61614.0 104
3003 17850 296.0 3
3003 13735 23238.0 6
3003 13741 46835.0 146
3003 749 219.0 1
68547 16873 332.0 2
68547 6255 434.0 4
68547 11722 53.0 1
1543126 34077 319.0 1
1543126 12279 217.0 2
527327 654276 885.0 1
1215465 15016 193.0 1
396266 11915 7000.0 2
3051 313 2658.0 11
3051 644 26.0 2
3051 33 478364.0 218
3051 14060 3182.0 9
3051 15931 68392.0 101
3051 19491 174.0 6
3051 63475 11794.0 15
3051 716 2534.0 11
3051 15200 651.0 12
3051 13851 16331.0 86
3051 13741 51013.0 119
3051 14016 2821.0 32
3052 644 640.0 5
3052 33 135442.0 253
3052 1387 70.0 8
3052 147064 91787.0 59
3052 147069 2658.0 113
3052 19491 3448.0 6
3052 14071 3940.0 50
3052 13811 1128.0 14
3052 37689 3300.0 5
3052 716 913.0 11
3052 13990 4392.0 98
3052 15200 547.0 11
3066 644 60.0 1
3066 33 629969.0 686
3066 13717 3617.0 68
3066 147627 5750.0 1
3066 13836 15543.0 27
3066 21826 416.0 7
3066 11319 204.0 1
3066 15200 29.0 1
560127 87873 170.0 2
101400 14983 249.0 1
101400 2343 302.0 1
101400 877 1683.0 6
1215520 8132 45.0 1
1543210 5772 2167.0 2
35887 17920 3972354.0 189
494642 21476 11150.0 29
35891 19792 163539.0 1
134198 33239 7260.0 1
134198 1978 315.0 2
134198 27465 419825.0 13
134198 8387 981.0 1
134198 15321 946.0 2
134198 23348 1873.0 1
3130 15244 10012.0 1
3130 33 460993.0 818
3130 15264 384.0 1
3130 348 316.0 2
3130 150315 374068.0 25
3130 748 23164.0 20
3131 22385 69.0 1
3131 644 3635.0 12
3131 33 2412044.0 526
3131 18828 249.0 1
3131 15335 159.0 1
3131 348 116.0 1
3131 7607 1024.0 1
3131 17119 38.0 7
3131 18165 1895.0 15
3131 165 2201.0 102
3131 13741 26746.0 50
3131 150387 709.0 2
3131 749 33.0 1
3138 15024 1172444.0 128
3138 20054 3802.0 3
3138 33 6083508.0 223
3138 1387 360.0 3
3138 14060 4153.0 27
3138 16088 15115.0 71
3138 14906 479.0 3
3138 683 417.0 37
3138 13829 840.0 1
3138 19412 320.0 1
3138 708 377.0 6
3138 14111 9100.0 147
3138 13851 48587.0 153
3138 13741 109806.0 257
1510468 3732 1165.0 1
3143 644 40622.0 107
3143 21868 8164.0 26
3143 33 123068.0 341
3143 1387 1311.0 8
3143 150806 199.0 8
3143 23030 2678.0 67
3143 17574 95373.0 178
3143 14071 1438.0 16
3143 13811 182.0 4
3143 702 40254.0 62
3143 14159 17853.0 89
3143 150813 169.0 1
3143 22330 292.0 1
3143 749 301.0 1
3148 15500 29737.0 124
3148 151127 20871.0 23
3148 33 490374.0 470
3148 15149 2497.0 6
3148 15257 33749.0 61
3148 13811 220.0 6
3148 16989 2894.0 3
3148 165 10125.0 44
3148 95186 14466.0 14
3163 644 447.0 1
3163 15244 34316.0 1
3163 33 7066631.0 470
3163 14060 4591.0 32
3163 17094 163926.0 101
3163 15264 2357.0 2
3163 683 117.0 9
3163 64921 272.0 1
3163 13735 102796.0 31
3163 13851 106801.0 95
3163 17444 13.0 1
3163 95186 206.0 1
1248353 10268 9.0 1
3170 33 64489.0 57
3170 4561 26427.0 11
3170 14906 1607.0 5
3170 14071 166.0 1
3170 683 45.0 5
3170 13811 318.0 2
3170 702 709.0 4
3170 151790 9300.0 4
3170 13851 82516.0 84
3170 1029 107.0 1
3170 15212 7.0 1
3171 313 1067.0 4
3171 644 78.0 3
3171 33 709537.0 285
3171 16022 516.0 3
3171 15257 16689.0 7
3171 14071 69.0 3
3171 348 140.0 1
3171 683 18.0 1
3171 13811 11.0 1
3171 702 32.0 3
3171 24654 17831.0 144
3171 13725 29.0 1
3171 13836 7501.0 19
3171 13735 4828.0 9
167022 16871 1721.0 8
167022 10956 254.0 3
167022 1447 657.0 2
3185 644 220.0 2
3185 33 1193813.0 267
3185 14906 121.0 1
3185 343 40.0 5
3185 152363 181.0 1
3185 34507 1583.0 4
3185 165 230.0 4
3187 313 182.0 5
3187 644 869.0 2
3187 33 1999850.0 287
3187 3624 3415091.0 420
3187 152447 122666.0 15
3187 13717 1735.0 53
3187 702 2020.0 3
3187 14159 92.0 1
3187 13990 1454.0 110
3187 13735 86070.0 128
3187 165 2228.0 64
3187 13741 171170.0 150
3187 14016 1013.0 99
3219 20052 2893.0 11
3219 313 16022.0 63
3219 26713 306.0 3
3219 153594 393.0 1
3219 19342 481779.0 250
3219 33 791514.0 124
3219 13685 1685.0 24
3219 19104 106.0 1
3219 18008 111138.0 60
3219 13811 1183.0 9
3219 15853 1133.0 7
3219 19028 9780.0 62
3219 13990 5990.0 68
3219 15200 5734.0 61
3219 165 1840.0 36
3219 13851 2734.0 36
3219 19546 154.0 7
3219 19069 8684.0 13
3219 42747 11008.0 25
887956 27280 4356.0 119
3223 33 50895.0 654
3223 13685 495.0 6
3223 101220 3082.0 6
3223 26490 262.0 1
3223 14071 16.0 1
3223 13717 2169.0 52
3223 702 3.0 1
3223 26121 1430.0 40
3223 17850 79.0 2
3223 37216 14007.0 23
3223 377 9133.0 54
3223 20719 29054.0 49
3223 37157 740.0 6
3223 14122 96.0 2
3223 754 282.0 1
3228 313 2205.0 8
3228 644 146.0 2
3228 15244 260643.0 18
3228 33 3659883.0 239
3228 13685 114.0 3
3228 13687 960.0 1
3228 15037 5104.0 37
3228 14060 2179.0 23
3228 19981 458.0 2
3228 15824 707.0 7
3228 15257 31087.0 11
3228 17574 224.0 2
3228 15264 2957.0 5
3228 154167 1411546.0 131
3228 7702 4868.0 17
3228 702 200.0 2
3228 14159 474.0 6
3228 19412 1620.0 3
3228 13836 43197.0 67
3228 716 517.0 11
3228 15615 3462.0 65
3228 13990 873.0 23
3228 15200 1598.0 14
3228 165 569.0 23
3228 19546 1960.0 87
3228 17954 290.0 1
3236 154533 12372.0 23
3236 313 1948.0 15
3236 15024 4147.0 60
3236 644 249.0 3
3236 19342 71858.0 198
3236 33 282927.0 426
3236 13687 8049.0 22
3236 18008 12133.0 71
3236 23064 980.0 11
3236 13735 50360.0 61
3236 15200 10200.0 60
3236 17950 31210.0 49
3236 165 3034.0 34
3236 13851 128598.0 99
3236 13741 76930.0 146
1477799 20804 68841.0 12
1477799 10480 245381.0 17
1477799 29117 90583.0 14
3253 313 5536.0 105
3253 17349 338.0 6
3253 15438 469.0 1
3253 18946 2989.0 17
3253 2062 96.0 1
3253 15024 1058.0 2
3253 18954 5668.0 12
3253 33 1050908.0 223
3253 1387 197.0 3
3253 15671 502.0 2
3253 13685 2482.0 24
3253 15037 6324.0 24
3253 14060 7638.0 28
3253 13788 4028.0 38
3253 14900 228.0 2
3253 18008 237443.0 86
3253 19491 11688.0 27
3253 13811 195.0 2
3253 43271 245.0 4
3253 702 874.0 5
3253 13836 82758.0 24
3253 716 1078.0 11
3253 23218 309.0 3
3253 377 17233.0 51
3253 13851 1965.0 52
3253 14488 1244.0 6
3253 306 3968.0 28
3253 749 123.0 1
3253 14122 1.0 1
3253 754 2804.0 42
3259 644 2048.0 7
3259 33 449667.0 32
3259 15257 189.0 1
3259 13836 452.0 1
3259 13990 2380.0 80
3259 14111 208316.0 190
3259 13851 597.0 2
