Id,in_degree,out_degree,in_strength_total,out_strength_total,in_strength_count,out_strength_count,cluster
517848,1,0,11223.0,0.0,26,0,0
1565353,0,1,0.0,9298.0,0,5,0
1237690,0,1,0.0,45.0,0,1,0
160752,1,3,301.0,3200.0,1,27,0
48241,2,0,30187.0,0.0,31,0,0
439644,1,0,1524.0,0.0,2,0,0
1139397,0,2,0.0,201742.0,0,97,0
910044,0,1,0.0,2106.0,0,1,0
58081,0,2,0.0,8845.0,0,11,0
535594,1,0,3850.0,0.0,11,0,0
535759,1,0,34.0,0.0,1,0,0
1041171,0,1,0.0,16399.0,0,1,0
222018,0,36,0.0,16028421.0,0,3706,-1
779082,0,1,0.0,699.0,0,1,0
1401726,0,1,0.0,1899.0,0,44,0
1139587,0,1,0.0,58.0,0,1,0
713611,0,1,0.0,150.0,0,1,0
1008531,0,1,0.0,417.0,0,1,0
1008566,0,1,0.0,5149.0,0,11,0
1532875,0,1,0.0,8000.0,0,1,0
156655,0,1,0.0,5704.0,0,14,0
1172558,0,1,0.0,561.0,0,1,0
1172574,0,1,0.0,3850.0,0,15,0
779363,0,1,0.0,33321.0,0,2,0
1172605,0,1,0.0,590.0,0,8,0
568245,1,0,250.0,0.0,1,0,0
1336448,0,1,0.0,545.0,0,1,0
320648,0,1,0.0,740.0,0,2,0
451787,0,1,0.0,148.0,0,1,0
746701,0,1,0.0,51.0,0,1,0
615646,0,1,0.0,155979.0,0,93,0
1598710,0,1,0.0,447.0,0,2,0
1533183,0,1,0.0,47198.0,0,3,0
582945,0,1,0.0,4439.0,0,10,0
1402161,0,2,0.0,2537.0,0,2,0
672460,1,0,21539.0,0.0,12,0,0
1598796,0,1,0.0,480.0,0,3,0
1369428,0,1,0.0,2516.0,0,83,0
76081,2,0,4150.0,0.0,166,0,0
649899,1,1,1353.0,31397.0,4,50,0
1598809,0,1,0.0,50.0,0,1,0
1107329,0,1,0.0,402.0,0,1,0
779667,0,1,0.0,7800.0,0,1,0
1140142,0,1,0.0,1175.0,0,1,0
1009076,0,2,0.0,22362.0,0,21,0
1598902,0,1,0.0,375.0,0,1,0
1303995,0,1,0.0,976.0,0,1,0
550362,0,4,0.0,24262.0,0,26,0
91512,1,0,20201.0,0.0,22,0,0
1336821,0,1,0.0,284.0,0,12,0
222710,0,1,0.0,54032.0,0,12,0
1041980,0,1,0.0,54.0,0,1,0
1336898,0,1,0.0,2950.0,0,1,0
714336,0,1,0.0,209.0,0,1,0
714340,0,1,0.0,209.0,0,4,0
943718,0,1,0.0,265.0,0,1,0
1107559,0,1,0.0,1019.0,0,4,0
1599101,0,3,0.0,6104.0,0,40,0
878220,0,1,0.0,139922.0,0,280,0
1533584,0,1,0.0,157.0,0,1,0
1107621,0,1,0.0,1777.0,0,147,0
1599141,0,1,0.0,368.0,0,1,0
1009333,0,1,0.0,153.0,0,1,0
976591,0,1,0.0,899.0,0,2,0
1500941,0,1,0.0,3750.0,0,12,0
1206054,0,2,0.0,66882.0,0,12,0
1074983,0,1,0.0,14953.0,0,18,0
1238830,0,1,0.0,30501.0,0,57,0
1009465,0,1,0.0,593.0,0,1,0
714582,0,1,0.0,27553.0,0,39,0
878429,0,2,0.0,365.0,0,15,0
223451,1,5,1315.0,265108.0,1,188,0
1533819,0,1,0.0,10294.0,0,17,0
626245,3,0,12154.0,0.0,22,0,0
1140609,0,1,0.0,234.0,0,1,0
440473,1,0,76909.0,0.0,28,0,0
616405,0,1,0.0,214.0,0,1,0
714713,0,1,0.0,6220.0,0,2,0
1173503,0,1,0.0,185.0,0,2,0
1042450,0,1,0.0,127.0,0,6,0
1107996,0,1,0.0,6272.0,0,14,0
1009697,0,1,0.0,745.0,0,1,0
30798,1,0,745.0,0.0,1,0,0
1534026,0,1,0.0,1320.0,0,1,0
1435733,0,1,0.0,25.0,0,1,0
548420,1,0,72840.0,0.0,72,0,0
548435,1,0,69064.0,0.0,110,0,0
1370210,0,1,0.0,6047.0,0,19,0
584894,1,0,2513.0,0.0,3,0,0
584900,1,1,1133.0,1229.0,1,3,0
584962,1,0,95.0,0.0,2,0,0
223373,0,1,0.0,4602.0,0,4,0
551054,1,1,202.0,6707.0,1,3,0
1304727,0,1,0.0,1095.0,0,1,0
1009835,0,1,0.0,11350.0,0,1,0
560568,1,0,157153.0,0.0,64,0,0
30831,2,13,877.0,153967.0,3,110,0
1435868,0,1,0.0,2937.0,0,2,0
1435883,0,2,0.0,1089458.0,0,367,0
911597,0,1,0.0,551.0,0,1,0
944396,0,1,0.0,146.0,0,1,0
1239314,0,1,0.0,54.0,0,1,0
911641,0,1,0.0,3102.0,0,1,0
1337678,0,1,0.0,5365.0,0,6,0
1370451,0,1,0.0,32.0,0,1,0
1370490,0,8,0.0,56040.0,0,13,0
1173901,0,1,0.0,119.0,0,1,0
1567121,0,1,0.0,18.0,0,1,0
1108376,0,1,0.0,828.0,0,3,0
59809,0,1,0.0,85.0,0,10,0
715170,0,1,0.0,107.0,0,1,0
846264,0,1,0.0,70.0,0,1,0
1305034,0,1,0.0,11067.0,0,5,0
529962,1,0,43.0,0.0,2,0,0
587606,1,0,1968.0,0.0,19,0,0
587647,1,0,134.0,0.0,3,0,0
587648,1,0,632.0,0.0,8,0,0
587659,1,0,384.0,0.0,3,0,0
587672,1,0,3095.0,0.0,3,0,0
587695,1,0,141.0,0.0,2,0,0
1206762,0,1,0.0,600.0,0,2,0
682481,0,1,0.0,19.0,0,1,0
813556,0,1,0.0,3929.0,0,1,0
1174007,0,2,0.0,5198.0,0,41,0
1370619,0,1,0.0,174.0,0,1,0
911877,0,1,0.0,1634.0,0,83,0
558070,1,0,314.0,0.0,1,0,0
223769,0,1,0.0,730.0,0,14,0
1272350,0,1,0.0,10695.0,0,16,0
1567270,0,1,0.0,161.0,0,1,0
1272368,0,1,0.0,2707.0,0,1,0
944731,0,1,0.0,3849.0,0,2,0
1206876,0,1,0.0,852.0,0,1,0
1370731,0,1,0.0,193.0,0,31,0
1043053,0,1,0.0,1549.0,0,3,0
660769,1,0,85983.0,0.0,45,0,0
911988,0,1,0.0,26.0,0,1,0
420479,0,4,0.0,193307.0,0,234,0
588656,1,1,37.0,12582.0,1,234,0
588796,1,3,886.0,31329.0,1,58,0
748197,0,2,0.0,17808.0,0,9,0
1567399,0,1,0.0,24.0,0,1,0
944825,0,1,0.0,1500.0,0,1,0
1567438,0,1,0.0,129.0,0,2,0
1174224,0,1,0.0,6111.0,0,9,0
1272550,0,1,0.0,29512.0,0,65,0
912112,0,1,0.0,30000.0,0,1,0
912138,0,1,0.0,218.0,0,4,0
1207056,0,1,0.0,2000.0,0,1,0
1403676,0,1,0.0,143.0,0,8,0
1305407,0,1,0.0,11800.0,0,1,0
1239886,0,1,0.0,666.0,0,1,0
912209,0,1,0.0,50.0,0,1,0
1534837,0,1,0.0,455.0,0,1,0
1371002,0,1,0.0,1427.0,0,1,0
1108865,0,1,0.0,87.0,0,1,0
977797,0,1,0.0,577.0,0,40,0
1600396,0,1,0.0,440.0,0,1,0
355222,0,1,0.0,24.0,0,1,0
1371038,0,1,0.0,53.0,0,2,0
945110,0,2,0.0,34698.0,0,8,0
1207255,0,2,0.0,78207.0,0,114,0
715766,0,1,0.0,2349.0,0,6,0
1174531,0,1,0.0,61.0,0,1,0
1141771,0,1,0.0,7019.0,0,2,0
1567755,0,1,0.0,635.0,0,12,0
1403938,0,1,0.0,5137.0,0,1,0
289840,0,2,0.0,555.0,0,2,0
593296,1,0,356.0,0.0,1,0,0
577625,1,0,7368.0,0.0,15,0,0
577629,1,0,300.0,0.0,1,0,0
978053,0,1,0.0,564.0,0,1,0
1272987,0,1,0.0,76.0,0,1,0
289956,0,1,0.0,1064.0,0,15,0
1567908,0,1,0.0,17.0,0,1,0
1305785,0,1,0.0,192.0,0,1,0
1109182,0,1,0.0,70.0,0,1,0
945344,0,1,0.0,2692.0,0,7,0
1404103,0,1,0.0,54.0,0,1,0
449473,1,0,79157.0,0.0,15,0,0
1404115,0,1,0.0,1867.0,0,1,0
1600729,0,1,0.0,45.0,0,1,0
650469,1,1,1326.0,26.0,2,2,0
388333,0,2,0.0,714.0,0,2,0
617735,0,4,0.0,225934.0,0,40,0
705001,1,0,11000.0,0.0,1,0,0
1305867,0,1,0.0,4018.0,0,5,0
496928,1,0,4426.0,0.0,3,0,0
1535251,0,1,0.0,142.0,0,1,0
1568030,0,1,0.0,554.0,0,1,0
1371427,0,1,0.0,25.0,0,1,0
1076537,0,1,0.0,12046.0,0,4,0
1207651,0,1,0.0,1375.0,0,1,0
1142122,0,1,0.0,30.0,0,1,0
1011052,0,1,0.0,418.0,0,1,0
595679,1,0,1128452.0,0.0,24,0,0
93564,0,8,0.0,62933.0,0,113,0
1043849,0,1,0.0,451.0,0,1,0
1305993,0,1,0.0,938.0,0,4,0
1207700,0,1,0.0,199.0,0,1,0
1437094,0,2,0.0,3468.0,0,3,0
1404329,0,1,0.0,179.0,0,4,0
1240513,0,1,0.0,290.0,0,1,0
388562,0,1,0.0,7551.0,0,27,0
1043929,0,1,0.0,242.0,0,1,0
579255,1,0,44.0,0.0,1,0,0
1076722,0,1,0.0,681.0,0,1,0
1502712,0,1,0.0,19557.0,0,14,0
978454,0,2,0.0,632.0,0,2,0
847403,0,1,0.0,555.0,0,1,0
290369,0,2,0.0,110546.0,0,12,0
61021,0,2,0.0,7763.0,0,17,0
683652,0,1,0.0,57.0,0,1,0
1339040,0,1,0.0,67315.0,0,165,0
1109668,0,1,0.0,2748.0,0,1,0
1470118,0,1,0.0,1581.0,0,1,0
1142468,0,1,0.0,297.0,0,3,0
356044,0,1,0.0,273.0,0,2,0
1011429,0,1,0.0,6559.0,0,1,0
1306369,0,1,0.0,222.0,0,4,0
1142601,0,1,0.0,1229.0,0,2,0
225156,0,1,0.0,977.0,0,5,0
1077180,0,1,0.0,6691.0,0,2,0
1503164,0,1,0.0,2116.0,0,7,0
1306567,0,1,0.0,368.0,0,14,0
1241057,0,1,0.0,363.0,0,2,0
1339375,0,1,0.0,745.0,0,1,0
356343,0,1,0.0,2327.0,0,2,0
1175544,0,1,0.0,1020.0,0,4,0
913420,0,1,0.0,68.0,0,1,0
1470484,0,1,0.0,2654.0,0,3,0
1470496,0,1,0.0,33.0,0,1,0
1536038,0,1,0.0,851.0,0,1,0
782377,0,1,0.0,1972.0,0,13,0
815147,0,1,0.0,662.0,0,21,0
1601596,0,1,0.0,12562.0,0,15,0
1142852,0,1,0.0,2330.0,0,4,0
880709,0,1,0.0,4830.0,0,1,0
782406,0,3,0.0,155.0,0,4,0
913479,0,1,0.0,676.0,0,3,0
1372245,0,1,0.0,4587.0,0,2,0
1536127,0,1,0.0,9162.0,0,36,0
716929,0,1,0.0,1364.0,0,14,0
601186,1,0,88.0,0.0,1,0,0
601196,1,0,7.0,0.0,1,0,0
601197,1,0,53.0,0.0,1,0,0
1241265,0,1,0.0,23890.0,0,1,0
1470647,0,1,0.0,20398.0,0,6,0
1142984,0,1,0.0,4364.0,0,5,0
913617,0,1,0.0,680.0,0,2,0
554715,1,1,41708.0,9091.0,25,3,0
1503494,0,1,0.0,67.0,0,1,0
1175837,0,1,0.0,126856.0,0,139,0
666631,1,0,850.0,0.0,1,0,0
1438002,0,1,0.0,38.0,0,1,0
1208630,0,1,0.0,671.0,0,1,0
1601857,0,1,0.0,202.0,0,1,0
522371,1,5,202.0,158473.0,1,23,0
542279,1,0,14705.0,0.0,29,0,0
684358,0,1,0.0,13.0,0,1,0
717132,0,1,0.0,100.0,0,1,0
946518,0,1,0.0,32910.0,0,42,0
1470827,0,1,0.0,18571.0,0,40,0
1208698,0,1,0.0,15.0,0,1,0
1438086,0,1,0.0,51.0,0,1,0
1143183,0,1,0.0,23867.0,0,52,0
1536413,0,2,0.0,486863.0,0,22,0
1307039,0,3,0.0,42687.0,0,20,0
389565,0,2,0.0,341.0,0,3,0
1503677,0,1,0.0,999.0,0,1,0
553410,0,3,0.0,33705.0,0,37,0
750029,0,1,0.0,7899.0,0,79,0
1307119,0,1,0.0,359.0,0,1,0
815603,0,1,0.0,179.0,0,1,0
684534,0,1,0.0,13500.0,0,1,0
1438232,0,1,0.0,405.0,0,3,0
1405477,0,1,0.0,34.0,0,1,0
94769,0,8,0.0,13193955.0,0,884,0
1471090,0,1,0.0,39.0,0,1,0
1274504,0,1,0.0,10698.0,0,3,0
1208979,0,1,0.0,2000.0,0,1,0
1536682,0,1,0.0,37.0,0,1,0
1602239,0,1,0.0,43.0,0,1,0
1307362,0,1,0.0,13071.0,0,21,0
1536740,0,1,0.0,151.0,0,1,0
815845,0,1,0.0,999.0,0,1,0
581107,1,0,118.0,0.0,1,0,0
783113,0,1,0.0,150.0,0,1,0
160534,0,2,0.0,218665.0,0,275,0
1569568,0,2,0.0,1364.0,0,3,0
1569597,0,1,0.0,88.0,0,1,0
1438532,0,1,0.0,2090.0,0,1,0
1405772,0,1,0.0,139.0,0,1,0
1274714,0,1,0.0,5000.0,0,1,0
1110875,0,1,0.0,3319.0,0,3,0
1340258,0,2,0.0,2301.0,0,8,0
1307497,0,1,0.0,581.0,0,1,0
1340269,0,1,0.0,5775.0,0,1,0
979841,0,1,0.0,1936.0,0,2,0
1274756,0,1,0.0,500.0,0,1,0
29578,0,634,0.0,18399391.0,0,1233,-1
29867,1,6,1780.0,170497.0,2,154,0
29869,1,11,17080.0,240411.0,2,162,0
1602456,0,2,0.0,43465.0,0,48,0
634861,1,0,389.0,0.0,3,0,0
634889,1,0,28545.0,0.0,75,0,0
135925,1,0,6653.0,0.0,77,0,0
1242057,0,1,0.0,34.0,0,1,0
947225,0,1,0.0,47.0,0,1,0
1176611,0,2,0.0,771.0,0,2,0
1406004,0,1,0.0,331.0,0,1,0
849020,0,1,0.0,332.0,0,2,0
1537150,0,1,0.0,3774.0,0,28,0
1504383,0,1,0.0,70.0,0,1,0
1012891,0,2,0.0,460.0,0,2,0
1340571,0,1,0.0,168.0,0,1,0
1373339,0,1,0.0,8009.0,0,14,0
628889,1,0,50.0,0.0,1,0,0
640109,1,0,8823.0,0.0,11,0,0
644807,1,0,15677.0,0.0,12,0,0
1012923,0,1,0.0,178.0,0,1,0
324812,0,3,0.0,3782.0,0,4,0
1602770,0,1,0.0,45.0,0,1,0
1570006,0,1,0.0,145.0,0,2,0
1504473,0,1,0.0,5850.0,0,2,0
1373407,0,1,0.0,406.0,0,1,0
750820,0,1,0.0,1097.0,0,21,0
624179,1,0,2304.0,0.0,4,0,0
1504543,0,1,0.0,46626.0,0,90,0
632767,1,0,4505.0,0.0,1,0,0
632768,1,0,25.0,0.0,1,0,0
1013102,0,1,0.0,74.0,0,1,0
1111416,0,1,0.0,24.0,0,1,0
561550,1,0,13654.0,0.0,25,0,0
640317,1,0,126904.0,0.0,54,0,0
640321,1,0,28264.0,0.0,18,0,0
522966,1,1,89.0,1160.0,1,14,0
947643,0,1,0.0,586.0,0,3,0
547603,1,0,586.0,0.0,3,0,0
62910,0,26,0.0,1393351.0,0,1282,0
1504731,0,1,0.0,112.0,0,1,0
1177065,0,1,0.0,39200.0,0,3,0
1242605,0,1,0.0,550.0,0,1,0
882173,0,3,0.0,7446.0,0,7,0
1078782,0,1,0.0,71.0,0,1,0
849441,0,1,0.0,28054.0,0,28,0
456238,0,2,0.0,2093.0,0,3,0
1373757,0,2,0.0,2040.0,0,6,0
30287,0,1,0.0,6332.0,0,1,0
1504867,0,1,0.0,1675.0,0,1,0
1406571,0,1,0.0,2900.0,0,1,0
1209986,0,1,0.0,1000.0,0,1,0
1177231,0,1,0.0,6762.0,0,2,0
1308310,0,1,0.0,9295.0,0,1,0
784037,0,1,0.0,326.0,0,1,0
915116,0,3,0.0,30459.0,0,46,0
1078962,0,1,0.0,1982.0,0,58,0
1177306,0,1,0.0,862.0,0,1,0
1373924,0,1,0.0,1402.0,0,2,0
1373962,0,1,0.0,2121.0,0,7,0
1013583,0,1,0.0,14820.0,0,22,0
1144655,0,1,0.0,1369.0,0,10,0
1505126,0,1,0.0,15.0,0,1,0
1308538,0,1,0.0,119.0,0,1,0
259986,0,5,0.0,47077.0,0,19,0
1275809,0,1,0.0,7215.0,0,1,0
849826,0,1,0.0,65.0,0,1,0
1144768,0,1,0.0,555.0,0,1,0
30715,0,2,0.0,12420.0,0,5,0
161805,0,3,0.0,2762.0,0,7,0
751637,0,2,0.0,5013.0,0,35,0
1341462,0,1,0.0,848.0,0,1,0
882738,0,1,0.0,6485.0,0,1,0
1144882,0,1,0.0,4800.0,0,1,0
30772,0,7,0.0,6742.0,0,79,0
662948,1,0,2811.0,0.0,2,0,0
981063,0,1,0.0,2725.0,0,15,0
1046620,0,1,0.0,17.0,0,1,0
1472610,0,1,0.0,2987.0,0,14,0
1046634,0,1,0.0,481.0,0,20,0
652201,1,0,555.0,0.0,3,0,0
718986,0,1,0.0,225.0,0,3,0
686223,0,1,0.0,921.0,0,3,0
1243289,0,3,0.0,34474.0,0,15,0
161969,0,1,0.0,1651.0,0,13,0
1210586,0,1,0.0,5600.0,0,1,0
1177839,0,1,0.0,85.0,0,1,0
1177840,0,1,0.0,150.0,0,1,0
522481,0,2,0.0,473.0,0,2,0
679696,1,0,404.0,0.0,1,0,0
1145074,0,1,0.0,17.0,0,1,0
1112331,0,1,0.0,987.0,0,12,0
1505569,0,1,0.0,1245.0,0,2,0
751908,0,1,0.0,9345.0,0,1,0
850216,0,1,0.0,39.0,0,1,0
948535,0,1,0.0,2750.0,0,1,0
1145146,0,1,0.0,2058.0,0,5,0
1210683,0,1,0.0,506.0,0,1,0
1145157,0,1,0.0,604.0,0,3,0
1505617,0,1,0.0,22.0,0,1,0
1407320,0,1,0.0,6772.0,0,10,0
31066,0,1,0.0,2580.0,0,1,0
1210735,0,1,0.0,16000.0,0,1,0
260491,0,1,0.0,13.0,0,1,0
1178001,0,1,0.0,3339.0,0,20,0
686493,0,1,0.0,1005.0,0,9,0
1472950,0,4,0.0,92513.0,0,124,0
1276358,0,1,0.0,4991.0,0,1,0
1046995,0,1,0.0,9000.0,0,1,0
1440251,0,1,0.0,3085.0,0,1,0
850436,0,1,0.0,40.0,0,1,0
1243691,0,1,0.0,2526.0,0,1,0
1538627,0,1,0.0,8175.0,0,14,0
1145418,0,1,0.0,970.0,0,1,0
784987,0,1,0.0,157.0,0,1,0
883293,0,1,0.0,144.0,0,1,0
1505885,0,2,0.0,96319.0,0,133,0
784992,0,1,0.0,67.0,0,1,0
326257,0,3,0.0,39528.0,0,14,0
326272,0,2,0.0,43762.0,0,18,0
621209,0,2,0.0,542.0,0,7,0
916130,0,1,0.0,8330.0,0,32,0
1112760,0,3,0.0,8400.0,0,7,0
1604291,0,2,0.0,26007.0,0,4,0
621262,0,1,0.0,250.0,0,1,0
686815,0,1,0.0,150.0,0,1,0
850657,0,1,0.0,11218.0,0,10,0
686831,0,1,0.0,704.0,0,1,0
1145613,0,1,0.0,5257.0,0,1,0
490262,0,1,0.0,7288.0,0,16,0
1571637,0,1,0.0,229.0,0,17,0
785282,0,1,0.0,317.0,0,1,0
1571714,0,1,0.0,8262.0,0,16,0
1178509,0,1,0.0,1124.0,0,56,0
949142,0,1,0.0,33.0,0,1,0
1342365,0,1,0.0,2516.0,0,1,0
916439,0,1,0.0,543.0,0,3,0
949215,0,1,0.0,14.0,0,1,0
785378,0,1,0.0,37288.0,0,3,0
1375241,0,1,0.0,295.0,0,1,0
785426,0,2,0.0,62461.0,0,39,0
949285,0,1,0.0,68.0,0,1,0
1014829,0,1,0.0,238.0,0,1,0
621618,1,1,6.0,7950.0,1,88,0
621630,1,1,111.0,11417.0,1,73,0
621662,1,1,176.0,9483.0,1,102,0
1178676,0,1,0.0,80.0,0,1,0
883768,0,1,0.0,630.0,0,2,0
523331,0,1,0.0,4320.0,0,1,0
1375343,0,1,0.0,155.0,0,1,0
1014908,0,1,0.0,340.0,0,2,0
687233,0,1,0.0,84870.0,0,46,0
588951,0,16,0.0,12212.0,0,28,0
1080527,0,1,0.0,269.0,0,1,0
64722,0,2,0.0,1827.0,0,4,0
1178842,0,2,0.0,533.0,0,4,0
1113313,0,1,0.0,73.0,0,1,0
851172,0,29,0.0,1593803.0,0,90,0
982289,0,16,0.0,295196.0,0,235,0
1080647,0,1,0.0,1404.0,0,27,0
1244489,0,2,0.0,8249.0,0,7,0
1080660,0,1,0.0,40535.0,0,2,0
752982,0,1,0.0,9327.0,0,5,0
982380,0,1,0.0,4914.0,0,5,0
294270,0,1,0.0,456.0,0,1,0
884165,0,1,0.0,4355.0,0,30,0
949711,0,1,0.0,460.0,0,1,0
1048028,0,1,0.0,33.0,0,1,0
916963,0,1,0.0,7500.0,0,1,0
949732,0,1,0.0,19558.0,0,53,0
1539558,0,1,0.0,635.0,0,4,0
1605118,0,1,0.0,109.0,0,1,0
884236,0,1,0.0,361.0,0,2,0
1015311,0,1,0.0,175.0,0,1,0
818735,0,1,0.0,828.0,0,1,0
1474113,0,2,0.0,3481.0,0,7,0
1015368,0,1,0.0,161.0,0,12,0
668223,1,0,62350.0,0.0,30,0,0
668225,1,0,43.0,0.0,1,0,0
668226,1,0,52253.0,0.0,30,0,0
720465,0,1,0.0,1865.0,0,2,0
1277532,0,1,0.0,654.0,0,1,0
1572446,0,1,0.0,298.0,0,1,0
582711,1,0,869.0,0.0,1,0,0
1539687,0,1,0.0,271.0,0,1,0
917114,0,1,0.0,40.0,0,1,0
254367,1,0,401.0,0.0,1,0,0
786066,0,1,0.0,254.0,0,1,0
1474270,0,1,0.0,408.0,0,1,0
982774,0,1,0.0,15719.0,0,6,0
1441577,0,1,0.0,130.0,0,1,0
1408835,0,1,0.0,504.0,0,24,0
1507139,0,1,0.0,238.0,0,1,0
884568,0,2,0.0,1830.0,0,4,0
1081178,0,1,0.0,26.0,0,1,0
130913,0,2,0.0,561260.0,0,297,0
17763,1,0,144611.0,0.0,90,0,0
982962,0,1,0.0,1106.0,0,5,0
1212366,0,1,0.0,2662.0,0,4,0
786426,0,1,0.0,548.0,0,7,0
