,in_degree,out_degree,in_strength_total,out_strength_total,label
6050,4,2,639,582688,0
6051,1,0,3193,0,0
6052,65,4,2650860,27950,0
6053,10,0,157224,0,0
6054,14,0,132729,0,0
6055,1,4,27329,29882,0
6056,131,22,3435346,171833,0
6057,31,13,769911,703664,0
6058,0,2,0,2239,0
6059,143,13,3898215,234539,0
6060,0,1,0,130,0
6061,0,1,0,32279,0
6062,0,1,0,63,0
6063,0,1,0,34,0
6064,1,5,43,83180,0
6065,15,2,69661,3922,0
6066,301,76,5490814,5291026,0
6067,93,26,1106536,815557,0
6068,0,1,0,1896,0
6069,54,6,912597,1180964,0
6070,0,4,0,36361,0
6071,5,3,41689,73834,0
6072,1,2,6,6921,0
6073,1,1,152,1579,0
6074,9,7,109489,107235,0
6075,0,1,0,2273,0
6076,4,0,22521,0,0
6077,179,39,5969478,1283447,0
6078,41,8,3211380,159662,0
6079,0,1,0,34782,0
6080,4,2,12575,4442,0
6081,2,0,20828,0,0
6082,1,0,63,0,0
6083,0,2,0,6427,0
6084,1,1,75,271546,0
6085,1,1,580,28,0
6086,3,1,828,2309,0
6087,1,0,63,0,0
6088,1,1,1027,1503,0
6089,1,0,381,0,0
6090,1,0,34,0,0
6091,1,0,676,0,0
6092,1,0,35817,0,0
6093,2,1,38525,886,0
6094,1,0,2384,0,0
6095,1,0,218,0,0
6096,1,0,1086,0,0
6097,1,0,2031,0,0
6098,1,0,451,0,0
6099,1,0,33315,0,0
6100,1,0,649269,0,0
6101,1,0,43151,0,0
6102,1,0,8405,0,0
6103,1,0,4740,0,0
6104,1,0,73,0,0
6105,1,0,17248,0,0
6106,1,1,5752,2752,0
6107,2,0,17042,0,0
6108,1,0,20400,0,0
6109,1,1,394,26567,0
6110,2,0,629129,0,0
6111,1,0,242,0,0
6112,1,1,424,6447,0
6113,1,0,9118,0,0
6114,1,0,26696,0,0
6115,1,0,792,0,0
6116,2,4,98311,227392,1
6117,1,0,6,0,0
6118,1,0,7725,0,0
6119,1,0,1049,0,0
6120,1,0,8,0,0
6121,1,0,3291,0,0
6122,2,1,2056,14304,0
6123,2,2,115630,5814,0
6124,2,0,127575,0,0
6125,1,1,135,5555,0
6126,1,0,677,0,0
6127,1,1,512,7724,0
6128,1,0,522,0,0
6129,2,0,2489,0,0
6130,2,0,454547,0,0
6131,1,0,3877,0,0
6132,1,0,6587,0,0
6133,3,0,31453,0,0
6134,2,0,7639,0,0
6135,1,0,3929,0,0
6136,2,3,532,25071,0
6137,1,0,504,0,0
6138,10,16,501101,356632,0
6139,1,2,61,16409,0
6140,1,0,45767,0,0
6141,1,1,2184,998,0
6142,2,1,510,16,0
6143,1,0,1719,0,0
6144,1,0,545,0,0
6145,1,0,3769,0,0
6146,1,1,5528,470,0
6147,1,0,9075,0,0
6148,2,0,3316,0,0
6149,1,0,761,0,0
6150,1,1,291,516,0
6151,1,0,3414,0,0
6152,1,0,17001,0,0
6153,1,0,15718,0,0
6154,1,0,12928,0,0
6155,1,0,50062,0,0
6156,1,0,3451,0,0
6157,1,0,1203611,0,0
6158,1,1,1948,4421,0
6159,1,0,230,0,0
6160,1,0,1609,0,0
6161,1,0,2508,0,0
6162,1,0,1437,0,0
6163,1,0,4620,0,0
6164,1,0,4804,0,0
6165,1,0,24170,0,0
6166,1,0,9381,0,0
6167,1,0,1617,0,0
6168,1,0,11629,0,0
6169,1,0,942,0,0
6170,1,0,5604,0,0
6171,1,0,354,0,0
6172,1,0,68,0,0
6173,1,0,32198,0,0
6174,2,0,1490,0,0
6175,2,0,10219,0,0
6176,1,0,2437,0,0
6177,1,0,18287,0,0
6178,1,0,5918,0,0
6179,1,0,285,0,0
6180,1,0,459,0,0
6181,32,59,1086027,975433,0
6182,1,2,219170,16213,0
6183,1,0,20186,0,0
6184,0,1,0,1227,0
6185,0,1,0,10741,0
6186,154,62,2686146,1243929,0
6187,12,5,329250,9328,0
6188,133,35,2144925,395437,0
6189,7,1,309836,27119,0
6190,0,1,0,260,0
6191,0,1,0,5231,0
6192,2,5,89003,696903,0
6193,0,1,0,45363,0
6194,18,2,111340,301824,0
6195,4,3,2469,3636,0
6196,0,1,0,1064,0
6197,23,0,802091,0,0
6198,33,0,7001439,0,0
6199,13,0,190463,0,0
6200,19,0,1165129,0,0
6201,1,0,13,0,0
6202,1,0,1541,0,0
6203,2,0,683,0,0
6204,1,2,7118,171586,0
6205,1,0,777,0,0
6206,2,3,4956,6517,0
6207,1,0,5622,0,0
6208,1,1,1214,364,0
6209,1,0,69,0,0
6210,6,0,17655,0,0
6211,1,0,5211,0,0
6212,21,0,244820,0,0
6213,1,1,451,807,0
6214,1,0,91730,0,0
6215,1,2,230,8410,0
6216,1,0,165269,0,0
6217,15,0,213905,0,0
6218,11,4,174871,274096,0
6219,11,1,19153,2694,0
6220,1,1,224,352,0
6221,0,1,0,21793,0
6222,102,25,6740236,647768,0
6223,4,5,5461,3208,0
6224,26,12,2347607,616372,0
6225,9,9,152432,68174,0
6226,1,0,286,0,0
6227,1,1,588,3428,0
6228,0,1,0,38,0
6229,1,1,21710,30097,0
6230,25,0,17365863,0,0
6231,7,0,92836,0,0
6232,1,0,19300,0,0
6233,1,1,5927,89,0
6234,0,1,0,7098,0
6235,8,5,123929,23267,0
6236,58,19,1565851,354086,0
6237,0,2,0,46301,1
6238,44,6,2764780,59197,0
6239,3,2,130611,5251,0
6240,40,7,1748079,43808,0
6241,0,1,0,633,0
6242,15,9,104868,201234,0
6243,158,13,3254827,224479,0
6244,56,35,1117938,2233307,0
6245,7,13,722303,37763,0
6246,99,18,12683200,83823,0
6247,49,2,1037779,18944,0
6248,5,1,83462,24,0
6249,2,1,143295,37211,0
6250,5,1,194877,68,0
6251,2,7,712,3139986,0
6252,4,0,13840,0,0
6253,1,2,5050,11554,0
6254,1,0,2038,0,0
6255,1,1,13878,57119,0
6256,1,0,61472,0,0
6257,0,3,0,4708,0
6258,172,22,4923460,794895,0
6259,6,4,47753,32555,0
6260,6,2,2016,16204,0
6261,15,0,451760,0,0
6262,0,7,0,258865,0
6263,69,25,7717116,955663,0
6264,76,10,922387,598185,0
6265,87,20,6583296,573424,0
6266,81,15,2756577,114810,0
6267,1,2,695,18677,0
6268,55,7,1059186,37280,0
6269,0,1,0,692,0
6270,0,2,0,426,0
6271,0,4,0,184929,0
6272,9,8,78340,2442294,0
6273,484,86,21079376,2462945,0
6274,213,74,3542441,2241469,0
6275,23,7,1086918,460800,0
6276,20,8,1875440,48205,0
6277,1,1,1710,683,0
6278,0,2,0,1701,0
6279,1,1,2804,2227,0
6280,0,3,0,1625,0
6281,19,8,670667,475490,0
6282,0,2,0,2003,0
6283,0,1,0,257782,0
6284,0,2,0,5221,0
6285,84,7,5210738,663641,0
6286,0,3,0,59843,0
6287,0,2,0,1829,0
6288,136,24,5068785,1446259,0
6289,0,3,0,52896,0
6290,0,2,0,5437,0
6291,6,74,45854,4196700,0
6292,0,2,0,2107,0
6293,51,5,4069184,25857876,0
6294,0,7,0,320454,0
6295,82,10,10568583,41789,0
6296,0,7,0,30091,0
6297,46,31,688009,257833,0
6298,36,15,3853262,19539,0
6299,0,6,0,57997,0
6300,128,39,6534632,703649,0
6301,117,21,7155732,1238295,0
6302,0,3,0,15156,0
6303,143,39,3113119,2061969,0
6304,0,3,0,5185,0
6305,1,4,7,33034,0
6306,176,33,4679334,250749,0
6307,45,21,1175179,825970,0
6308,1,3,4604,102,0
6309,1,1,1347,8362,0
6310,0,2,0,4503,0
6311,0,1,0,76554,0
6312,0,1,0,490,0
6313,1,1,123,150,0
6314,7,9,23935,10794,0
6315,79,13,933642,588506,0
6316,61,24,1061050,273498,0
6317,18,7,132036,97679,0
6318,0,1,0,7879,0
6319,0,1,0,23233,0
6320,0,1,0,137,0
6321,0,5,0,188635,0
6322,28,2,499650,6331,0
6323,64,17,1746665,301735,0
6324,0,9,0,130645,0
6325,120,52,5636199,2035086,0
6326,99,6,2713593,107989,0
6327,12,27,563949,398972,0
6328,104,13,4340988,258379,0
6329,0,2,0,21425,0
6330,3,3,20797,10085,0
6331,0,2,0,4997,0
6332,8,14,12067998,113671,0
6333,2,1,2176,26509,0
6334,1,1,1050,492,0
6335,0,1,0,807,0
6336,0,9,0,131465,0
6337,7,6,59567,76612,0
6338,33,22,853582,1926377,0
6339,78,14,1654564,43334,0
6340,3,3,17466,722,0
6341,0,14,0,347781,0
6342,26,4,557163,11162,0
6343,162,27,6836326,532131,0
6344,105,23,3199545,403625,0
6345,102,9,1449785,36037,0
6346,4,3,68727,51495,0
6347,19,9,83583,1023020,0
6348,38,12,1072822,74902,0
6349,26,18,652199,716446,0
6350,0,2,0,9217,0
6351,6,0,887567,0,0
6352,0,2,0,1317,0
6353,138,22,9515172,316888,0
6354,1,1,31,1261,0
6355,0,1,0,7549,0
6356,0,4,0,5413,0
6357,1,0,5,0,0
6358,1,5,5349,22460,0
6359,0,2,0,249634,0
6360,0,1,0,306,0
6361,0,1,0,137,0
6362,0,1,0,1393,0
6363,0,2,0,4244,0
6364,4,3,22638,1303,0
6365,23,5,2597127,61352,0
6366,0,7,0,193186,0
6367,14,11,83961,117661,0
6368,0,3,0,11297,0
6369,1,1,586,346,0
6370,0,6,0,694709,0
6371,0,1,0,1559,0
6372,0,2,0,117671,0
6373,1,4,8366,37937,0
6374,4,12,22791,101526,0
6375,6,6,10902,19686,0
6376,1,0,5279,0,0
6377,0,1,0,10,0
6378,0,1,0,492,0
6379,0,3,0,22660,0
6380,38,27,303669,257655,0
6381,0,1,0,4149,0
6382,0,1,0,663,0
6383,0,1,0,6065,0
6384,0,2,0,2027,0
6385,0,5,0,126298,0
6386,135,18,1778187,120717,0
6387,0,1,0,11860,0
6388,0,2,0,5944,0
6389,1,2,15668,36992,0
6390,0,1,0,51286,0
6391,0,1,0,15,0
6392,0,3,0,173444,0
6393,0,2,0,13301,0
6394,9,11,206278,2647569,0
6395,0,2,0,1669,0
6396,40,5,1221607,44691,0
6397,0,2,0,46619,0
6398,0,1,0,172478,0
6399,2,2,20107,1138,0
6400,17,17,1317815,1198890,0
6401,0,2,0,1090,0
6402,0,3,0,2824,0
6403,1,0,28,0,0
6404,1,6,416,241326,0
6405,2,0,165730,0,0
6406,4,1,11465,32549,0
6407,2,0,927,0,0
6408,10,13,86408,254344,0
6409,2,2,514,8078,0
6410,33,15,436889,1216739,0
6411,0,1,0,4973,0
6412,0,1,0,119,0
6413,0,28,0,762369,0
6414,53,11,1151547,123967,0
6415,37,13,392532,156816,0
6416,120,15,5312650,1099553,0
6417,62,43,2023308,451604,0
6418,191,75,24598049,1269035,0
6419,73,25,2864930,919711,0
6420,31,18,1243748,185979,0
6421,28,14,714259,324619,0
6422,64,25,1612030,520809,0
6423,48,7,736868,100707,0
6424,36,13,3191415,24260,0
6425,27,6,143801,16481,0
6426,56,15,3389623,1302007,0
6427,23,8,1732749,133088,0
6428,0,6,0,27874,0
6429,19,6,214092,460598,0
6430,7,3,323819,3404,0
6431,0,2,0,37563,0
6432,38,13,458443,141356,0
6433,0,2,0,566062,0
6434,1,6,5,27062,0
6435,62,8,413542,26555,0
6436,0,6,0,306919,0
6437,99,22,1729481,192043,0
6438,0,13,0,180758,0
6439,8,2,109331,1355,0
6440,7,1,37514,1989,0
6441,40,25,504742,516614,0
6442,11,14,149879,264844,0
6443,114,12,3981684,110421,0
6444,27,6,272746,36977,0
6445,51,12,469527,59246,0
6446,32,4,1231365,58745,0
6447,6,0,9197,0,0
6448,0,1,0,269,0
6449,0,1,0,858,0
6450,0,2,0,172813,0
6451,28,16,369685,367328,0
6452,0,5,0,64132,0
6453,0,1,0,3846,0
6454,0,1,0,513,0
6455,0,8,0,18028,0
6456,49,8,482082,45236,0
6457,87,35,1734855,229440,0
6458,0,2,0,381538,0
6459,2,0,6575,0,0
6460,0,1,0,7196,0
6461,0,1,0,66,0
6462,0,2,0,7275,0
6463,0,2,0,368,0
6464,0,3,0,20112,0
6465,0,11,0,120456,0
6466,46,24,1278670,184151,0
6467,163,32,2137299,4171856,0
6468,1,0,194,0,0
6469,0,1,0,2711,0
6470,0,1,0,1837,0
6471,0,1,0,79,0
6472,0,1,0,22,0
6473,0,1,0,3722,0
6474,0,1,0,858,0
6475,0,1,0,2578,0
6476,0,2,0,21940,0
6477,0,2,0,90994,0
6478,3,4,1706,9243,0
6479,2,2,17300,42272,0
6480,0,1,0,274960,0
6481,0,1,0,2348,0
6482,1,2,1911,261,0
6483,4,15,164537,587433,0
6484,19,0,241178,0,0
6485,2,0,21093,0,0
6486,1,2,21505,7100,0
6487,1,1,1738,3,0
6488,2,0,206346,0,0
6489,1,0,505,0,0
6490,1,0,108,0,0
6491,0,1,0,182,0
6492,2,3,4461,14964,0
6493,176,83,2975479,2071322,0
6494,36,7,4332210,14938,0
6495,0,1,0,604,0
6496,0,2,0,17109,0
6497,45,16,722374,143934,0
6498,0,10,0,184945,0
6499,0,1,0,4340,0
6500,86,35,2532269,1668237,0
6501,33,14,1252159,105360,0
6502,76,8,2794782,38412,0
6503,22,1,451088,782,0
6504,1,2,657,3547,0
6505,4,7,638982,179469,0
6506,0,9,0,527652,0
6507,42,6,1252889,1186579,0
6508,56,8,2265890,16217,0
6509,34,8,909561,42647,0
6510,32,5,303118,390426,0
6511,3,4,125737,28524,0
6512,0,2,0,139113,0
6513,2,3,222022,2379,0
6514,0,1,0,344,0
6515,0,1,0,90822,0
6516,0,2,0,5814,0
6517,0,3,0,55034,0
6518,65,10,879348,58026,0
6519,0,1,0,511,0
6520,0,1,0,643,0
6521,1,7,3287,16420,0
6522,134,32,2180390,560466,0
6523,15,12,29196,34824,0
6524,0,3,0,8923,0
6525,7,2,53320,8120,0
6526,0,1,0,49,0
6527,0,1,0,58,0
6528,0,3,0,176220,0
6529,0,2,0,244,0
6530,1,52,16,713949,0
6531,120,10,6268419,366110,0
6532,81,11,875827,139095,0
6533,24,3,485105,36961,0
6534,32,8,305650,23869,0
6535,28,12,988339,125329,0
6536,72,14,1153285,31626,0
6537,24,6,1258354,443091,0
6538,8,3,22457,8190,0
6539,41,9,522640,622517,0
6540,25,14,396039,96105,0
6541,14,12,18571,642334,0
6542,112,28,3438492,9831533,0
6543,23,9,1334208,18101,0
6544,41,8,1243026,32141,0
6545,5,10,335527,16996,0
6546,28,11,327422,471561,0
6547,9,2,264403,16656,0
6548,15,12,122800,94033,0
6549,3,2,3901,4008,0
6550,57,20,945581,5676652,0
6551,21,8,218161,56377,0
6552,177,32,13862929,366158,0
6553,57,11,1863587,28016,0
6554,0,3,0,237365,0
6555,0,3,0,9671,0
6556,40,9,16568166,46542,0
6557,0,4,0,151725,0
6558,0,9,0,72642,0
6559,27,8,6507923,307168,0
6560,0,1,0,1254,0
6561,0,1,0,948,0
6562,0,2,0,1084,0
6563,1,1,6201,18526,0
6564,0,3,0,2866,0
6565,61,25,748604,1348873,0
6566,0,13,0,764660,0
6567,4,6,115165,64711,0
6568,2,2,11089,3333,0
6569,5,1,7762,154502,0
6570,1,1,235080,1142,0
6571,4,5,25976,58215,0
6572,0,2,0,6143,0
6573,0,2,0,76647,0
6574,2,2,1040,26809,0
6575,4,42,16575,890994,0
6576,71,17,630682,74942,0
6577,64,23,1891346,295593,0
6578,31,6,817498,187903,0
6579,23,9,272272,316864,0
6580,23,15,288473,275257,0
6581,68,29,3100535,590946,0
6582,55,9,5789099,81636,0
6583,20,12,120383,67095,0
6584,57,21,843527,421712,0
6585,2,3,2208,3167,0
6586,20,13,1699626,95522,0
6587,51,3,1372825,34659,0
6588,38,0,1213596,0,0
6589,9,10,50271,20836,0
6590,73,20,1592304,680834,0
6591,30,9,610826,120634,0
6592,44,16,1997342,639327,0
6593,11,1,83994,70527,0
6594,15,6,860820,13348,0
6595,3,2,5535,441,0
6596,7,8,308937,15102645,0
6597,6,14,268008,117192,0
6598,0,1,0,25887,0
6599,0,2,0,1516,0
6600,0,4,0,6075,0
6601,29,8,271115,36145,0
6602,1,2,20533,22684,0
6603,0,5,0,38174,0
6604,41,13,443447,117436,0
6605,11,4,95538,125961,0
6606,0,1,0,48,0
6607,0,1,0,190,0
6608,0,3,0,970,0
6609,8,12,16986,1343281,0
6610,159,55,7310380,6476152,0
6611,0,1,0,104,0
6612,0,2,0,158323,0
6613,0,3,0,22857,0
6614,0,5,0,80672,0
6615,54,26,1125554,1813382,0
6616,69,10,842684,293950,0
6617,0,2,0,292632,0
6618,8,16,13089,528252,0
6619,0,2,0,846758,0
6620,0,1,0,1913,0
6621,1,2,8197,6090,0
6622,0,4,0,21235,0
6623,58,20,2174147,880267,0
6624,0,5,0,128701,0
6625,0,4,0,81201,0
6626,1,3,510,29516,0
6627,0,1,0,2941,0
6628,0,7,0,602264,0
6629,3,6,45,5692,0
6630,0,7,0,1790595,0
6631,15,6,1769917,102947,0
6632,0,30,0,2037538,0
6633,21,2,97186,154421,0
6634,90,10,870784,68143,0
6635,32,8,3402638,2020178,0
6636,38,14,4393731,1672594,0
6637,13,12,98530,47364,0
6638,1,0,497,0,0
6639,1,0,83,0,0
6640,8,2,30449,18629,0
6641,2,0,19579,0,0
6642,0,1,0,868,0
6643,0,1,0,6948,0
6644,0,1,0,2019,0
6645,5,4,36274,71453,0
6646,0,1,0,57,0
6647,0,5,0,10723,0
6648,4,0,146738,0,0
6649,2,0,22912,0,0
6650,1,0,2566,0,0
6651,2,0,1124,0,0
6652,0,2,0,8707,0
6653,0,2,0,91141,0
6654,0,2,0,6158,0
6655,0,1,0,53,0
6656,0,2,0,1304,0
6657,0,2,0,3583,0
6658,0,1,0,211203,0
6659,0,1,0,23677,0
6660,0,1,0,97238,0
6661,0,1,0,2995,0
6662,0,5,0,4550,0
6663,0,2,0,53418,0
6664,25,3,102861,2104,0
6665,0,1,0,5242,0
6666,0,1,0,941,0
6667,2,8,4743,83494,0
6668,47,10,826247,228437,0
6669,4,0,32118,0,0
6670,21,11,279186,267079,0
6671,2,1,7733,1334,0
6672,0,3,0,39359,0
6673,0,1,0,13,0
6674,1,5,27,12940,0
6675,8,0,161142,0,0
6676,1,0,2375,0,0
6677,0,7,0,282606,0
6678,0,1,0,1561,0
6679,0,1,0,0,0
6680,0,1,0,9633,0
6681,0,2,0,48035,0
6682,0,6,0,44484,0
6683,54,6,1938289,301779,0
6684,1,13,5,115681,0
6685,6,0,142791,0,0
6686,2,0,3713,0,0
6687,9,0,82520,0,0
6688,7,0,452943,0,0
6689,3,0,7271,0,0
6690,1,2,79,24085,0
6691,1,0,435,0,0
6692,1,0,4184,0,0
6693,0,1,0,38,0
6694,0,3,0,11411,0
6695,0,2,0,4149,0
6696,2,3,26466,31513,0
6697,3,1,33219,309,0
6698,0,1,0,543,0
6699,0,1,0,793,0
6700,1,1,41110,1125,0
6701,0,2,0,2877,0
6702,0,9,0,87317,0
6703,9,3,47683,85377,0
6704,0,1,0,1389,0
6705,0,2,0,14949,0
6706,3,9,17924,16580,0
6707,0,2,0,577,0
6708,0,2,0,13634,0
6709,0,3,0,13730,0
6710,2,1,3885,855,0
6711,2,1,14204,30184,0
6712,0,1,0,4127,0
6713,0,1,0,7,0
6714,0,10,0,22713,0
6715,0,2,0,17545,0
6716,1,1,325,232621,0
6717,0,9,0,35973,0
6718,1,1,764,71982,0
6719,0,2,0,759,0
6720,0,4,0,52715,0
6721,16,10,205105,869449,0
6722,3,2,95813,189427,0
6723,1,9,29,60562,0
6724,20,4,235126,17837,0
6725,12,0,512254,0,0
6726,2,0,10367,0,0
6727,2,0,14118,0,0
6728,2,0,154377,0,0
6729,2,0,1836,0,0
6730,0,1,0,174472,0
6731,0,1,0,177063,0
6732,0,1,0,166,0
6733,0,1,0,343,0
6734,0,2,0,45597,0
6735,0,2,0,130303,0
6736,0,1,0,15411,0
6737,0,3,0,45002,0
6738,5,14,36324,119502,0
6739,46,18,2031213,156969,0
6740,27,4,3711132,38081,0
6741,4,2,6008,2504,0
6742,0,2,0,1968,0
6743,0,1,0,13,0
6744,0,1,0,16637,0
6745,0,1,0,1334,0
6746,0,1,0,627,0
6747,0,1,0,4832,0
6748,0,1,0,80151,0
6749,1,4,2711,19464,0
6750,12,13,147144,141655,0
6751,0,8,0,94838,0
6752,0,2,0,39194,0
6753,0,1,0,1608,0
6754,0,2,0,5624,0
6755,0,1,0,1703,0
6756,0,1,0,262,0
6757,0,3,0,12210,0
6758,0,2,0,2274,0
6759,10,3,412266,59672,0
6760,3,0,6728,0,0
6761,0,1,0,693,0
6762,2,2,33147,236316,0
6763,1,1,8709,2250,0
6764,0,1,0,6047,0
6765,0,1,0,148,0
6766,0,1,0,48,0
6767,0,1,0,585,0
6768,0,1,0,1235,0
6769,0,1,0,64,0
6770,0,1,0,3133,0
6771,0,1,0,49,0
6772,0,1,0,970,0
6773,0,2,0,8654,0
6774,0,7,0,296271,0
6775,9,4,132676,286436,0
6776,0,2,0,457,0
6777,0,2,0,4990,0
6778,0,4,0,49175,0
6779,0,2,0,41472,0
6780,1,14,1059,1228610,0
6781,1,2,1679,2559,0
6782,1,67,3538,1510707,0
6783,46,22,1331040,1379404,0
6784,15,8,155779,28803,0
6785,14,12,40227,95537,0
6786,26,8,147568,116247,0
6787,22,16,511944,949080,0
6788,6,0,15039,0,0
6789,32,6,9430753,18260,0
6790,61,45,9852074,1553804,0
6791,51,7,3683684,13610,0
6792,11,7,30880,123469,0
6793,15,17,302029,79109,0
6794,33,16,392439,241727,0
6795,5,7,31253,25107,0
6796,27,7,80314,47079,0
6797,30,13,626246,157470,0
6798,23,21,617917,147517,0
6799,28,9,655917,70379,0
6800,6,5,25667,103501,0
6801,3,3,765,6017,0
6802,38,14,311314,546595,0
6803,0,1,0,81577,0
6804,0,1,0,78617,0
6805,0,1,0,5639,0
6806,0,1,0,81,0
6807,0,1,0,5844,0
6808,0,2,0,10644,0
6809,68,30,965476,382360,0
6810,0,2,0,4004,0
6811,0,1,0,8091,0
6812,1,3,128,29907,0
6813,1,2,16232,318358,0
6814,0,3,0,4559,0
6815,0,1,0,1453,0
6816,0,1,0,4392,0
6817,1,5,4239,1735,0
6818,0,1,0,101129,0
6819,0,2,0,10608,0
6820,0,2,0,199662,0
6821,0,1,0,336,0
6822,0,2,0,1547,0
6823,0,3,0,6419,0
6824,23,12,349485,1080641,0
6825,0,2,0,42158,0
6826,0,3,0,16709,0
6827,0,1,0,692,0
6828,0,1,0,188,0
6829,0,1,0,336,0
6830,0,1,0,104034,0
6831,1,3,619,21207,0
6832,0,4,0,40464,0
6833,6,9,155831,257808,0
6834,1,4,1161,15067,0
6835,4,4,246486,134500,1
6836,0,1,0,3076,0
6837,0,2,0,3042,0
6838,0,14,0,297182,0
6839,24,11,253465,1344685,0
6840,0,10,0,614046,0
6841,28,3,403178,185997,0
6842,0,1,0,61711,0
6843,0,11,0,108864,0
6844,0,4,0,6884,0
6845,0,8,0,720548,0
6846,0,2,0,8107,0
6847,1,3,391,127,0
6848,0,1,0,1792,0
6849,0,1,0,3865,0
6850,0,2,0,21459,0
6851,1,48,279,11116928,0
6852,7,0,60413,0,0
6853,9,5,22304,12034,0
6854,23,16,298680,1214477,0
6855,3,0,83023,0,0
6856,5,0,36085,0,0
6857,23,14,4449948,2588033,0
6858,5,0,99117,0,0
6859,19,8,590282,182757,0
6860,16,7,361121,17490,0
6861,3,5,858,8689,0
6862,61,17,3129023,164736,0
6863,1,1,109,15588,0
6864,11,8,368000,16858,0
6865,1,3,2430,14251,0
6866,87,21,3936626,101257,0
6867,0,2,0,2817,0
6868,0,2,0,32828,0
6869,10,10,194287,199714,0
6870,3,1,2468,853,0
6871,0,1,0,42837,0
6872,0,2,0,506910,0
6873,4,1,579633,15472,0
6874,0,2,0,2102,0
6875,0,2,0,4020,0
6876,0,3,0,619,0
6877,0,1,0,4540,0
6878,0,1,0,56813,0
6879,1,10,6360,95780,0
6880,9,15,170460,223346,0
6881,7,1,8517,44,0
6882,0,3,0,427078,0
6883,0,1,0,422051,0
6884,0,2,0,37549,0
6885,0,4,0,14635,0
6886,0,1,0,5445,0
6887,0,8,0,78020,0
6888,7,6,34496,177724,0
6889,0,3,0,33190,0
6890,0,1,0,7656,0
6891,1,4,352,98042,0
6892,0,1,0,1361,0
6893,0,4,0,27187,0
6894,0,1,0,12,0
6895,0,3,0,21545,0
6896,95,31,3446582,644348,0
6897,0,5,0,46458,0
6898,2,1,967,106,0
6899,1,1,3030,2191,0
6900,1,2,90,3896,0
6901,4,0,31751,0,0
6902,1,1,2191,185,0
6903,11,0,1364283,0,0
6904,1,0,4779,0,0
6905,2,0,6262,0,0
6906,1,1,2492,34942,0
6907,8,0,15836,0,0
6908,2,0,610,0,0
6909,6,0,28086,0,0
6910,3,0,4699,0,0
6911,0,18,0,208600,0
6912,2,2,1726,1385,0
6913,2,0,18214,0,0
6914,1,1,1750,384,0
6915,1,1,80,69,0
6916,2,1,3287,235,0
6917,1,0,232,0,0
6918,1,0,123,0,0
6919,1,1,2629,498,0
6920,7,4,46363,511727,0
6921,1,0,78648,0,0
6922,1,1,752,82,0
6923,1,1,86,922,0
6924,2,1,12322,52,0
6925,2,0,75530,0,0
6926,2,0,776,0,0
6927,2,0,1010,0,0
6928,1,0,235,0,0
6929,1,0,498,0,0
6930,1,1,546,93,0
6931,1,0,379,0,0
6932,1,0,736,0,0
6933,1,0,510066,0,0
6934,1,2,3924,321088,0
6935,32,0,600401,0,0
6936,0,1,0,21,0
6937,0,1,0,2580,0
6938,0,2,0,58694,0
6939,17,0,139839,0,0
6940,0,2,0,21814,0
6941,1,2,353,20406,0
6942,2,4,15759,666,0
6943,0,3,0,12423,0
6944,1,0,6230,0,0
6945,2,0,10193,0,0
6946,0,3,0,23742,0
6947,1,0,1233,0,0
6948,2,0,8362,0,0
6949,1,0,138633,0,0
6950,1,0,1049,0,0
6951,1,1,15534,13443,0
6952,1,1,1038,93,0
6953,1,0,38903,0,0
6954,1,0,1798,0,0
6955,1,0,57,0,0
6956,1,0,377,0,0
6957,1,0,108,0,0
6958,1,0,2012384,0,0
6959,1,0,855,0,0
6960,1,0,56,0,0
6961,1,0,8997,0,0
6962,1,0,6617,0,0
6963,1,0,1934,0,0
6964,1,0,3879,0,0
6965,1,1,1148,590,0
6966,1,0,2287,0,0
6967,1,0,962,0,0
6968,1,0,121,0,0
6969,1,0,226,0,0
6970,1,0,104,0,0
6971,1,0,4689,0,0
6972,1,0,562,0,0
6973,1,0,12628,0,0
6974,1,0,746,0,0
6975,1,0,392811,0,0
6976,1,2,527,6314,0
6977,1,0,2897,0,0
6978,1,0,196,0,0
6979,1,0,20925,0,0
6980,1,0,1004,0,0
6981,1,0,9216,0,0
6982,1,0,6879,0,0
6983,1,0,178461,0,0
6984,1,0,3231,0,0
6985,1,0,4112,0,0
6986,1,0,172,0,0
6987,1,0,47042,0,0
6988,1,0,1742,0,0
6989,1,0,25,0,0
6990,1,0,7735,0,0
6991,1,0,309,0,0
6992,1,0,1218,0,0
6993,1,0,108,0,0
6994,1,0,5229,0,0
6995,1,1,294,444,0
6996,1,0,4,0,0
6997,1,0,669,0,0
6998,1,0,141,0,0
6999,1,0,12541,0,0
7000,1,0,2453,0,0
7001,1,0,869,0,0
7002,6,15,25709,139276,0
7003,1,0,14440,0,0
7004,1,1,7467,11524,0
7005,1,0,3058,0,0
7006,1,0,158625,0,0
7007,1,0,8231,0,0
7008,1,0,14174,0,0
7009,1,0,4658,0,0
7010,1,0,690,0,0
7011,1,0,529,0,0
7012,1,0,162,0,0
7013,1,0,809,0,0
7014,1,0,153104,0,0
7015,3,2,25114,32386,0
7016,1,0,6907,0,0
7017,1,0,409,0,0
7018,1,0,1263,0,0
7019,1,0,4122,0,0
7020,1,0,132,0,0
7021,3,0,13442,0,0
7022,5,0,54421,0,0
