,in_degree,out_degree,in_strength_total,out_strength_total,label
20217,0,2,0,1926772,0
20218,3,3,75298,7301,0
20219,0,1,0,14975,0
20220,0,2,0,357,0
20221,0,2,0,3519,0
20222,0,2,0,24480,0
20223,1,2,3867,4207,0
20224,11,3,277919,585699,0
20225,0,1,0,75775,0
20226,0,1,0,86,0
20227,0,1,0,186,0
20228,0,3,0,8925,0
20229,0,1,0,152,0
20230,0,3,0,28804,0
20231,0,1,0,3034,0
20232,0,1,0,19698,0
20233,1,0,115970,0,0
20234,0,1,0,321,0
20235,0,1,0,942,0
20236,0,1,0,198,0
20237,0,1,0,18032,0
20238,0,2,0,17413,0
20239,0,1,0,59439,0
20240,0,1,0,105,0
20241,0,1,0,21847,0
20242,0,2,0,6018,0
20243,0,5,0,6485,0
20244,0,1,0,482,0
20245,1,1,2972,10,0
20246,0,2,0,3636,0
20247,0,1,0,12546,0
20248,0,2,0,569,0
20249,1,1,38018,50396,0
20250,0,1,0,3043,0
20251,0,1,0,86,0
20252,0,3,0,20968,0
20253,1,7,2158,245505,0
20254,1,0,16342,0,0
20255,0,1,0,5915,0
20256,0,1,0,268,0
20257,0,2,0,18193,0
20258,0,3,0,2213,0
20259,0,1,0,3062,0
20260,0,4,0,27874,0
20261,1,3,364,108758,0
20262,0,2,0,50461,0
20263,0,1,0,5191,0
20264,0,1,0,9460,0
20265,1,2,248,1042,0
20266,0,1,0,4106,0
20267,0,1,0,665,0
20268,0,1,0,3474,0
20269,0,1,0,11459,0
20270,0,1,0,17094,0
20271,0,1,0,50,0
20272,0,1,0,621,0
20273,0,1,0,24767,0
20274,0,1,0,74,0
20275,0,1,0,185,0
20276,0,1,0,1712,0
20277,0,1,0,44405,0
20278,1,0,7838,0,0
20279,0,2,0,187530,0
20280,1,1,1356,4486,0
20281,1,0,4,0,0
20282,1,0,26417,0,0
20283,1,0,551584,0,0
20284,1,1,2038,2410,0
20285,1,1,274,37899,0
20286,1,2,690,3187,0
20287,1,0,3341,0,0
20288,3,0,958,0,0
20289,2,0,274,0,0
20290,3,3,187103,30022,0
20291,1,0,2280,0,0
20292,1,0,986,0,0
20293,1,1,102088,2295,0
20294,1,0,5831,0,0
20295,1,0,5516,0,0
20296,1,2,3834,2297,0
20297,1,0,95,0,0
20298,1,1,8031,3409,0
20299,1,2,313,221196,0
20300,1,0,9433,0,0
20301,1,0,423,0,0
20302,1,0,3050,0,0
20303,1,0,75,0,0
20304,1,1,3937,1352,0
20305,1,0,423663,0,0
20306,1,0,2153,0,0
20307,1,0,2474,0,0
20308,1,0,3603,0,0
20309,2,0,116,0,0
20310,1,0,16626,0,0
20311,2,3,46786,15877,0
20312,1,0,9072,0,0
20313,1,0,9956,0,0
20314,1,0,192,0,0
20315,1,0,7256,0,0
20316,1,0,43400,0,0
20317,1,1,37989,160061,0
20318,1,0,331,0,0
20319,1,0,2480,0,0
20320,1,0,37836,0,0
20321,1,1,3323,245,0
20322,1,0,437,0,0
20323,1,0,1440,0,0
20324,2,0,44624,0,0
20325,1,0,247292,0,0
20326,1,0,1652,0,0
20327,1,0,37741,0,0
20328,0,1,0,6651,0
20329,0,2,0,1805,0
20330,0,1,0,597,0
20331,0,1,0,3867,0
20332,1,1,15694,3546,0
20333,0,1,0,114,0
20334,0,1,0,57655,0
20335,0,1,0,558,0
20336,0,1,0,587,0
20337,0,1,0,2175,0
20338,0,2,0,3378,0
20339,0,2,0,290,0
20340,0,1,0,13519,0
20341,0,1,0,206,0
20342,0,1,0,519,0
20343,0,1,0,92,0
20344,0,2,0,33416,0
20345,0,1,0,10,0
20346,0,1,0,305,0
20347,0,1,0,4319,0
20348,0,1,0,354,0
20349,0,1,0,13566,0
20350,0,1,0,1706,0
20351,0,1,0,225,0
20352,0,1,0,1791,0
20353,0,2,0,26585,0
20354,0,4,0,39825,0
20355,0,1,0,498,0
20356,0,1,0,2883,0
20357,0,2,0,1278,0
20358,0,1,0,9419,0
20359,1,1,126,314,0
20360,0,1,0,3720,0
20361,0,1,0,1257,0
20362,0,1,0,2806,0
20363,0,1,0,9373,0
20364,0,1,0,1397,0
20365,0,1,0,9079,0
20366,0,1,0,206,0
20367,0,1,0,6,0
20368,0,1,0,1074,0
20369,0,2,0,11226,0
20370,1,0,10912,0,0
20371,0,1,0,69133,0
20372,0,2,0,2267,0
20373,1,2,8,7752,0
20374,1,0,98540,0,0
20375,1,0,4253,0,0
20376,1,1,148741,1931,0
20377,1,0,20494,0,0
20378,1,0,1902,0,0
20379,1,1,2206,232285,0
20380,1,0,31,0,0
20381,1,0,307,0,0
20382,1,0,900,0,0
20383,1,0,406491,0,0
20384,1,0,1433,0,0
20385,1,0,1641,0,0
20386,1,0,59011,0,0
20387,1,1,91913,119,0
20388,1,0,229,0,0
20389,1,0,6327,0,0
20390,1,0,67,0,0
20391,1,0,14169,0,0
20392,1,1,116,3787,0
20393,1,0,68977,0,0
20394,1,0,116,0,0
20395,1,0,127,0,0
20396,1,0,20588,0,0
20397,1,0,745177,0,0
20398,1,0,220080,0,0
20399,0,2,0,192,0
20400,0,1,0,38394,0
20401,0,1,0,77,0
20402,0,3,0,70224,0
20403,0,1,0,7,0
20404,0,2,0,2851,0
20405,0,3,0,343453,0
20406,0,1,0,9109,0
20407,0,1,0,73,0
20408,0,1,0,29,0
20409,0,4,0,38113,0
20410,0,1,0,42191,0
20411,0,2,0,4730,0
20412,0,2,0,843,0
20413,0,6,0,28027,0
20414,1,0,4436,0,0
20415,4,1,164939,173,0
20416,0,4,0,45285,0
20417,3,5,6371,20739,0
20418,0,2,0,3399,0
20419,0,1,0,758,0
20420,0,1,0,9,0
20421,1,1,22396,118,0
20422,0,1,0,2669,0
20423,0,1,0,965,0
20424,0,1,0,287,0
20425,0,2,0,39513,0
20426,0,1,0,130,0
20427,0,1,0,4221,0
20428,0,1,0,117,0
20429,0,1,0,22000,0
20430,0,1,0,2654,0
20431,0,1,0,341,0
20432,0,3,0,1995,0
20433,1,4,401,4828,0
20434,0,1,0,45945,0
20435,0,1,0,1141,0
20436,0,2,0,32942,0
20437,0,2,0,28576,0
20438,0,1,0,23,0
20439,1,0,6856,0,0
20440,1,0,9,0,0
20441,1,0,313,0,0
20442,1,0,1772,0,0
20443,2,0,4992,0,0
20444,0,1,0,2408,0
20445,0,1,0,44743,0
20446,0,1,0,6670,0
20447,0,3,0,13049,0
20448,1,1,17917,1724,0
20449,0,1,0,126,0
20450,0,4,0,91568,0
20451,0,4,0,13313,0
20452,0,1,0,144,0
20453,0,4,0,108173,0
20454,2,3,3589,6944,0
20455,0,2,0,144035,0
20456,0,1,0,2745,0
20457,0,3,0,6949,0
20458,0,2,0,7073,0
20459,0,1,0,41,0
20460,0,1,0,26377,0
20461,0,1,0,565,0
20462,0,1,0,138281,0
20463,0,1,0,2082,0
20464,2,5,241,47271,0
20465,3,5,2724,18137,0
20466,1,2,1634,6587,0
20467,0,5,0,14783,0
20468,3,2,7636,6745,0
20469,3,0,12772,0,0
20470,2,0,34136,0,0
20471,1,0,27,0,0
20472,0,1,0,3034,0
20473,0,2,0,12071,0
20474,0,1,0,2001,0
20475,0,5,0,17671,0
20476,1,0,12,0,0
20477,1,4,86,2283,0
20478,1,1,82,93,0
20479,0,1,0,342,0
20480,0,1,0,493,0
20481,0,1,0,45659,0
20482,2,4,24426,10052,0
20483,0,1,0,3604,0
20484,0,1,0,6754,0
20485,0,1,0,8095,0
20486,0,1,0,2229,0
20487,0,2,0,69929,0
20488,0,1,0,10,0
20489,0,5,0,62665,0
20490,1,0,2469,0,0
20491,0,2,0,3411,0
20492,3,0,145384,0,0
20493,0,3,0,4078,0
20494,0,1,0,3865,0
20495,0,1,0,119,0
20496,0,2,0,268916,0
20497,0,1,0,30,0
20498,0,1,0,943,0
20499,0,1,0,75450,0
20500,0,1,0,2858,0
20501,0,1,0,29956,0
20502,0,1,0,2567,0
20503,0,1,0,868,0
20504,0,2,0,580,0
20505,9,16,414088,294178,0
20506,0,1,0,76,0
20507,0,2,0,175272,0
20508,0,4,0,39263,0
20509,0,1,0,549,0
20510,0,2,0,16445,0
20511,0,1,0,118,0
20512,1,0,357,0,0
20513,1,0,6478,0,0
20514,1,0,643,0,0
20515,1,3,184,1866,0
20516,1,1,12245,9133,0
20517,1,0,566,0,0
20518,1,0,2409,0,0
20519,1,0,476,0,0
20520,2,0,70484,0,0
20521,1,0,39540,0,0
20522,1,0,191560,0,0
20523,2,1,356,1768,0
20524,1,0,354,0,0
20525,0,1,0,26,0
20526,0,1,0,902,0
20527,0,1,0,41387,0
20528,0,1,0,1812,0
20529,0,2,0,219,0
20530,0,1,0,13,0
20531,0,1,0,109,0
20532,0,1,0,118,0
20533,0,2,0,4865,0
20534,0,3,0,8052,0
20535,0,1,0,99,0
20536,0,1,0,11567,0
20537,0,2,0,8575,0
20538,1,4,39348,12100,0
20539,0,2,0,12364,0
20540,0,1,0,39,0
20541,0,2,0,8869,0
20542,0,1,0,1732,0
20543,0,1,0,738,0
20544,0,1,0,560,0
20545,0,1,0,6,0
20546,0,1,0,240,0
20547,1,1,3802,891,0
20548,0,2,0,9711,0
20549,0,1,0,822,0
20550,0,1,0,150,0
20551,0,2,0,1047,0
20552,0,1,0,9077,0
20553,0,1,0,32981,0
20554,0,3,0,3006,0
20555,0,3,0,5483,0
20556,4,4,29487,2148,0
20557,0,1,0,3571,0
20558,0,1,0,138167,0
20559,0,2,0,42055,0
20560,0,1,0,104,0
20561,0,1,0,5739,0
20562,0,1,0,305,0
20563,0,1,0,4573,0
20564,0,1,0,227,0
20565,0,2,0,31226,0
20566,0,3,0,17819,0
20567,0,1,0,2139,0
20568,0,1,0,3065,0
20569,0,1,0,132,0
20570,0,1,0,188064,0
20571,0,2,0,87601,0
20572,0,1,0,316,0
20573,0,1,0,33,0
20574,0,1,0,16048,0
20575,1,3,237,7091,0
20576,0,1,0,702,0
20577,0,2,0,88328,0
20578,0,1,0,446,0
20579,0,1,0,664,0
20580,0,1,0,16231,0
20581,0,1,0,13253,0
20582,1,1,51,25,0
20583,0,5,0,11965,0
20584,0,1,0,3726,0
20585,0,3,0,34540,0
20586,0,1,0,674,0
20587,1,3,573,617,0
20588,0,4,0,1037705,0
20589,0,1,0,7904,0
20590,0,1,0,460,0
20591,0,1,0,8326,0
20592,0,1,0,2805,0
20593,0,1,0,19957,0
20594,0,1,0,199,0
20595,0,2,0,282199,0
20596,3,2,283294,10825,0
20597,0,1,0,248436,0
20598,0,2,0,604,0
20599,7,9,16183,43077,0
20600,0,1,0,29,0
20601,0,3,0,37795,0
20602,0,4,0,49165,0
20603,0,2,0,4162,0
20604,0,1,0,58642,0
20605,0,2,0,14035,0
20606,9,4,64535,84664,0
20607,0,1,0,36,0
20608,0,1,0,9269,0
20609,0,1,0,2891,0
20610,0,1,0,28823,0
20611,0,1,0,13536,0
20612,1,2,175,76341,0
20613,0,2,0,6733,0
20614,1,2,2305,2253,0
20615,0,2,0,132,0
20616,0,4,0,6288294,0
20617,0,1,0,4969,0
20618,0,1,0,55134,0
20619,0,2,0,1016,0
20620,1,3,144760,11377,0
20621,1,3,99,144871,0
20622,0,1,0,860,0
20623,0,1,0,161,0
20624,5,1,59620,46748,0
20625,0,3,0,407260,0
20626,0,1,0,19829,0
20627,0,1,0,645,0
20628,0,1,0,776,0
20629,0,1,0,884,0
20630,0,1,0,8311,0
20631,0,2,0,71235,0
20632,0,2,0,25551,0
20633,0,1,0,1,0
20634,0,2,0,3934,0
20635,1,0,327,0,0
20636,2,0,3633,0,0
20637,1,0,1444,0,0
20638,2,1,17343,3111,0
20639,0,3,0,160844,0
20640,11,7,169431,6721,0
20641,0,2,0,25964,0
20642,2,6,3301,56332,0
20643,0,2,0,158,0
20644,0,1,0,229,0
20645,0,1,0,291,0
20646,0,2,0,20719,0
20647,0,1,0,353,0
20648,0,2,0,238142,0
20649,0,1,0,16143,0
20650,0,1,0,539,0
20651,0,1,0,243806,0
20652,0,1,0,3909,0
20653,0,3,0,434,0
20654,0,1,0,12091,0
20655,0,1,0,2262,0
20656,0,6,0,6497,0
20657,0,1,0,100,0
20658,0,1,0,291,0
20659,0,1,0,184,0
20660,0,3,0,5736,0
20661,3,1,9247,5062,0
20662,0,1,0,5280,0
20663,1,1,3290,28,0
20664,1,0,321,0,0
20665,1,1,15535,18617,0
20666,1,0,35638,0,0
20667,1,0,22709,0,0
20668,1,1,1131,260,0
20669,3,0,6519,0,0
20670,1,0,442,0,0
20671,1,0,35,0,0
20672,1,0,334,0,0
20673,2,4,29065,82449,0
20674,1,2,1319,66892,0
20675,1,0,593,0,0
20676,1,4,70620,45383,0
20677,1,0,614,0,0
20678,1,0,1409,0,0
20679,1,2,6803,13455,0
20680,1,1,48,428,0
20681,1,1,56,571,0
20682,1,8,1488,119019,0
20683,1,0,18233,0,0
20684,1,0,17,0,0
20685,1,0,18960,0,0
20686,2,0,15171,0,0
20687,0,1,0,932,0
20688,0,1,0,1049,0
20689,0,1,0,46808,0
20690,0,1,0,1097,0
20691,0,1,0,208,0
20692,0,1,0,65585,0
20693,0,3,0,5544,0
20694,0,1,0,36237,0
20695,0,1,0,80,0
20696,0,2,0,3899,0
20697,1,1,222,1874,0
20698,0,2,0,20207,0
20699,0,3,0,104956,0
20700,1,3,31,1948,0
20701,0,1,0,109,0
20702,0,1,0,228,0
20703,0,2,0,27105,0
20704,0,1,0,74,0
20705,0,1,0,7107,0
20706,0,3,0,7493,0
20707,0,1,0,77,0
20708,0,1,0,23,0
20709,0,1,0,15,0
20710,0,1,0,922,0
20711,0,1,0,101,0
20712,0,1,0,517,0
20713,0,1,0,804,0
20714,0,1,0,281,0
20715,0,1,0,2459,0
20716,0,2,0,3360,0
20717,0,2,0,9959,0
20718,0,1,0,8,0
20719,0,1,0,310,0
20720,0,2,0,16342,0
20721,0,2,0,25092,0
20722,0,2,0,17052,0
20723,0,1,0,26999,0
20724,1,3,13704,2674,0
20725,0,1,0,364,0
20726,0,1,0,31,0
20727,0,1,0,22171,0
20728,0,1,0,7,0
20729,0,1,0,324,0
20730,0,1,0,1897,0
20731,0,1,0,1408,0
20732,0,2,0,3949,0
20733,0,1,0,71352,0
20734,0,2,0,20305,0
20735,0,1,0,2328,0
20736,0,2,0,10640,0
20737,0,5,0,156449,0
20738,0,2,0,13815,0
20739,3,1,22900,318,0
20740,0,1,0,34,0
20741,0,1,0,77107,0
20742,0,1,0,1046,0
20743,0,2,0,39294,0
20744,2,1,23378,2850,0
20745,0,1,0,50763,0
20746,0,1,0,553,0
20747,0,2,0,2938,0
20748,0,1,0,20086,0
20749,0,1,0,3212,0
20750,0,3,0,58943,0
20751,0,1,0,33988,0
20752,0,1,0,2862,0
20753,0,1,0,877,0
20754,0,2,0,411,0
20755,0,2,0,142253,0
20756,0,2,0,90828,0
20757,0,2,0,10044,0
20758,2,1,1012,5269,0
20759,0,2,0,1123,0
20760,0,1,0,201,0
20761,0,2,0,15598,0
20762,0,1,0,41387,0
20763,0,1,0,655,0
20764,0,1,0,2576,0
20765,0,1,0,8749,0
20766,0,1,0,729,0
20767,0,1,0,96784,0
20768,0,1,0,11927,0
20769,0,2,0,143412,0
20770,0,1,0,56,0
20771,0,1,0,423,0
20772,0,1,0,0,0
20773,0,1,0,98,0
20774,0,1,0,2607,0
20775,0,1,0,940522,0
20776,0,1,0,180,0
20777,0,1,0,7662,0
20778,0,1,0,24107,0
20779,0,3,0,438530,0
20780,0,1,0,1560,0
20781,0,1,0,8,0
20782,0,1,0,183000,0
20783,0,1,0,117534,0
20784,0,1,0,609,0
20785,0,2,0,53021,0
20786,0,1,0,38,0
20787,3,2,66189,44957,0
20788,2,0,2965,0,0
20789,1,0,43337,0,0
20790,0,1,0,542,0
20791,0,1,0,1340,0
20792,0,1,0,1745,0
20793,2,1,162,168,0
20794,0,2,0,23423,0
20795,0,1,0,6574,0
20796,0,1,0,6917,0
20797,0,1,0,56,0
20798,0,2,0,1866,0
20799,0,1,0,339,0
20800,2,1,36460,2301,0
20801,0,1,0,82,0
20802,0,3,0,191145,0
20803,0,2,0,14010,0
20804,0,4,0,8728,0
20805,0,1,0,355123,0
20806,0,4,0,61690,0
20807,3,1,3433,414,0
20808,0,4,0,97942,0
20809,0,1,0,66861,0
20810,0,1,0,5505,0
20811,0,1,0,553,0
20812,0,1,0,6762,0
20813,0,1,0,1407,0
20814,0,1,0,4675,0
20815,1,2,658,33407,0
20816,1,1,33194,1009,0
20817,0,2,0,13262,0
20818,0,1,0,72,0
20819,0,3,0,9442,0
20820,0,2,0,1770,0
20821,0,1,0,46,0
20822,0,1,0,6325,0
20823,0,1,0,179484,0
20824,0,1,0,150,0
20825,0,1,0,485,0
20826,0,1,0,294,0
20827,0,1,0,1559,0
20828,0,2,0,66465,0
20829,0,2,0,14089,0
20830,0,1,0,728828,0
20831,0,1,0,106,0
20832,0,2,0,7485,0
20833,0,1,0,24769,0
20834,0,2,0,23129,0
20835,0,2,0,2303,0
20836,0,2,0,99,0
20837,0,1,0,25096,0
20838,0,1,0,31485,0
20839,0,1,0,2265,0
20840,0,1,0,56319,0
20841,0,2,0,2388,0
20842,1,1,190,8280,0
20843,1,0,943,0,0
20844,1,1,11917,1421,0
20845,1,0,1622,0,0
20846,1,0,75,0,0
20847,1,0,658,0,0
20848,1,0,905,0,0
20849,1,0,835,0,0
20850,1,0,51121,0,0
20851,1,0,936,0,0
20852,2,0,20785,0,0
20853,1,1,74,1717,0
20854,4,2,723391,1786,0
20855,2,1,24484,5039,0
20856,0,1,0,119298,0
20857,1,12,902,465615,0
20858,1,0,4842,0,0
20859,1,0,2528,0,0
20860,2,0,2655,0,0
20861,2,0,2152,0,0
20862,2,0,44255,0,0
20863,0,1,0,48,0
20864,0,1,0,1455,0
20865,1,1,10,282,0
20866,1,1,5718,17334,0
20867,1,0,1252,0,0
20868,0,1,0,12,0
20869,3,1,7075,11307,0
20870,0,1,0,10941,0
20871,0,1,0,5046,0
20872,0,2,0,154793,0
20873,5,6,34842,55109,0
20874,0,2,0,1741,0
20875,0,1,0,37,0
20876,0,1,0,81,0
20877,0,1,0,38145,0
20878,0,2,0,355597,0
20879,1,0,1026,0,0
20880,1,0,17491,0,0
20881,1,0,22,0,0
20882,1,1,207,410,0
20883,1,0,44760,0,0
20884,1,0,694,0,0
20885,0,1,0,16661,0
20886,0,1,0,1981,0
20887,0,1,0,2440,0
20888,0,2,0,986,0
20889,0,2,0,226275,0
20890,0,1,0,126,0
20891,0,1,0,22963,0
20892,0,2,0,321785,0
20893,0,1,0,757,0
20894,0,14,0,288142,0
20895,0,1,0,12,0
20896,0,1,0,926,0
20897,0,1,0,232967,0
20898,0,1,0,85383,0
20899,0,6,0,59446,0
20900,0,1,0,3881,0
20901,0,1,0,4847,0
20902,0,2,0,14945,0
20903,0,1,0,6573,0
20904,0,1,0,336,0
20905,0,1,0,56,0
20906,0,2,0,250,0
20907,0,1,0,30,0
20908,0,1,0,18007,0
20909,0,1,0,634,0
20910,0,1,0,230556,0
20911,1,1,64073,4796,0
20912,0,2,0,140250,0
20913,0,1,0,9914,0
20914,0,1,0,7160,0
20915,0,6,0,55191,0
20916,1,5,1352,28569,0
20917,2,2,671,4154,0
20918,1,1,51864,186019,0
20919,1,2,804,6452,0
20920,0,1,0,833,0
20921,0,1,0,32456,0
20922,0,1,0,3777,0
20923,0,2,0,19854,0
20924,0,2,0,13524,0
20925,0,2,0,10034,0
20926,0,1,0,1022,0
20927,0,1,0,987687,0
20928,0,1,0,7858,0
20929,1,8,7806,200079,0
20930,0,2,0,23275,0
20931,0,1,0,8817,0
20932,1,0,1059,0,0
20933,1,0,219,0,0
20934,1,0,1871,0,0
20935,1,0,14676,0,0
20936,1,0,139,0,0
20937,1,1,355425,351,0
20938,1,0,10649,0,0
20939,1,0,41,0,0
20940,1,0,1388,0,0
20941,1,1,202,5885,0
20942,1,1,108,0,0
20943,1,0,32,0,0
20944,1,0,6967,0,0
20945,1,0,870,0,0
20946,1,0,42,0,0
20947,1,0,2130,0,0
20948,1,0,10156,0,0
20949,1,0,6304,0,0
20950,1,0,227,0,0
20951,1,0,991,0,0
20952,1,1,71689,93300,0
20953,1,0,22723,0,0
20954,1,0,15329,0,0
20955,1,0,4383310,0,0
20956,1,0,135,0,0
20957,1,0,195,0,0
20958,1,3,5725,3300,0
20959,1,0,9103,0,0
20960,1,1,739,5694,0
20961,1,0,38,0,0
20962,1,0,3553,0,0
20963,1,0,183,0,0
20964,1,0,3070,0,0
20965,1,0,1418,0,0
20966,1,0,1229742,0,0
20967,2,5,8433,188976,0
20968,1,1,172,1002,0
20969,1,0,850,0,0
20970,1,2,15799,11815,0
20971,1,5,1558,237260,0
20972,2,0,3825,0,0
20973,1,5,1839,28406,0
20974,1,0,128,0,0
20975,1,0,2069,0,0
20976,1,0,3184,0,0
20977,1,0,29194,0,0
20978,1,1,3640,19631,0
20979,0,2,0,103846,0
20980,0,7,0,508428,0
20981,0,2,0,91090,0
20982,0,1,0,645,0
20983,0,2,0,1129,0
20984,4,1,66761,106,0
20985,1,0,1100,0,0
20986,1,0,1832,0,0
20987,1,1,6103,60129,0
20988,1,0,15712,0,0
20989,5,4,37644,115533,0
20990,1,0,88405,0,0
20991,1,1,199,24574,0
20992,1,0,28,0,0
20993,1,0,6203,0,0
20994,3,0,8917,0,0
20995,2,0,50231,0,0
20996,1,0,15,0,0
20997,1,0,135,0,0
20998,1,0,3734,0,0
20999,1,0,8174,0,0
21000,1,1,2671,30351,0
21001,1,0,330,0,0
21002,1,0,3018,0,0
21003,1,0,4,0,0
21004,1,0,294,0,0
21005,1,0,55,0,0
21006,3,0,13613,0,0
21007,4,0,34411,0,0
21008,1,0,5290,0,0
21009,1,0,31626,0,0
21010,0,2,0,1090,0
21011,1,0,1275,0,0
21012,4,0,62636,0,0
21013,1,1,620,555,0
21014,1,0,18,0,0
21015,1,0,1325,0,0
21016,1,0,6589,0,0
21017,1,0,3484,0,0
21018,1,0,37127,0,0
21019,1,1,53,41,0
21020,3,16,1622,127834,0
21021,2,0,3038,0,0
21022,2,1,69746,1502,0
21023,12,0,1954649,0,0
21024,2,3,8536,14597,0
21025,2,0,757,0,0
21026,2,0,19365,0,0
21027,1,1,740,23373,0
21028,5,0,8764,0,0
21029,1,0,2198,0,0
21030,0,8,0,666361,0
21031,4,1,14178,579,0
21032,1,0,37678,0,0
21033,1,0,10891,0,0
21034,3,0,581093,0,0
21035,3,0,20815,0,0
21036,0,2,0,33391,0
21037,0,12,0,14860,0
21038,1,0,3273,0,0
21039,1,0,2370,0,0
21040,2,0,1205,0,0
21041,1,0,789,0,0
21042,1,0,1808,0,0
21043,1,0,45,0,0
21044,2,0,1402,0,0
21045,1,0,135,0,0
21046,1,5,14754,96208,0
21047,2,0,271,0,0
21048,1,0,219,0,0
21049,1,0,91426,0,0
21050,1,4,801,122906,0
21051,0,2,0,323568,0
21052,3,7,1901,21388,0
21053,1,0,2089,0,0
21054,2,0,4436,0,0
21055,3,0,17443,0,0
21056,4,18,179564,333841,0
21057,1,1,1335,676,0
21058,1,0,480,0,0
21059,2,0,1368,0,0
21060,1,0,3585,0,0
21061,1,0,248,0,0
21062,1,0,33,0,0
21063,1,1,180573,2666,0
21064,1,0,597,0,0
21065,2,0,16496,0,0
21066,2,0,2237,0,0
21067,1,0,3416,0,0
21068,1,0,3866,0,0
21069,1,1,55766,10,0
21070,2,0,63170,0,0
21071,0,3,0,33716,0
21072,1,0,445,0,0
21073,0,3,0,3132,0
21074,1,0,22,0,0
21075,2,3,5992,34478,0
21076,1,3,111,1008,0
21077,0,2,0,9556,0
21078,3,0,36948,0,0
21079,2,0,2571,0,0
21080,1,1,1321,19045,0
21081,2,0,92167,0,0
21082,1,0,18782,0,0
21083,1,0,265,0,0
21084,1,0,57420,0,0
21085,2,0,7852,0,0
21086,1,0,172,0,0
21087,8,7,19028,118666,0
21088,2,1,50085,107,0
21089,2,0,3749,0,0
21090,2,0,124228,0,0
21091,1,0,34,0,0
21092,1,0,13029,0,0
21093,1,0,44883,0,0
21094,1,0,58836,0,0
21095,1,0,14,0,0
21096,1,0,2,0,0
21097,1,0,477,0,0
21098,2,0,72045,0,0
21099,1,0,168,0,0
21100,1,0,967,0,0
21101,1,0,3285,0,0
21102,1,0,412,0,0
21103,1,0,1249,0,0
21104,1,0,231,0,0
21105,1,1,128,682,0
21106,4,11,62557,108332,0
21107,3,0,70322,0,0
21108,1,0,13655,0,0
21109,1,0,43,0,0
21110,1,0,620,0,0
21111,1,0,3533,0,0
21112,1,0,201,0,0
21113,0,1,0,743,0
21114,0,1,0,2522,0
21115,0,1,0,429,0
21116,0,1,0,97390,0
21117,0,1,0,128,0
21118,0,1,0,81805,0
21119,0,1,0,5629,0
21120,0,7,0,98177,0
21121,1,0,1210,0,0
21122,1,0,380,0,0
21123,1,0,24814,0,0
21124,0,2,0,2659,0
21125,2,0,17125,0,0
21126,0,2,0,6042,0
21127,1,5,9888,58992,0
21128,3,0,11933,0,0
21129,2,1,25493,7193,0
21130,1,0,71,0,0
21131,0,8,0,1785351,0
21132,1,1,486,17516,0
21133,1,0,4272,0,0
21134,1,0,1654537,0,0
21135,1,0,127,0,0
21136,1,11,501,57209,0
21137,1,0,54,0,0
21138,2,0,9559,0,0
21139,1,0,18762,0,0
21140,1,0,164,0,0
21141,0,3,0,16188,0
21142,1,0,70,0,0
21143,2,0,1790,0,0
21144,4,5,30355,414098,0
21145,1,0,3939,0,0
21146,1,0,6025,0,0
21147,2,0,454257,0,0
21148,0,1,0,3919,0
21149,0,1,0,26301,0
21150,0,2,0,18443,0
21151,0,2,0,218,0
21152,2,0,4668,0,0
21153,0,1,0,9159,0
21154,0,1,0,8237,0
21155,0,1,0,10758,0
21156,0,4,0,2498579,0
21157,2,0,17122,0,0
21158,1,0,622,0,0
21159,1,0,139,0,0
21160,1,0,45978,0,0
21161,1,0,2864,0,0
21162,2,2,497938,93431,0
21163,1,1,80,3005,0
21164,1,0,44574,0,0
21165,1,0,140740,0,0
21166,1,0,219,0,0
21167,1,0,1325,0,0
21168,1,0,18593,0,0
21169,8,1,6826,9694,0
21170,2,2,13968,30056,0
21171,1,0,180660,0,0
21172,1,0,205,0,0
21173,1,0,582,0,0
21174,5,1,5968,1814,0
21175,3,34,82533,472560,0
21176,2,0,11778,0,0
21177,1,1,1434,81575,0
21178,1,0,971,0,0
21179,1,0,211,0,0
21180,1,0,2187,0,0
21181,1,0,1837,0,0
21182,2,0,30663,0,0
21183,1,0,39949,0,0
21184,1,0,1206,0,0
21185,1,0,2081,0,0
21186,1,1,1540,166,0
21187,1,0,9,0,0
21188,1,0,270171,0,0
21189,1,0,3,0,0
21190,1,0,27115,0,0
21191,1,0,69,0,0
21192,1,0,196,0,0
21193,1,0,1404,0,0
21194,1,0,833,0,0
21195,1,0,191,0,0
21196,1,0,584,0,0
21197,1,0,7383,0,0
21198,1,0,515,0,0
21199,1,0,6074,0,0
21200,1,0,830,0,0
21201,1,0,844,0,0
21202,1,0,89,0,0
21203,1,0,71424,0,0
21204,2,0,6953,0,0
21205,0,1,0,15393,0
21206,0,1,0,800,0
21207,0,1,0,17,0
21208,0,1,0,930,0
21209,0,2,0,124873,0
21210,4,9,1464268,176396,0
21211,0,2,0,41,0
21212,3,2,21241,4642,0
21213,0,3,0,109580,0
21214,0,1,0,2210,0
21215,1,2,71962,78466,1
21216,0,1,0,31389,0
21217,1,69,84,2047088,0
21218,1,1,544,84,0
21219,1,0,15,0,0
21220,1,0,644,0,0
21221,1,0,393085,0,0
21222,1,0,5447,0,0
21223,1,0,1639,0,0
21224,1,0,134,0,0
21225,1,0,917,0,0
21226,1,2,116,93175,0
21227,10,1,114040,74015,0
21228,1,0,1265,0,0
