,node2vec_0,node2vec_1,node2vec_2,node2vec_3,node2vec_4,node2vec_5,node2vec_6,node2vec_7,node2vec_8,node2vec_9,node2vec_10,node2vec_11,node2vec_12,node2vec_13,node2vec_14,node2vec_15
75,0.0027647987,-0.04536508,-0.008320585,-0.004401952,0.01603333,0.039446905,0.027587146,-0.0030208752,0.028484404,-0.047321357,-0.044433147,0.008621536,0.032680295,0.0013127476,0.061970957,0.04740668
76,-0.022269808,-0.009474143,-0.038220294,0.032717742,-0.007165715,-0.041906953,-0.004786141,0.03198252,0.007895716,-0.015313163,-0.035965964,-0.008432902,0.052244626,-0.0022371486,-0.017265625,0.05134908
77,-0.082437545,-2.711852,2.8602564,1.1394563,3.3678281,2.7040942,3.5966632,0.03028879,3.852937,-0.17365134,2.685446,3.6579025,3.0481308,1.1498744,0.25034592,-2.885722
78,-0.01226338,0.004589908,0.009415701,-0.013401046,-0.005987972,0.050835878,-0.05922594,-0.04212784,0.038633563,0.012334682,0.028703801,-0.0009148121,0.04144577,0.047765836,-0.007276267,-0.019057855
79,-0.06086593,0.02955386,0.002195336,-0.031690083,0.0048245713,-0.05452095,-0.00940194,0.009426653,-0.01617214,-0.025462613,0.026206538,-0.05307986,-0.058123022,-0.05410415,-0.040879093,0.032174647
80,0.013518729,-0.19032654,0.051901247,0.19673973,0.041181803,-0.02342551,0.19354571,-0.050098285,0.21724688,0.014129569,-0.058183476,0.025776884,-0.022154368,0.11612907,-0.15087695,0.028993288
81,-0.00271447,0.06031327,-0.036721908,0.011652999,0.01642058,-0.004917614,0.039414816,-0.023483962,-0.036866307,-0.026044294,0.02335605,0.0016034544,-0.04285167,0.020122766,-0.04096041,0.000664711
82,0.048734434,-0.04917437,-0.045317598,-0.04461161,0.034226432,0.0042757913,0.03578505,0.0565883,-0.021926,-0.057604864,0.059162825,-0.055382177,-0.026936278,0.024259292,0.028097786,0.009320281
83,-0.052788273,-0.033672087,-0.011717558,-0.010546796,-0.040681332,0.052261427,0.04076358,-0.03248214,0.04144276,-0.038381413,0.010775484,0.055646032,-0.0057922825,0.03737872,-0.020330578,-0.01011882
84,0.03933365,-0.14293064,0.021867778,0.17121583,0.05159185,-0.036438096,0.28241333,0.08988439,0.16906784,-0.085716896,-0.034919992,-0.057807207,0.13202389,0.14677121,-0.059144255,-0.051242527
85,-0.05486299,-0.051006556,0.056603663,0.045503244,0.023828194,0.054468468,-0.010274351,0.058084413,-0.012163296,-0.054320313,0.042655356,-0.04115981,-0.026703231,-0.026330076,0.025339134,-0.02696076
