,f_degree_in,f_degree_out,f_amount_in,f_amount_out,f_nr_trans_in,f_nr_trans_out,f_ego_nr_nodes,f_ego_nr_edges,f_egored_degree_in,f_egored_degree_out,f_egored_amount_in,f_egored_amount_out,f_egored_nr_trans_in,f_egored_nr_trans_out,f_egored_nr_nodes,f_egored_nr_edges,f_rwalk_start_amount,f_rwalk_transfer_out,f_rwalk_out_back,f_rwalk_out_back_max,f_rwalk_end_amount,f_rwalk_transfer_in,f_rwalk_in_back,f_rwalk_in_back_max
19867,1.0,0.0,559.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,198.4,0.0,0.0
19868,1.0,0.0,8896.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8896.0,686.36,0.0,0.0
19869,2.0,0.0,402747.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213452.79,40.47,0.0,0.0
19870,1.0,2.0,1216.0,106538.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49010.44,49010.44,0.0,0.0,1216.0,347.34,0.0,0.0
19871,1.0,0.0,353.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,139.88,0.0,0.0
19872,2.0,0.0,207.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.7,76.02,0.0,0.0
19873,2.0,1.0,3167.0,90.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,90.0,0.0,0.0,1438.85,363.14,0.0,0.0
19874,1.0,0.0,8007.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8007.0,499.07,0.0,0.0
19875,1.0,0.0,33.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.28,0.0,0.0
19876,1.0,0.0,968.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,324.13,0.0,0.0
19877,2.0,1.0,8187.0,336.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,336.0,336.0,0.0,0.0,3887.35,3152.79,0.0,0.0
19878,1.0,1.0,1270.0,2146.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2146.0,5.0,0.0,0.0,1270.0,360.73,0.0,0.0
19879,2.0,3.0,4637.0,21147.0,2.0,3.0,5.0,5.0,1.0,2.0,448.0,3833.0,1.0,2.0,3.0,3.0,8052.88,8052.88,3.6,40.0,2094.04,400.23,22.4,40.0
19880,1.0,0.0,790.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,286.34,0.0,0.0
19881,3.0,2.0,156182.0,215681.0,3.0,2.0,6.0,6.0,2.0,0.0,156135.0,0.0,2.0,0.0,3.0,3.0,103582.84,103582.84,0.0,0.0,54140.6,15516.38,0.0,0.0
19882,2.0,0.0,1267.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,489.07,170.12,0.0,0.0
19883,1.0,1.0,830.0,1260.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1260.0,1260.0,0.0,0.0,830.0,251.37,0.0,0.0
19884,2.0,1.0,22498.0,15720.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15720.0,15720.0,0.0,0.0,11249.0,11119.86,0.0,0.0
19885,2.0,0.0,1078.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,526.76,306.62,0.0,0.0
19886,1.0,0.0,5913.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,587.1,0.0,0.0
19887,1.0,1.0,40004.0,16902.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16902.0,4497.02,0.0,0.0,40004.0,568.73,0.0,0.0
19888,1.0,1.0,912.0,96.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,96.0,0.0,0.0,912.0,299.57,0.0,0.0
19889,1.0,1.0,908.0,630.0,1.0,1.0,3.0,3.0,1.0,1.0,908.0,630.0,1.0,1.0,3.0,3.0,630.0,630.0,0.0,0.0,908.0,304.57,0.0,0.0
19890,2.0,0.0,8432.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,8432.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5004.92,452.58,0.0,0.0
19891,3.0,2.0,54929.0,660.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,352.68,352.68,0.0,0.0,18111.31,365.98,0.0,0.0
19892,1.0,0.0,123331.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123331.0,717.37,0.0,0.0
19893,1.0,0.0,702.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,232.35,0.0,0.0
19894,1.0,0.0,1768.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,429.79,0.0,0.0
19895,1.0,0.0,3535.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,597.52,0.0,0.0
19896,1.0,0.0,94884.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94884.0,611.48,0.0,0.0
19897,2.0,3.0,25199.0,2367.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,888.91,888.91,0.0,0.0,12409.73,1834.72,0.0,0.0
19898,1.0,1.0,34.0,2528.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2528.0,2528.0,0.0,0.0,34.0,28.75,0.0,0.0
19899,1.0,1.0,36.0,2916.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2916.0,2916.0,0.0,0.0,36.0,29.25,0.0,0.0
19900,1.0,0.0,107.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,68.57,0.0,0.0
19901,2.0,0.0,860.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,418.8,39.27,0.0,0.0
19902,4.0,1.0,1032.0,49812.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49812.0,49812.0,0.0,0.0,255.94,250.19,0.0,0.0
19903,1.0,0.0,1471.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.0,468.97,0.0,0.0
19904,1.0,0.0,35237.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35237.0,806.31,0.0,0.0
19905,1.0,0.0,286.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,120.71,0.0,0.0
19906,2.0,1.0,1305.0,999.0,2.0,1.0,4.0,4.0,2.0,0.0,1305.0,0.0,2.0,0.0,3.0,3.0,999.0,999.0,0.0,0.0,663.93,205.04,0.0,0.0
19907,2.0,3.0,7243.0,2869.0,2.0,3.0,6.0,6.0,1.0,1.0,7218.0,81.0,1.0,1.0,3.0,3.0,921.32,921.32,0.0,0.0,3477.64,348.5,0.0,0.0
19908,3.0,1.0,4975.0,317.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317.0,317.0,0.0,0.0,1651.71,1593.24,0.0,0.0
19909,2.0,1.0,22945.0,84.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,84.0,0.0,0.0,11877.84,958.5,0.0,0.0
19910,2.0,1.0,2837.0,264497.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,264497.0,264497.0,0.0,0.0,1485.07,256.61,0.0,0.0
19911,1.0,1.0,448.0,1523.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1523.0,1523.0,0.0,0.0,448.0,143.14,0.0,0.0
19912,1.0,0.0,231.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,104.17,0.0,0.0
19913,1.0,1.0,119.0,12855.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12855.0,3233.54,0.0,0.0,119.0,79.82,0.0,0.0
19914,1.0,0.0,4764.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4764.0,542.73,0.0,0.0
19915,1.0,1.0,38094.0,326.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326.0,326.0,0.0,0.0,38094.0,575.22,0.0,0.0
19916,1.0,0.0,123.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,65.79,0.0,0.0
19917,1.0,0.0,348.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,132.55,0.0,0.0
19918,1.0,0.0,17780.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17780.0,608.81,0.0,0.0
19919,1.0,0.0,3180.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.0,594.16,0.0,0.0
19920,1.0,3.0,13183.0,26729.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9745.05,9745.05,0.0,0.0,13183.0,658.4,0.0,0.0
19921,1.0,0.0,3897.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897.0,638.8,0.0,0.0
19922,1.0,0.0,73.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,47.41,0.0,0.0
19923,1.0,0.0,781.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,229.56,0.0,0.0
19924,2.0,0.0,2053.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,986.57,428.67,0.0,0.0
19925,1.0,6.0,20323.0,78503.0,1.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13670.21,13670.21,0.0,0.0,20323.0,509.83,0.0,0.0
19926,1.0,2.0,459.0,13750.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7304.0,7304.0,0.0,0.0,459.0,173.69,0.0,0.0
19927,3.0,0.0,5816.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2041.73,476.49,0.0,0.0
19928,1.0,2.0,6819.0,3519.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1696.26,1696.26,0.0,0.0,6819.0,655.51,0.0,0.0
19929,1.0,1.0,17.0,29.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,29.0,0.0,0.0,17.0,15.0,0.0,0.0
19930,1.0,0.0,6329.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6329.0,551.21,0.0,0.0
19931,1.0,0.0,8621.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8621.0,572.87,0.0,0.0
19932,1.0,0.0,704.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,200.7,0.0,0.0
19933,1.0,1.0,383549.0,13877.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13877.0,2008.95,0.0,0.0,383549.0,654.87,0.0,0.0
19934,1.0,1.0,1484.0,3612.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3612.0,47.0,0.0,0.0,1484.0,483.69,0.0,0.0
19935,1.0,3.0,2863.0,16185.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5117.62,5117.62,0.0,0.0,2863.0,629.71,0.0,0.0
19936,1.0,0.0,373.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,147.02,0.0,0.0
19937,1.0,0.0,10153.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10153.0,592.64,0.0,0.0
19938,1.0,0.0,51180.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51180.0,633.9,0.0,0.0
19939,1.0,1.0,27.0,397.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,397.0,277.81,0.0,0.0,27.0,22.68,0.0,0.0
19940,2.0,1.0,115.0,925.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,925.0,925.0,0.0,0.0,53.26,39.79,0.0,0.0
19941,2.0,4.0,205.0,27135.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7081.34,7081.34,0.0,0.0,112.76,112.04,0.0,0.0
19942,1.0,1.0,424.0,4549.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4549.0,1707.7,0.0,0.0,424.0,156.83,0.0,0.0
19943,1.0,0.0,120.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,86.01,0.0,0.0
19944,2.0,2.0,40531.0,12038.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5543.64,5543.64,0.0,0.0,20634.71,19914.36,0.0,0.0
19945,1.0,0.0,438.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,132.26,0.0,0.0
19946,1.0,2.0,1449.0,18789.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9485.43,9485.43,0.0,0.0,1449.0,475.73,0.0,0.0
19947,1.0,1.0,4447.0,22.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,22.0,0.0,0.0,4447.0,675.23,0.0,0.0
19948,4.0,2.0,135611.0,1585.0,4.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,749.1,749.1,0.0,0.0,30715.9,13245.58,0.0,0.0
19949,3.0,0.0,6036.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1826.31,701.77,0.0,0.0
19950,1.0,0.0,28.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.63,0.0,0.0
19951,1.0,0.0,184.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,94.81,0.0,0.0
19952,1.0,0.0,962.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,243.11,0.0,0.0
19953,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
19954,2.0,0.0,1529.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,915.09,272.72,0.0,0.0
19955,1.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
19956,1.0,0.0,1144.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,374.02,0.0,0.0
19957,1.0,1.0,1719.0,563.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,563.0,67.1,0.0,0.0,1719.0,487.24,0.0,0.0
19958,2.0,0.0,2346.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1173.0,1065.83,0.0,0.0
19959,1.0,1.0,3534.0,20986.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20986.0,20986.0,0.0,0.0,3534.0,722.91,0.0,0.0
19960,1.0,0.0,605.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,186.1,0.0,0.0
19961,1.0,0.0,385.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,122.63,0.0,0.0
19962,1.0,3.0,840191.0,18169.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6144.08,6144.08,0.0,0.0,840191.0,659.7,0.0,0.0
19963,1.0,0.0,332.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,135.98,0.0,0.0
19964,1.0,0.0,507.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,185.65,0.0,0.0
19965,1.0,0.0,6620.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6620.0,505.15,0.0,0.0
19966,1.0,1.0,56.0,10732.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10732.0,10732.0,0.0,0.0,56.0,39.46,0.0,0.0
19967,1.0,0.0,57.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,39.81,0.0,0.0
19968,1.0,1.0,3960.0,21494.0,1.0,1.0,3.0,3.0,1.0,1.0,3960.0,21494.0,1.0,1.0,3.0,3.0,21494.0,21494.0,0.0,0.0,3960.0,660.85,0.0,0.0
19969,2.0,0.0,21536.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,21536.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8622.8,155.47,0.0,0.0
19970,2.0,1.0,227.0,3114.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3114.0,1.0,1.0,2.0,1.0,3114.0,133.3,1.95,3.0,113.5,47.91,0.33,3.0
19971,2.0,2.0,78543.0,1724.0,2.0,2.0,4.0,3.0,1.0,1.0,6766.0,1722.0,1.0,1.0,2.0,1.0,896.4,441.05,62.6,1722.0,36671.06,1336.44,0.0,0.0
19972,4.0,3.0,92528.0,496186.0,4.0,3.0,7.0,6.0,1.0,1.0,11039.0,18897.0,1.0,1.0,2.0,1.0,155515.73,3257.09,2970.66,11039.0,23935.5,16001.65,1713.29,11039.0
19973,2.0,2.0,19699.0,11757.0,2.0,2.0,3.0,2.0,2.0,2.0,19699.0,11757.0,2.0,2.0,3.0,2.0,5981.71,2478.61,2228.45,11039.0,9306.65,4993.92,1593.03,11039.0
19974,2.0,16.0,4985.0,812554.0,2.0,16.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44737.15,44712.05,0.0,0.0,2373.61,2373.61,0.0,0.0
19975,5.0,1.0,7780.0,4928.0,5.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4928.0,1390.01,0.0,0.0,1538.05,274.94,0.0,0.0
19976,1.0,0.0,201074.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201074.0,2373.61,0.0,0.0
19977,1.0,0.0,233.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,233.0,0.0,0.0
19978,1.0,1.0,142.0,412895.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412895.0,3370.01,0.0,0.0,142.0,142.0,0.0,0.0
19979,1.0,0.0,51.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0
19980,3.0,1.0,95890.0,7.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,25902.13,2375.81,0.0,0.0
19981,2.0,0.0,827.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,452.11,412.47,0.0,0.0
19982,1.0,0.0,11147.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11147.0,2611.39,0.0,0.0
19983,1.0,0.0,279.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,279.0,0.0,0.0
19984,1.0,0.0,1612.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,1072.51,0.0,0.0
19985,0.0,2.0,0.0,627.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,304.18,252.12,0.0,0.0,0.0,0.0,0.0,0.0
19986,0.0,1.0,0.0,78.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,75.44,0.0,0.0,0.0,0.0,0.0,0.0
19987,1.0,1.0,21963.0,3007.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3007.0,2021.14,0.0,0.0,21963.0,4782.75,0.0,0.0
19988,0.0,1.0,0.0,10284.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10284.0,5969.0,0.0,0.0,0.0,0.0,0.0,0.0
19989,0.0,1.0,0.0,509713.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509713.0,9077.64,0.0,0.0,0.0,0.0,0.0,0.0
19990,0.0,1.0,0.0,4120.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4120.0,2803.32,0.0,0.0,0.0,0.0,0.0,0.0
19991,0.0,2.0,0.0,903.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,469.24,353.5,0.0,0.0,0.0,0.0,0.0,0.0
19992,0.0,2.0,0.0,29237.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14908.15,5484.75,0.0,0.0,0.0,0.0,0.0,0.0
19993,0.0,4.0,0.0,81827.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19341.18,3286.97,0.0,0.0,0.0,0.0,0.0,0.0
19994,9.0,6.0,486001.0,23343.0,9.0,6.0,15.0,14.0,1.0,1.0,354.0,168.0,1.0,1.0,2.0,1.0,3189.0,3138.92,30.24,168.0,53779.7,53747.88,6.72,168.0
19995,0.0,1.0,0.0,3434.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.0,2499.76,0.0,0.0,0.0,0.0,0.0,0.0
19996,0.0,1.0,0.0,466.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,397.76,0.0,0.0,0.0,0.0,0.0,0.0
19997,0.0,1.0,0.0,633.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,504.3,0.0,0.0,0.0,0.0,0.0,0.0
19998,0.0,1.0,0.0,122128.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122128.0,13842.21,0.0,0.0,0.0,0.0,0.0,0.0
19999,0.0,9.0,0.0,11815.0,0.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1271.81,581.7,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,1.0,0.0,2511.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.0,1904.47,0.0,0.0,0.0,0.0,0.0,0.0
20001,0.0,1.0,0.0,801.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,648.36,0.0,0.0,0.0,0.0,0.0,0.0
