,f_degree_in,f_degree_out,f_amount_in,f_amount_out,f_nr_trans_in,f_nr_trans_out,f_ego_nr_nodes,f_ego_nr_edges,f_egored_degree_in,f_egored_degree_out,f_egored_amount_in,f_egored_amount_out,f_egored_nr_trans_in,f_egored_nr_trans_out,f_egored_nr_nodes,f_egored_nr_edges,f_rwalk_start_amount,f_rwalk_transfer_out,f_rwalk_out_back,f_rwalk_out_back_max,f_rwalk_end_amount,f_rwalk_transfer_in,f_rwalk_in_back,f_rwalk_in_back_max
15353,11.0,0.0,74975.0,0.0,11.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8049.35,3693.12,0.0,0.0
15354,3.0,6.0,195986.0,9239.0,3.0,6.0,9.0,8.0,1.0,1.0,127.0,2067.0,1.0,1.0,2.0,1.0,1677.47,553.36,6.35,127.0,74344.27,74077.03,5.08,127.0
15355,5.0,5.0,105392.0,2980.0,5.0,5.0,10.0,9.0,1.0,1.0,2067.0,127.0,1.0,1.0,2.0,1.0,575.57,548.73,3.81,127.0,19078.16,18852.26,11.43,127.0
15356,7.0,1.0,14477.0,50.0,7.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,46.06,0.0,0.0,2555.82,1819.09,0.0,0.0
15357,3.0,1.0,36356.0,9000.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9000.0,3779.78,0.0,0.0,11005.84,10790.15,0.0,0.0
15358,1.0,1.0,225.0,302.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,302.0,164.24,0.0,0.0,225.0,180.7,0.0,0.0
15359,2.0,1.0,87215.0,1482.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1482.0,1482.0,0.0,0.0,47955.76,5957.63,0.0,0.0
15360,8.0,3.0,16796.0,1199556.0,8.0,3.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,359989.6,2354.34,0.0,0.0,2474.39,2474.39,0.0,0.0
15361,1.0,3.0,367.0,131362.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48805.06,20941.5,0.0,0.0,367.0,367.0,0.0,0.0
15362,1.0,0.0,55567.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55567.0,367.0,0.0,0.0
15363,3.0,2.0,8557.0,2611.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1330.89,1321.37,0.0,0.0,2900.88,1305.46,0.0,0.0
15364,0.0,1.0,0.0,367.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,269.77,0.0,0.0,0.0,0.0,0.0,0.0
15365,3.0,0.0,3840.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1306.12,684.07,0.0,0.0
15366,2.0,1.0,35725.0,2028.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2028.0,1142.34,0.0,0.0,18571.6,18571.6,0.0,0.0
15367,0.0,3.0,0.0,9590.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3023.9,2791.99,0.0,0.0,0.0,0.0,0.0,0.0
15368,2.0,0.0,30620.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15921.4,262.45,0.0,0.0
15369,7.0,0.0,32095.0,0.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4225.53,2658.22,0.0,0.0
15370,1.0,0.0,91.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,89.2,0.0,0.0
15371,5.0,9.0,6379.0,171666.0,5.0,9.0,14.0,14.0,3.0,1.0,3532.0,341.0,3.0,1.0,4.0,4.0,24136.85,24112.87,13.53,123.0,1283.39,1240.31,29.52,123.0
15372,31.0,0.0,4566675.0,0.0,31.0,0.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,138031.16,131365.05,0.0,0.0
15373,1.0,0.0,17244.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17244.0,2553.9,0.0,0.0
15374,3.0,0.0,5706.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024.64,1152.17,0.0,0.0
15375,23.0,0.0,548699.0,0.0,23.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22547.33,17829.73,0.0,0.0
15376,2.0,4.0,8784.0,32587.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7289.78,6016.33,0.0,0.0,4722.0,4722.0,0.0,0.0
15377,52.0,0.0,4944045.0,0.0,52.0,0.0,53.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109781.81,27697.46,0.0,0.0
15378,9.0,8.0,20897.0,47787.0,9.0,8.0,16.0,17.0,2.0,4.0,6701.0,10296.0,2.0,4.0,5.0,6.0,6778.78,1539.82,0.27,27.0,1884.35,1466.22,34.35,1091.0
15379,5.0,12.0,9150.0,40770.0,5.0,12.0,17.0,16.0,1.0,1.0,4602.0,1091.0,1.0,1.0,2.0,1.0,3711.65,3694.11,10.91,1091.0,1796.48,1127.53,10.91,1091.0
15380,1.0,8.0,27.0,241271.0,1.0,8.0,9.0,10.0,1.0,3.0,27.0,50434.0,1.0,3.0,4.0,5.0,29317.68,23502.45,0.0,0.0,27.0,25.63,3.51,27.0
15381,6.0,0.0,356380.0,0.0,6.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43379.75,1849.08,0.0,0.0
15382,1.0,3.0,12574.0,11481.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3956.5,2203.27,0.0,0.0,12574.0,12574.0,0.0,0.0
15383,1.0,3.0,1264.0,36607.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12145.11,2382.47,0.0,0.0,1264.0,1264.0,0.0,0.0
15384,2.0,4.0,85732.0,6792.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1671.48,1078.35,0.0,0.0,42866.0,42866.0,0.0,0.0
15385,2.0,0.0,17184.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8464.12,8464.12,0.0,0.0
15386,1.0,0.0,664.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,664.0,0.0,0.0
15387,0.0,5.0,0.0,135092.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28329.98,1855.31,0.0,0.0,0.0,0.0,0.0,0.0
15388,1.0,0.0,1214.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,1214.0,0.0,0.0
15389,2.0,0.0,5238.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2415.96,2360.3,0.0,0.0
15390,1.0,5.0,311.0,54353.0,1.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9280.84,9268.28,0.0,0.0,311.0,311.0,0.0,0.0
15391,3.0,0.0,50940.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12321.53,406.73,0.0,0.0
15392,1.0,2.0,3054.0,63981.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36615.54,1435.49,0.0,0.0,3054.0,3054.0,0.0,0.0
15393,2.0,0.0,32155.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13998.54,4066.71,0.0,0.0
15394,2.0,4.0,310148.0,27947.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6659.56,4847.99,0.0,0.0,151975.82,151975.82,0.0,0.0
15395,2.0,0.0,57724.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29176.04,5566.14,0.0,0.0
15396,0.0,5.0,0.0,8273.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1641.57,1493.52,0.0,0.0,0.0,0.0,0.0,0.0
15397,14.0,0.0,443447.0,0.0,14.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36327.72,5411.76,0.0,0.0
15398,3.0,0.0,494618.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,153367.65,2721.35,0.0,0.0
15399,10.0,1.0,222538.0,40995.0,10.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40995.0,3117.54,0.0,0.0,20651.76,5898.1,0.0,0.0
15400,0.0,2.0,0.0,12767.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7371.26,228.41,0.0,0.0,0.0,0.0,0.0,0.0
15401,1.0,13.0,102507.0,52874.0,1.0,13.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4545.03,2870.43,0.0,0.0,102507.0,102507.0,0.0,0.0
15402,3.0,0.0,13106.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4544.16,3502.18,0.0,0.0
15403,2.0,0.0,1299.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,711.25,711.25,0.0,0.0
15404,1.0,1.0,3133.0,2237.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2237.0,2237.0,0.0,0.0,3133.0,3133.0,0.0,0.0
15405,1.0,0.0,1436.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,1436.0,0.0,0.0
15406,2.0,0.0,318.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.38,154.38,0.0,0.0
15407,1.0,0.0,368.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,368.0,0.0,0.0
15408,2.0,0.0,727.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,358.33,207.05,0.0,0.0
15409,1.0,6.0,7043.0,41053.0,1.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6834.57,818.19,0.0,0.0,7043.0,7043.0,0.0,0.0
15410,4.0,0.0,2211.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,578.81,478.01,0.0,0.0
15411,2.0,1.0,12775.0,49.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,47.01,0.0,0.0,6431.75,4518.26,0.0,0.0
15412,0.0,6.0,0.0,46953.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8740.33,1121.3,0.0,0.0,0.0,0.0,0.0,0.0
15413,2.0,0.0,2697.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1324.87,1324.87,0.0,0.0
15414,0.0,5.0,0.0,634602.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84523.38,80231.16,0.0,0.0,0.0,0.0,0.0,0.0
15415,4.0,0.0,620109.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,161075.46,159642.84,0.0,0.0
15416,1.0,0.0,2420.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,2420.0,0.0,0.0
15417,3.0,3.0,2999.0,428333.0,3.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,142199.34,8163.34,0.0,0.0,888.24,888.24,0.0,0.0
15418,8.0,7.0,53975.0,196212.0,8.0,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25207.98,25205.64,0.0,0.0,7198.51,7198.51,0.0,0.0
15419,4.0,0.0,23860.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5732.63,4973.0,0.0,0.0
15420,3.0,0.0,167563.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61434.92,4796.74,0.0,0.0
15421,1.0,0.0,1740.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,941.21,0.0,0.0
15422,3.0,6.0,20235.0,2980399.0,3.0,6.0,9.0,8.0,1.0,1.0,142.0,908.0,1.0,1.0,2.0,1.0,430623.57,1048.01,19.88,142.0,7259.05,7168.77,44.02,142.0
15423,1.0,1.0,908.0,142.0,1.0,1.0,2.0,1.0,1.0,1.0,908.0,142.0,1.0,1.0,2.0,1.0,142.0,85.86,25.56,142.0,908.0,463.51,56.8,142.0
15424,1.0,0.0,84.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,82.48,0.0,0.0
15425,4.0,0.0,15844.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3428.72,1563.57,0.0,0.0
15426,1.0,0.0,86.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,83.77,0.0,0.0
15427,1.0,1.0,260922.0,26.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,25.26,0.0,0.0,260922.0,5592.06,0.0,0.0
15428,0.0,2.0,0.0,18655.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9758.75,8887.79,0.0,0.0,0.0,0.0,0.0,0.0
15429,0.0,6.0,0.0,61187.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9155.86,9076.55,0.0,0.0,0.0,0.0,0.0,0.0
15430,1.0,0.0,1393.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,1393.0,0.0,0.0
15431,0.0,6.0,0.0,18823.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3319.99,3313.58,0.0,0.0,0.0,0.0,0.0,0.0
15432,10.0,0.0,419717.0,0.0,10.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35542.91,18281.15,0.0,0.0
15433,2.0,0.0,9311.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4748.37,4748.37,0.0,0.0
15434,0.0,1.0,0.0,19565.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19565.0,264.65,0.0,0.0,0.0,0.0,0.0,0.0
15435,1.0,11.0,3718.0,71416.0,1.0,11.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5473.83,5414.42,0.0,0.0,3718.0,1053.88,0.0,0.0
15436,14.0,1.0,104020.0,1163.0,14.0,1.0,15.0,14.0,1.0,1.0,1901.0,1163.0,1.0,1.0,2.0,1.0,1163.0,1163.0,546.61,1163.0,7046.35,4985.23,23.26,1163.0
15437,1.0,0.0,23753.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23753.0,1178.81,0.0,0.0
15438,2.0,0.0,25336.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12910.96,753.97,0.0,0.0
15439,1.0,0.0,123.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,116.41,0.0,0.0
15440,1.0,0.0,1374.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,665.96,0.0,0.0
15441,1.0,1.0,1640.0,362406.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,362406.0,580.37,0.0,0.0,1640.0,944.24,0.0,0.0
15442,0.0,1.0,0.0,31.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.84,0.0,0.0,0.0,0.0,0.0,0.0
15443,0.0,2.0,0.0,23181.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12668.8,1305.5,0.0,0.0,0.0,0.0,0.0,0.0
15444,3.0,12.0,6763.0,173399.0,3.0,12.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21287.15,19753.55,0.0,0.0,2763.48,2763.48,0.0,0.0
15445,0.0,2.0,0.0,418859.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196932.31,593.49,0.0,0.0,0.0,0.0,0.0,0.0
15446,0.0,1.0,0.0,544301.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544301.0,1055.66,0.0,0.0,0.0,0.0,0.0,0.0
15447,0.0,1.0,0.0,15031.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15031.0,851.72,0.0,0.0,0.0,0.0,0.0,0.0
15448,0.0,1.0,0.0,1233.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,652.79,0.0,0.0,0.0,0.0,0.0,0.0
15449,0.0,1.0,0.0,1527.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,724.58,0.0,0.0,0.0,0.0,0.0,0.0
15450,1.0,1.0,341.0,123.0,1.0,1.0,2.0,1.0,1.0,1.0,341.0,123.0,1.0,1.0,2.0,1.0,123.0,123.0,12.3,123.0,341.0,293.04,27.06,123.0
15451,1.0,0.0,112937.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112937.0,1129.1,0.0,0.0
15452,1.0,0.0,195.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,183.56,0.0,0.0
15453,1.0,0.0,14849.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14849.0,1220.94,0.0,0.0
15454,1.0,0.0,29188.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29188.0,1006.72,0.0,0.0
15455,1.0,0.0,6023.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6023.0,1246.38,0.0,0.0
15456,1.0,0.0,5128.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5128.0,1299.91,0.0,0.0
15457,1.0,0.0,957.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,704.32,0.0,0.0
15458,1.0,0.0,2048.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,1144.63,0.0,0.0
15459,0.0,2.0,0.0,2398.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,2398.0,0.0,2.0,3.0,3.0,1240.44,799.54,0.0,0.0,0.0,0.0,0.0,0.0
15460,0.0,1.0,0.0,22215.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22215.0,908.41,0.0,0.0,0.0,0.0,0.0,0.0
15461,0.0,1.0,0.0,60509.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60509.0,820.85,0.0,0.0,0.0,0.0,0.0,0.0
15462,0.0,1.0,0.0,1139.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,596.03,0.0,0.0,0.0,0.0,0.0,0.0
15463,0.0,1.0,0.0,283240.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283240.0,887.72,0.0,0.0,0.0,0.0,0.0,0.0
15464,1.0,1.0,3334.0,2978.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2978.0,954.62,0.0,0.0,3334.0,3334.0,0.0,0.0
15465,0.0,1.0,0.0,3827.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3827.0,923.53,0.0,0.0,0.0,0.0,0.0,0.0
15466,1.0,1.0,882.0,1167.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1167.0,673.73,0.0,0.0,882.0,882.0,0.0,0.0
15467,0.0,1.0,0.0,659.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,424.23,0.0,0.0,0.0,0.0,0.0,0.0
15468,0.0,1.0,0.0,116284.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116284.0,910.41,0.0,0.0,0.0,0.0,0.0,0.0
15469,0.0,4.0,0.0,13183.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2983.12,2983.12,0.0,0.0,0.0,0.0,0.0,0.0
15470,1.0,0.0,32.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0
15471,1.0,2.0,418.0,765.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412.02,373.38,0.0,0.0,418.0,21.0,0.0,0.0
15472,5.0,2.0,24426551.0,1612.0,5.0,2.0,7.0,7.0,2.0,1.0,4397.0,1506.0,2.0,1.0,3.0,3.0,876.0,876.0,828.3,1506.0,4152699.98,4152575.61,45.18,1506.0
15473,0.0,5.0,0.0,31566.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4406.68,4406.68,0.0,0.0,0.0,0.0,0.0,0.0
15474,3.0,0.0,2343.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,723.7,215.8,0.0,0.0
15475,2.0,0.0,3446.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1605.32,1605.32,0.0,0.0
15476,2.0,0.0,24046.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12735.44,12735.44,0.0,0.0
15477,2.0,0.0,4114.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2167.72,1251.61,0.0,0.0
15478,1.0,6.0,8922.0,44265.0,1.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6563.28,6563.28,0.0,0.0,8922.0,8922.0,0.0,0.0
15479,2.0,0.0,42324.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21824.2,5420.34,0.0,0.0
15480,1.0,0.0,1851.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.0,1851.0,0.0,0.0
15481,4.0,0.0,9015.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2432.93,2432.93,0.0,0.0
15482,36.0,0.0,296638.0,0.0,36.0,0.0,37.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7840.24,5692.3,0.0,0.0
15483,5.0,5.0,20747.0,2356.0,5.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,507.88,507.88,0.0,0.0,4731.17,4731.17,0.0,0.0
15484,11.0,0.0,749518.0,0.0,11.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110918.98,1223.52,0.0,0.0
15485,4.0,0.0,30934.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7534.44,828.79,0.0,0.0
15486,2.0,0.0,1759.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,832.01,365.13,0.0,0.0
