in_degree,out_degree,in_strength_total,out_strength_total,in_strength_count,out_strength_count,clustering_coefficient,cluster
10,21,749745.0,117237.0,653,259,0.0,0
7,7,24419.0,712787.0,14,348,0.030303030303030304,0
7,17,25699.0,1520804.0,22,1034,0.042105263157894736,0
8,11,142568.0,1691177.0,74,781,0.0,0
15,18,7743584.0,4558807.0,8141,2371,0.0,0
7,3,56105.0,48773.0,188,65,0.10714285714285714,0
7,12,27681.0,799589.0,25,709,0.0,0
8,16,252560.0,962895.0,76,742,0.0915032679738562,0
10,19,6060404.0,2665521.0,3714,908,0.07671957671957672,0
14,27,276961.0,2221067.0,2298,1830,0.0049261083743842365,0
9,19,33521.0,1102986.0,30,827,0.016666666666666666,0
6,15,458503.0,423500.0,26,402,0.0,0
12,16,697929.0,871521.0,1936,1048,0.0,0
9,10,23371.0,1610647.0,46,1185,0.02857142857142857,0
7,3,13974.0,529104.0,35,965,0.0,0
9,9,456647.0,697974.0,1245,317,0.0989010989010989,0
9,25,1305009.0,4706083.0,411,1450,0.0,0
5,15,8952.0,665455.0,20,930,0.03333333333333333,0
9,18,211759.0,3568555.0,346,909,0.0,0
15,25,3399541.0,1663254.0,1249,1732,0.018518518518518517,0
5,7,264575.0,746253.0,46,728,0.0,0
12,10,120273.0,423153.0,65,459,0.03676470588235294,0
7,11,158897.0,1673222.0,22,1058,0.0,0
10,16,165738.0,1220771.0,101,995,0.030303030303030304,0
6,18,80699.0,630463.0,54,803,0.0,0
6,5,490859.0,782713.0,475,401,0.0,0
6,12,33245.0,436459.0,26,802,0.04395604395604396,0
16,22,1310912.0,3361868.0,1528,1779,0.09401709401709402,0
14,19,4055631.0,792205.0,3735,1137,0.007905138339920948,0
7,21,23814153.0,5332126.0,233,622,0.0,4
9,5,23490.0,720828.0,19,217,0.03636363636363636,0
9,10,309523.0,216249.0,362,963,0.0761904761904762,0
5,12,214305.0,2566231.0,102,2372,0.02857142857142857,0
12,20,130775.0,2278762.0,93,2350,0.046798029556650245,0
8,28,64372.0,1132584.0,16,865,0.029556650246305417,0
6,10,86178.0,770075.0,47,590,0.0,0
11,16,1640312.0,1052116.0,455,1397,0.0,0
12,22,275626.0,3146310.0,107,2508,0.04367816091954023,0
5,15,44428.0,914597.0,70,478,0.0,0
15,18,3554487.0,1204678.0,1096,896,0.023333333333333334,0
5,4,532838.0,169441.0,57,149,0.047619047619047616,0
11,20,63083.0,1392350.0,226,1036,0.0033333333333333335,0
15,12,1197167.0,5189704.0,811,1855,0.0,0
5,20,41024.0,211058.0,11,128,0.0,0
8,17,90621.0,3997575.0,38,1125,0.04285714285714286,0
7,6,4771999.0,1538181.0,179,192,0.07272727272727272,0
9,14,65950.0,1770272.0,72,768,0.0,0
10,7,65081.0,2395410.0,94,406,0.0761904761904762,0
11,26,90626.0,1622565.0,41,1080,0.034482758620689655,0
5,13,311615.0,2034916.0,207,1221,0.02197802197802198,0
7,7,219683.0,441652.0,146,179,0.038461538461538464,0
7,9,49111.0,2481385.0,145,961,0.06060606060606061,0
6,16,12223.0,248559.0,30,274,0.017543859649122806,0
5,12,63671.0,269929.0,105,269,0.041666666666666664,0
6,6,264517.0,152811.0,231,144,0.16363636363636364,0
7,26,169451.0,2534792.0,95,2404,0.04497354497354497,0
2,10,142174.0,258572.0,185,540,0.0,0
10,17,212195.0,506086.0,106,903,0.0,0
7,7,37260.0,960880.0,27,207,0.10606060606060606,0
5,8,52735.0,490693.0,99,861,0.01818181818181818,0
13,20,3050330.0,1399709.0,2254,1249,0.03557312252964427,0
4,14,35720.0,448520.0,28,593,0.0,0
3,13,9913.0,395634.0,9,731,0.04395604395604396,0
9,11,132767.0,2292872.0,117,2430,0.08088235294117647,0
10,18,215498.0,1415685.0,227,788,0.06324110671936758,0
8,17,61251.0,1629640.0,30,1037,0.0,0
12,10,26892.0,482276.0,25,578,0.0,0
7,25,40223.0,242192.0,62,928,0.018518518518518517,0
9,20,2265334.0,2992360.0,1350,1452,0.0,0
3,7,1488753.0,193022.0,100,203,0.0,0
10,11,45593.0,1665920.0,70,1058,0.0,0
7,18,4274238.0,1540411.0,407,1281,0.0,0
7,23,131738.0,460005.0,50,456,0.018518518518518517,0
13,22,489488.0,8279074.0,392,5603,0.03985507246376811,0
12,23,93600.0,1192527.0,71,1088,0.0,0
12,20,297892.0,705572.0,385,354,0.009852216748768473,0
17,17,1872729.0,2613850.0,1939,1609,0.0,0
7,16,32816.0,1735657.0,18,875,0.0,0
4,13,179607.0,282439.0,52,761,0.0,0
14,12,1492400.0,2195227.0,2283,418,0.014285714285714285,0
4,6,113042.0,1141302.0,446,281,0.027777777777777776,0
9,12,1508304.0,828547.0,1062,946,0.10989010989010989,0
10,18,130716.0,1311842.0,106,649,0.043333333333333335,0
10,9,134952.0,1004930.0,278,523,0.03296703296703297,0
4,11,64637.0,1714613.0,84,846,0.05128205128205128,0
16,17,1269545.0,2395305.0,1009,1565,0.0,0
6,14,13171.0,1643491.0,24,1379,0.058333333333333334,0
7,6,221477.0,871848.0,124,311,0.17777777777777778,0
15,32,139610.0,2146686.0,55,1468,0.0,0
9,17,167479.0,2542162.0,80,614,0.008658008658008658,0
12,17,104508.0,1973164.0,76,1975,0.07894736842105263,0
9,11,38095.0,345112.0,178,529,0.06432748538011696,0
7,11,309122.0,1950346.0,46,616,0.02197802197802198,0
8,18,216970.0,2701092.0,286,2793,0.02857142857142857,0
10,14,35806.0,438086.0,178,791,0.0,0
9,21,57856.0,496667.0,94,960,0.050724637681159424,0
3,15,29383.0,4696593.0,6,402,0.0380952380952381,0
9,20,101045.0,177466.0,258,464,0.03557312252964427,0
10,30,7461.0,770137.0,50,1367,0.010080645161290322,0
10,20,133398.0,2814071.0,128,2133,0.021538461538461538,0
7,21,24453.0,575730.0,26,955,0.023809523809523808,0
7,5,1536139.0,663839.0,2586,244,0.0,0
5,11,39354.0,563132.0,34,403,0.0,0
6,13,314179.0,2337499.0,134,1347,0.0380952380952381,0
5,12,79529.0,1328356.0,87,891,0.0,0
13,15,354145.0,942659.0,621,851,0.023715415019762844,0
6,13,2034433.0,4689496.0,1966,890,0.014705882352941176,0
3,9,3378614.0,1448135.0,72,964,0.0,0
9,17,50634.0,3794822.0,37,2523,0.036231884057971016,0
5,19,8373835.0,2550523.0,178,1479,0.0,0
10,15,50388.0,412669.0,37,628,0.0,0
7,11,64469.0,538126.0,326,482,0.03296703296703297,0
10,28,1403963.0,2742048.0,779,1769,0.024955436720142603,0
9,8,150613.0,3477145.0,39,350,0.04395604395604396,0
2,14,20758.0,638742.0,21,375,0.0,0
13,15,3965034.0,1214194.0,3016,1036,0.011695906432748537,0
7,17,27284.0,950256.0,48,1571,0.021052631578947368,0
7,18,2502831.0,4220720.0,344,1081,0.015789473684210527,0
9,11,926775.0,7833942.0,413,356,0.08333333333333333,0
6,10,72860.0,3051369.0,30,825,0.0,0
12,26,240033.0,3052992.0,310,1041,0.05057471264367816,0
9,14,153560.0,2782264.0,24,766,0.031578947368421054,0
7,22,60164.0,2410347.0,84,1777,0.006153846153846154,0
8,17,150406.0,907962.0,220,803,0.0,0
4,15,173803.0,1803260.0,27,843,0.029411764705882353,0
9,19,182222.0,2098497.0,116,1448,0.02857142857142857,0
16,24,2156213.0,1641916.0,509,1308,0.009195402298850575,0
8,14,70138.0,1031113.0,27,603,0.03333333333333333,0
7,13,9444.0,125851.0,16,101,0.0,0
3,15,48321.0,5701357.0,24,795,0.0380952380952381,0
5,17,368588.0,415740.0,105,554,0.0,0
9,20,123169.0,1393428.0,462,1507,0.007905138339920948,0
6,11,2679961.0,1302328.0,1406,629,0.0,0
10,20,500486.0,2477007.0,642,1307,0.025362318840579712,0
13,11,329132.0,439420.0,120,339,0.08225108225108226,0
11,19,247065.0,2330836.0,324,765,0.09057971014492754,0
5,16,129460.0,1369033.0,384,626,0.022058823529411766,0
7,30,135884.0,1481242.0,44,1804,0.04946236559139785,0
6,24,26238.0,2385300.0,16,1204,0.037037037037037035,0
16,28,174313.0,1093726.0,179,1570,0.0,0
5,7,97859.0,2253832.0,75,1736,0.0,0
10,11,62832.0,994788.0,73,653,0.032679738562091505,0
4,8,115179.0,1045609.0,157,515,0.07142857142857142,0
12,18,2194362.0,1573168.0,1607,983,0.014285714285714285,0
9,26,115214.0,1114140.0,54,673,0.0,0
11,30,182903.0,3322320.0,89,1170,0.020833333333333332,0
8,13,609059.0,300019.0,689,731,0.0,0
15,29,756051.0,4826524.0,342,2037,0.03787878787878788,0
6,11,179266.0,1530172.0,110,641,0.0,0
9,7,236743.0,1569339.0,661,533,0.01098901098901099,0
4,13,47859.0,2391302.0,63,707,0.0,0
7,17,2323002.0,3314649.0,1488,1582,0.0,0
10,18,356959.0,944691.0,79,876,0.0,0
5,11,311364.0,833938.0,82,2026,0.0,0
7,3,22584.0,2482456.0,30,447,0.0,0
3,9,3489.0,483591.0,6,313,0.0,0
15,19,1955041.0,1983217.0,366,1035,0.0,0
9,19,28151.0,266665.0,13,480,0.0,0
12,18,502180.0,1361546.0,190,994,0.015384615384615385,0
7,14,440636.0,3685198.0,415,1228,0.13333333333333333,0
2,5,30171.0,7752329.0,4,305,0.0,0
6,5,6067415.0,1781141.0,1198,553,0.0,0
10,15,176726.0,1870319.0,161,1088,0.05263157894736842,0
10,22,29837.0,1109574.0,45,1452,0.055384615384615386,0
7,14,76843.0,1835341.0,67,1755,0.058823529411764705,0
8,21,3153555.0,3918602.0,235,1472,0.05533596837944664,0
6,14,14835.0,1615603.0,32,2117,0.0,0
10,13,47128.0,1887042.0,26,470,0.0,0
6,11,102973.0,187382.0,35,649,0.0,0
12,24,163977.0,2165081.0,95,829,0.0022988505747126436,0
5,6,328045.0,833867.0,30,362,0.17777777777777778,0
6,9,124961.0,392420.0,75,293,0.10606060606060606,0
8,16,2878395.0,3133396.0,168,827,0.0,0
4,13,16925.0,1891805.0,6,284,0.016666666666666666,0
11,19,3986797.0,2248005.0,1542,728,0.04,0
4,17,177526.0,258852.0,30,219,0.0,0
12,17,212881.0,4364195.0,42,727,0.021538461538461538,0
9,21,747044.0,5442042.0,1051,2770,0.006153846153846154,0
9,17,53257.0,900747.0,51,1167,0.0,0
11,21,541841.0,5246817.0,669,1241,0.012307692307692308,0
7,22,117063.0,1255338.0,60,1142,0.021538461538461538,0
8,20,117168.0,2045564.0,44,946,0.021645021645021644,0
10,17,284270.0,1470774.0,444,747,0.02766798418972332,0
11,7,306222.0,3780808.0,267,1402,0.01904761904761905,0
9,22,42326.0,715997.0,63,514,0.011396011396011397,0
9,16,2090726.0,2126964.0,1860,1361,0.0,0
8,16,267829.0,638078.0,273,698,0.0,0
7,12,68115.0,1791397.0,309,801,0.01904761904761905,0
6,10,47966.0,649958.0,26,229,0.02197802197802198,0
8,14,869389.0,590728.0,582,577,0.0,0
10,7,4370488.0,570046.0,2628,836,0.0,0
2,10,20944.0,1669372.0,3,269,0.0,0
9,27,2092016.0,1748074.0,3969,1049,0.01839080459770115,0
8,23,859825.0,1958466.0,882,1174,0.03076923076923077,0
8,15,439033.0,814059.0,2021,737,0.0,0
6,26,72813.0,160996.0,10,107,0.0,0
5,3,11582.0,85956.0,9,152,0.0,0
14,23,3378168.0,1253902.0,2392,1459,0.053763440860215055,0
12,13,5051622.0,1592964.0,2961,534,0.0,0
3,5,7005.0,198467.0,6,250,0.0,0
7,14,3289181.0,1871265.0,284,1061,0.0,0
13,25,1885222.0,532860.0,1291,1209,0.0,0
6,23,117926.0,1915101.0,146,1584,0.06159420289855073,0
8,11,3605664.0,3484853.0,1870,2867,0.07692307692307693,0
3,6,36172.0,178010.0,4,318,0.0,0
7,18,56855.0,1570091.0,29,1228,0.0,0
9,19,2047686.0,12943004.0,512,1242,0.004761904761904762,0
12,19,197051.0,930852.0,325,790,0.03333333333333333,0
6,10,64756.0,729945.0,114,341,0.0,0
8,14,28588.0,760839.0,24,746,0.04411764705882353,0
5,5,9252605.0,12808578.0,434,659,0.0,0
5,2,21195.0,198466.0,34,73,0.13333333333333333,0
8,23,114487.0,564819.0,20,252,0.018461538461538463,0
10,14,515569.0,2978128.0,376,500,0.0,0
6,12,1175005.0,1819344.0,327,765,0.0,0
10,20,817875.0,1802270.0,888,1821,0.0,0
7,16,3515388.0,968987.0,2056,557,0.0,0
16,31,1648903.0,3346505.0,815,2021,0.03048780487804878,0
5,13,6074424.0,3039077.0,212,1199,0.0,0
4,7,789893.0,665602.0,131,735,0.0,0
6,13,58388.0,852860.0,20,570,0.03676470588235294,0
8,17,16460.0,855464.0,16,543,0.0,0
10,15,113291.0,823491.0,67,898,0.0,0
3,12,2034289.0,853184.0,220,2539,0.03296703296703297,0
6,12,172946.0,430626.0,232,550,0.02564102564102564,0
11,22,7221461.0,5896310.0,1304,1590,0.0,0
7,15,1070445.0,546107.0,101,868,0.0,0
8,14,1280677.0,1946026.0,383,1202,0.058333333333333334,0
6,19,21712.0,1344245.0,42,1156,0.0,0
4,10,6141.0,1913694.0,16,761,0.09090909090909091,0
12,15,424573.0,2802117.0,1275,1631,0.0,0
13,29,1035908.0,3134340.0,137,1404,0.058823529411764705,0
6,14,355156.0,423534.0,499,405,0.014705882352941176,0
5,16,254439.0,626073.0,32,574,0.0,0
10,15,2118856.0,6717811.0,647,529,0.004761904761904762,0
6,17,150298.0,2701412.0,23,473,0.07142857142857142,0
6,10,34374.0,1682742.0,16,381,0.12380952380952381,0
14,24,7109608.0,2081150.0,4924,1507,0.03694581280788178,0
4,8,1799796.0,4703939.0,153,495,0.0,0
8,15,64094.0,1385276.0,43,926,0.031578947368421054,0
4,12,480051.0,569595.0,90,581,0.0,0
15,20,805469.0,451703.0,1381,640,0.042735042735042736,0
5,11,19766.0,775465.0,33,545,0.02197802197802198,0
5,10,113141.0,91226.0,60,1327,0.015151515151515152,0
5,10,201204.0,3515610.0,235,1333,0.0,0
1,3,220947.0,523914.0,51,435,0.0,0
6,18,24465.0,1178191.0,16,1062,0.05194805194805195,0
4,18,8628.0,399010.0,9,500,0.0,0
10,24,12274.0,1068748.0,34,1042,0.005698005698005698,0
10,18,92021.0,1055238.0,74,487,0.0,0
7,14,1215090.0,1074824.0,545,668,0.0,0
2,25,49633.0,257243.0,13,460,0.033846153846153845,0
5,12,138805.0,758994.0,30,507,0.0,0
8,16,230853.0,1096254.0,276,325,0.017316017316017316,0
16,15,171223.0,756149.0,384,486,0.07971014492753623,0
4,9,227429.0,313010.0,19,70,0.015151515151515152,0
11,23,130015.0,1638526.0,31,1026,0.0,0
2,12,134423.0,3578150.0,90,536,0.015151515151515152,0
9,9,365970.0,206995.0,826,296,0.01098901098901099,0
12,23,125432.0,1011544.0,251,1321,0.014778325123152709,0
6,15,82794.0,834355.0,73,932,0.0,0
6,18,23017.0,1683443.0,13,859,0.0,0
4,11,38809.0,83591.0,122,179,0.0,0
6,8,672504.0,1299136.0,82,692,0.0,0
7,10,40295.0,351343.0,36,461,0.0,0
9,25,23447.0,945705.0,29,1101,0.0,0
14,29,4612872.0,4142545.0,2344,1616,0.007575757575757576,0
4,5,555525.0,2831930.0,85,399,0.0,0
10,10,90125.0,392667.0,60,307,0.0,0
10,23,120718.0,1088432.0,33,872,0.0,0
2,14,45285.0,712316.0,34,697,0.0,0
4,9,33116.0,570051.0,12,369,0.0,0
5,10,906008.0,982565.0,802,744,0.09090909090909091,0
8,16,1124599.0,2379359.0,309,2044,0.08947368421052632,0
11,28,6987743.0,2292853.0,9141,1328,0.0,0
10,23,472094.0,2881964.0,305,1294,0.0,0
4,12,38280.0,203469.0,14,377,0.0,0
6,10,214971.0,400275.0,83,793,0.0,0
6,16,20223.0,803164.0,18,832,0.0,0
10,15,194336.0,1062398.0,373,830,0.02631578947368421,0
5,15,44657.0,1012790.0,76,264,0.016666666666666666,0
5,13,4533819.0,2891942.0,242,1802,0.05,0
13,27,1407174.0,2326832.0,1153,1379,0.008403361344537815,0
6,12,97381.0,2517218.0,120,877,0.0,0
12,24,145831.0,1433700.0,154,2856,0.009195402298850575,0
8,14,22290.0,768023.0,32,644,0.0,0
10,26,462053.0,2745002.0,38,740,0.0024630541871921183,0
8,7,4346.0,2193743.0,10,986,0.07692307692307693,0
5,13,438435.0,1038516.0,58,451,0.058333333333333334,0
11,15,84320.0,336746.0,49,442,0.0,0
9,26,40456.0,918508.0,36,895,0.02528735632183908,0
5,17,1338689.0,583782.0,926,1680,0.0,0
7,18,51891.0,1171192.0,116,2028,0.030303030303030304,0
7,13,27623.0,582004.0,58,334,0.0457516339869281,0
8,26,185850.0,2806156.0,53,1550,0.023809523809523808,0
6,17,82826.0,954980.0,44,571,0.0784313725490196,0
5,22,99237.0,1355673.0,42,522,0.021739130434782608,0
12,19,366825.0,1019389.0,273,771,0.03418803418803419,0
6,13,1837.0,731892.0,8,155,0.014705882352941176,0
10,18,692712.0,1635155.0,125,422,0.04923076923076923,0
13,12,55867.0,453778.0,156,158,0.04329004329004329,0
5,15,88267.0,1253780.0,24,1333,0.0,0
9,7,9129.0,463885.0,51,292,0.06593406593406594,0
8,12,217116.0,1285854.0,53,803,0.0,0
6,9,164448.0,694335.0,333,442,0.0,0
5,21,89095.0,793964.0,118,660,0.03666666666666667,0
6,10,21242.0,3146685.0,12,610,0.03296703296703297,0
6,22,3731.0,1323885.0,7,889,0.025974025974025976,0
13,16,1183990.0,10604157.0,167,1756,0.03463203463203463,0
6,10,171639.0,1896059.0,344,379,0.08974358974358974,0
7,13,57848.0,451299.0,13,289,0.0196078431372549,0
6,18,9318.0,725803.0,7,808,0.014285714285714285,0
7,13,83163.0,546277.0,25,446,0.05714285714285714,0
6,11,80500.0,444545.0,225,632,0.030303030303030304,0
5,15,41608.0,1300693.0,16,673,0.05228758169934641,0
5,15,63185.0,221465.0,44,805,0.0,0
9,7,98909.0,410220.0,223,499,0.0,0
7,13,206034.0,564167.0,105,769,0.0,0
8,16,29838565.0,1677767.0,311,1184,0.026143790849673203,4
19,20,1504360.0,1835755.0,1357,2002,0.0,0
10,17,1708661.0,289148.0,1462,412,0.0,0
7,19,436489.0,1150102.0,509,643,0.0,0
12,17,1026761.0,3452003.0,795,1076,0.004329004329004329,0
10,22,2132570.0,1580040.0,1572,1479,0.0,0
9,12,206524.0,4765235.0,72,1008,0.0,0
7,20,129357.0,591760.0,470,709,0.008658008658008658,0
9,15,113666.0,3201784.0,28,758,0.0,0
4,19,263703.0,310072.0,47,1027,0.021052631578947368,0
12,31,609202.0,4305405.0,2301,2542,0.0,0
10,20,1439183.0,1684334.0,1142,1984,0.006666666666666667,0
10,18,1261376.0,561722.0,1032,162,0.004329004329004329,0
16,23,1533819.0,4990502.0,3653,1758,0.06896551724137931,0
10,18,265284.0,1224321.0,77,1403,0.006666666666666667,0
5,11,67689.0,1638512.0,45,292,0.0,0
2,13,10653.0,511197.0,18,445,0.06593406593406594,0
7,19,27774.0,1539433.0,188,708,0.021645021645021644,0
7,25,160099.0,2786725.0,41,1236,0.034482758620689655,0
3,11,38362.0,553531.0,45,1248,0.0,0
3,9,46273.0,1658494.0,149,453,0.06666666666666667,0
5,9,30002.0,29797.0,10,75,0.0,0
11,23,1188368.0,5178299.0,1040,1570,0.021538461538461538,0
8,8,64110.0,534074.0,14,384,0.0,0
5,12,247046.0,287420.0,86,584,0.0,0
18,32,149107.0,2364253.0,73,1969,0.0,0
6,12,13196.0,361925.0,31,414,0.0,0
11,5,481518.0,1965985.0,118,538,0.030303030303030304,0
8,16,121983.0,1180576.0,85,716,0.025974025974025976,0
6,15,42476.0,1216840.0,66,685,0.026143790849673203,0
6,23,26725.0,738940.0,22,885,0.01,0
12,18,293982.0,4000320.0,106,1844,0.0,0
4,7,1222432.0,1788196.0,41,463,0.0,0
9,11,162562.0,1345876.0,35,1160,0.075,0
10,27,199497.0,734816.0,47,925,0.02528735632183908,0
12,14,4908048.0,731344.0,4753,1098,0.0,0
5,18,16460.0,1083646.0,10,1345,0.0,0
13,19,1799463.0,2930547.0,119,742,0.034482758620689655,0
7,13,32770.0,2032650.0,26,861,0.08823529411764706,0
7,12,77575.0,295749.0,321,685,0.0,0
9,14,131623.0,865512.0,436,741,0.058333333333333334,0
4,4,264028.0,94456.0,510,259,0.0,0
7,9,82034.0,2483915.0,24,704,0.0,0
8,14,151495.0,1218185.0,49,965,0.0,0
7,15,2097789.0,1746362.0,140,1548,0.0,0
13,18,596093.0,3192774.0,169,755,0.07936507936507936,0
4,4,86348.0,221525.0,43,352,0.0,0
11,13,60642.0,1624989.0,43,890,0.0,0
6,6,32464.0,450503.0,74,372,0.0,0
9,17,11996.0,472827.0,15,553,0.0,0
11,36,145756.0,3016488.0,76,1560,0.00641025641025641,0
5,9,36173.0,2174743.0,146,394,0.05454545454545454,0
10,23,627819.0,2384680.0,1415,1630,0.021538461538461538,0
4,8,52518.0,702347.0,29,749,0.0,0
6,8,173585.0,1022371.0,41,578,0.0,0
9,9,22183.0,367493.0,258,370,0.05128205128205128,0
11,14,500781.0,2221895.0,222,1045,0.0,0
5,7,51711.0,954845.0,25,644,0.0,0
11,7,151689.0,718575.0,132,221,0.03333333333333333,0
11,16,68215.0,752470.0,45,326,0.028985507246376812,0
8,8,265028.0,1807845.0,81,344,0.02197802197802198,0
6,16,161389.0,649585.0,134,1337,0.0,0
8,14,1252609.0,5967351.0,82,1221,0.0,0
7,16,121745.0,1520615.0,67,1139,0.0457516339869281,0
12,19,210211.0,1783048.0,228,1459,0.0,0
6,7,541577.0,433145.0,142,362,0.0,0
8,14,2187511.0,211453.0,904,246,0.010526315789473684,0
7,19,7593724.0,2486121.0,194,1286,0.0,0
8,13,2107257.0,4077837.0,487,1404,0.0,0
16,21,768961.0,2318394.0,633,2660,0.03940886699507389,0
5,25,154109.0,1149604.0,42,1260,0.022792022792022793,0
8,23,106198.0,2288751.0,103,742,0.017094017094017096,0
5,16,419194.0,3004799.0,75,1142,0.03676470588235294,0
6,16,775547.0,2991739.0,206,1528,0.04678362573099415,0
14,11,48660.0,490835.0,150,576,0.017543859649122806,0
6,18,65529.0,285955.0,48,397,0.03684210526315789,0
10,18,182439.0,3594723.0,225,762,0.04743083003952569,0
6,15,172154.0,919040.0,88,735,0.0,0
4,11,1054.0,2176694.0,7,364,0.0,0
16,22,1536309.0,2274306.0,328,840,0.012315270935960592,0
3,5,31955.0,1086730.0,128,443,0.3,0
4,12,186452.0,1092434.0,54,474,0.05714285714285714,0
13,22,1095080.0,3003101.0,374,1844,0.023715415019762844,0
7,8,125819.0,961569.0,57,435,0.09090909090909091,0
6,18,212330.0,765318.0,300,1779,0.0392156862745098,0
11,35,211192.0,993534.0,64,674,0.005398110661268556,0
11,25,2839402.0,751795.0,758,444,0.0,0
13,13,232729.0,3179237.0,543,1022,0.026143790849673203,0
6,11,29232.0,1295924.0,22,713,0.0641025641025641,0
8,20,225577.0,801097.0,325,748,0.0,0
12,24,1418172.0,3325233.0,356,1904,0.009230769230769232,0
5,17,103129.0,3112100.0,85,726,0.0,0
5,13,19928.0,362516.0,50,657,0.009523809523809525,0
12,28,862572.0,837109.0,1494,621,0.0,0
5,16,20234.0,1343928.0,8,324,0.029239766081871343,0
14,26,868095.0,3730509.0,954,1556,0.021505376344086023,0
5,17,50940.0,1137464.0,267,849,0.029239766081871343,0
10,17,2502872.0,2966994.0,1558,2216,0.047619047619047616,0
9,24,105070.0,421847.0,77,472,0.031746031746031744,0
6,5,46390.0,125005.0,178,236,0.0,0
10,13,5142616.0,1607682.0,775,774,0.011695906432748537,0
10,18,634960.0,1107172.0,133,1222,0.0,0
8,9,40829.0,103217.0,87,184,0.0,0
14,26,1209549.0,2713275.0,2167,860,0.0,0
11,18,4836002.0,1810172.0,5443,1158,0.04710144927536232,0
6,17,28225.0,878866.0,26,964,0.007352941176470588,0
6,9,526520.0,756393.0,74,397,0.0,0
9,28,1482384.0,3784398.0,3850,2062,0.047311827956989246,0
7,12,3498650.0,663080.0,224,232,0.0,0
5,8,754120.0,1567360.0,219,670,0.03636363636363636,0
11,14,102861.0,2592764.0,120,2301,0.02766798418972332,0
4,11,10085.0,323287.0,5,136,0.01098901098901099,0
9,15,553195.0,331939.0,422,334,0.0,0
6,15,15928.0,3315316.0,11,1063,0.03508771929824561,0
5,16,8056203.0,1307602.0,115,437,0.0,0
2,9,8433.0,364983.0,11,308,0.05555555555555555,0
11,26,1050323.0,1912163.0,2458,1463,0.0,0
3,10,18948.0,1774905.0,9,436,0.030303030303030304,0
11,12,130812.0,431910.0,425,593,0.014705882352941176,0
5,10,667831.0,1610100.0,72,453,0.05454545454545454,0
7,18,938037.0,1510270.0,109,1414,0.025974025974025976,0
10,24,170750.0,3301112.0,751,2078,0.01839080459770115,0
9,16,64789.0,781162.0,41,808,0.0,0
14,24,557605.0,3466250.0,230,2800,0.002150537634408602,0
13,16,1080943.0,4719396.0,433,1508,0.004761904761904762,0
9,20,5537842.0,1627890.0,4537,1003,0.0,0
6,12,546145.0,295793.0,54,655,0.01904761904761905,0
9,17,160031.0,2042723.0,109,872,0.006535947712418301,0
9,14,6399047.0,5914931.0,215,1229,0.0,0
8,15,60051.0,2081670.0,26,785,0.0,0
6,10,207496.0,2581692.0,181,760,0.0,0
5,16,239899.0,759772.0,35,928,0.029411764705882353,0
8,20,2121359.0,2890914.0,2842,1360,0.03985507246376811,0
9,15,108054.0,289055.0,177,243,0.005847953216374269,0
12,26,461968.0,3392889.0,102,1531,0.0,0
4,12,259623.0,569099.0,48,1133,0.0,0
12,12,1086210.0,3893659.0,426,817,0.014285714285714285,0
9,16,806872.0,583894.0,146,610,0.0,0
9,16,186382.0,3777296.0,34,573,0.04678362573099415,0
6,19,41092.0,900463.0,44,724,0.0,0
8,11,1131131.0,2365732.0,467,1341,0.02857142857142857,0
9,19,72213.0,3115127.0,79,2632,0.02631578947368421,0
9,13,797824.0,728739.0,107,759,0.0,0
3,14,9840.0,317108.0,9,329,0.0,0
6,16,274119.0,1205977.0,87,749,0.0,0
7,20,281021.0,1430536.0,174,836,0.03985507246376811,0
8,13,810133.0,5025805.0,231,913,0.0,0
6,17,53845.0,122995.0,76,589,0.006535947712418301,0
11,22,568623.0,1827091.0,71,902,0.015384615384615385,0
5,7,54168.0,450294.0,8,327,0.05454545454545454,0
9,11,1004041.0,1260095.0,1493,905,0.0989010989010989,0
8,3,12992.0,282194.0,60,213,0.14285714285714285,0
13,12,142514.0,5229530.0,22,956,0.01904761904761905,0
6,15,169096.0,1610454.0,52,1205,0.0,0
10,17,138263.0,916221.0,196,1272,0.0,0
4,15,10966.0,1372256.0,22,1160,0.03333333333333333,0
9,25,108977.0,1692713.0,44,842,0.014245014245014245,0
11,16,141190.0,1092807.0,90,765,0.010869565217391304,0
10,16,387775.0,173474.0,41,283,0.0,0
8,27,168343.0,4930399.0,23,1938,0.08465608465608465,0
5,18,1668416.0,971861.0,141,917,0.06842105263157895,0
3,5,110253.0,520007.0,26,231,0.1,0
6,15,64903.0,1144216.0,113,1280,0.0,0
6,19,18319.0,1543334.0,20,1103,0.0,0
14,21,763435.0,3293777.0,2639,1324,0.006153846153846154,0
6,20,88027.0,183799.0,38,459,0.004329004329004329,0
14,22,3236894.0,992094.0,1021,1166,0.04233870967741935,0
7,9,186962.0,1365629.0,28,481,0.0,0
6,9,83636.0,1500528.0,86,1038,0.0,0
11,18,706598.0,1311161.0,204,454,0.030303030303030304,0
10,20,157872.0,1391999.0,296,643,0.036231884057971016,0
9,12,445742.0,2610784.0,104,1212,0.009523809523809525,0
4,13,47837.0,2808993.0,14,934,0.0,0
4,4,34159.0,124825.0,18,105,0.14285714285714285,0
6,11,101577.0,1798565.0,40,952,0.0,0
11,15,312482.0,979295.0,722,966,0.0,0
6,27,465238.0,2578519.0,381,1166,0.010582010582010581,0
14,20,153919.0,267075.0,58,446,0.0,0
