,source,target,Total,Count
63349,1581206,103128,4500,8
63350,1235368,210735,50000,2
63351,1021670,42518,74235,2
63352,107056,42518,93,1
63353,155992,42518,8500,3
63354,155992,1008297,1061,5
63355,144169,42518,170000,5
63356,144169,144172,925000,1
63357,81589,36264,912,1
63358,81589,81596,302000,27
63359,397145,1000,1700,1
63360,890528,18371,1667,1
63361,890528,44366,3547,5
63362,47524,13964,735,1
63363,888658,13964,4750,1
63364,1240690,13964,899,1
63365,1496675,13964,370,2
63366,49241,13964,21021,3
63367,49241,20975,1310,2
63368,198661,13964,617,6
63369,1291023,13964,635,4
63370,696221,13964,1430,22
63371,696221,8442,12683,16
63372,1427772,20975,308,1
63373,1169620,20975,374,1
63374,1341276,20975,621,1
63375,239906,20975,55,1
63376,1367497,20975,66,1
63377,1495874,20975,28,1
63378,1223557,20975,467,2
63379,1084393,20975,17,1
63380,203541,70628,439,2
63381,94534,70628,329,7
63382,94534,68758,178,1
63383,156097,70628,596,1
63384,156097,1488055,32140,16
63385,156097,92362,289,1
63386,63824,70628,536,1
63387,63824,59307,10769,1
63388,63824,19292,472,7
63389,68758,13407,2685,10
63390,38693,92362,676,4
63391,38693,611565,205,2
63392,38693,257104,513,2
63393,57115,57122,116,1
63394,5143,950756,26495,28
63395,5143,593201,977,6
63396,5143,1438119,26500,22
63397,5143,237989,48,1
63398,5143,237927,1989,1
63399,927729,5143,1599,1
63400,824976,5143,750,1
63401,1438119,5143,13344,2
63402,1438119,671340,5,1
63403,237927,5143,7689,10
63404,670962,14969,532,2
63405,24510,26605,3194,5
63406,749422,26605,38115,1
63407,670953,670962,659,2
63408,16122,85980,1730,1
63409,268180,16122,66,1
63410,1342186,16122,3185,1
63411,216,169668,1034,1
63412,216,516527,5876,7
63413,216,520077,44313,23
63414,216,865602,287,1
63415,216,865547,568,3
63416,216,865562,5308,1
63417,1095176,216,1905,3
63418,26242,216,7142,4
63419,1010105,216,1492,2
63420,1288488,216,32700,14
63421,1288488,223567,24104,7
63422,865547,216,46032,21
63423,16627,4661,927,10
63424,16627,273646,36,1
63425,16627,273647,205492,17
63426,16627,48854,670,1
63427,16627,25698,12002,1
63428,16627,273660,5127240,328
63429,38658,6575,5643,1
63430,369019,4796,375,1
63431,1600681,4796,1850,5
63432,29027,159311,317,1
63433,29027,309947,371,1
63434,416452,42502,91,1
63435,14666,60771,1553,15
63436,14666,416452,4220,2
63437,97217,60771,86,1
63438,97217,10883,201,2
63439,209035,208985,23617,21
63440,209035,21852,186063,208
63441,209035,208994,139,1
63442,209035,21147,492,1
63443,21852,209035,917,3
63444,477736,34206,31,1
63445,49435,60561,1865774,46
63446,49435,19119,28049,3
63447,49435,107493,3880,2
63448,49435,128879,666,1
63449,1188582,49435,38224,12
63450,19119,49435,1110643,215
63451,19119,44789,7497,6
63452,107493,49435,1936840,204
63453,107493,49864,38227,18
63454,170832,19119,457,1
63455,170832,17889,11400,1
63456,325481,19119,996,2
63457,976748,19119,7986,2
63458,976748,100557,25764,4
63459,43899,19119,3441,3
63460,388589,19119,453,1
63461,1112151,19119,333,1
63462,1065628,19119,2459,4
63463,1523013,19119,63,1
63464,328163,19119,718,1
63465,1168322,19119,10718,8
63466,60759,19119,968,1
63467,1263116,19119,33,1
63468,87498,19119,58,1
63469,1213509,19119,2320,1
63470,767289,19119,115,1
63471,15311,51045,87323,89
63472,15311,289213,2886,3
63473,42169,12510,7831,8
63474,583016,2632,40,1
63475,583016,10376,523,8
63476,378843,2632,52,1
63477,1267536,2632,20,1
63478,1054365,2632,75,1
63479,1573303,2632,100,2
63480,3159,20014,1545,1
63481,195464,195448,1435,1
63482,1642,195448,193,1
63483,1642,934369,55,1
63484,1642,1035405,17,1
63485,1642,63003,111,2
63486,1642,186952,55,2
63487,1642,1211367,171,1
63488,1642,1145162,460687,181
63489,1642,810504,10349,5
63490,1642,76525,127,4
63491,1642,1265237,17,1
63492,1642,1265276,87701,42
63493,1642,1265227,4,1
63494,1642,294078,16798,4
63495,1642,1265257,12,1
63496,1642,660539,130,5
63497,1642,1085687,138,1
63498,1642,672397,207,1
63499,1642,95066,74158,44
63500,934369,1642,131,1
63501,735464,1642,74,1
63502,1035405,1642,174,1
63503,186952,1642,56,1
63504,1211367,1642,241,1
63505,1265237,1642,43,1
63506,923069,1642,147,1
63507,1055543,1642,34,1
63508,1265276,1642,151313,34
63509,900629,1642,48,1
63510,1265257,1642,19,1
63511,660539,1642,703,5
63512,1183784,1642,80,1
63513,1085687,1642,164,1
63514,672397,1642,297,1
63515,19502,810504,1269,1
63516,19502,31814,154001,68
63517,31814,19502,2297,5
63518,14320,31814,49,1
63519,14320,1170503,910,1
63520,14320,8934,6376,1
63521,14320,13175,35,1
63522,14320,66552,110,1
63523,1496537,14320,3035,11
63524,8934,220709,10257,1
63525,8934,34762,167190,521
63526,1062015,14320,94912,51
63527,13175,14320,89691,34
63528,124351,192738,1218,12
63529,462550,124351,614,2
63530,49649,192738,25366,19
63531,49649,186822,29594,13
63532,49649,484888,605,2
63533,49649,130160,73668,17
63534,16951,192738,9317698,708
63535,16951,297884,94331,32
63536,16951,76,306013,36
63537,16951,228190,389036,107
63538,16952,192738,665,1
63539,186822,49649,166822,70
63540,186822,625811,3034,4
63541,186822,186819,134401,67
63542,484888,219271,1073,2
63543,848395,1167,212,4
63544,848395,10460,433,2
63545,10460,901731,3241,12
63546,10460,467,600,1
63547,290098,10460,36,1
63548,685251,10460,28,1
63549,349121,10460,17,1
63550,901731,10460,22,1
63551,15102,10460,56124,77
63552,15102,62463,1975314,364
63553,15102,169493,1500,3
63554,15102,169484,811,1
63555,1396989,10460,3651,16
63556,10459,10460,287,3
63557,496905,10460,316,2
63558,716416,10460,14,1
63559,1239836,10460,15402,28
63560,1160627,10460,11594,43
63561,1160627,7698,642,4
63562,1063438,10460,14496,14
63563,1359546,10460,955,10
63564,497170,10460,592,1
63565,44411,10460,17,1
63566,1513295,10460,114,1
63567,1165027,10460,90,1
63568,572814,10460,192,1
63569,62463,15102,106325,41
63570,763634,15102,58,2
63571,763634,37021,3253,61
63572,839516,15102,240,2
63573,169488,62463,68148,13
63574,37021,1124298,120,1
63575,37021,1124289,1433,10
63576,37021,1124243,120,1
63577,37021,924863,72,1
63578,37021,1124284,3434,23
63579,37021,381506,70,2
63580,924863,37021,92,1
63581,1446834,37021,114,2
63582,381506,37021,71,1
63583,333156,37021,45,1
63584,72776,181372,2773,1
63585,72776,3745,935696,65
63586,72776,765764,360,1
63587,72776,663182,650,1
63588,72776,120432,961,1
63589,72776,453696,13664,77
63590,93567,17533,2962,2
63591,623308,17533,3873,8
63592,419639,17533,422,1
63593,1317544,17533,300000,15
63594,663182,72776,41693,19
63595,663182,12007,3425,19
63596,567486,19612,408,1
63597,55782,19612,408,1
63598,585920,19612,574,1
63599,55402,19612,290,1
63600,55402,29413,775,3
63601,1517708,17117,8000,1
63602,1447501,17117,3000,1
63603,1128296,17117,15950,1
63604,1376349,17117,6250,1
63605,276143,17117,350,1
63606,276143,2932,75,1
63607,333851,54322,1452,1
63608,1731,196654,350,1
63609,59056,155985,2174959,159
63610,75353,155985,45,1
63611,75353,492,14,1
63612,645609,9042,6800,1
63613,645609,23592,8600,1
63614,23592,293831,1336,3
63615,293831,23592,180587,30
63616,293831,35331,404,1
63617,1002047,35331,45878,41
63618,1002047,15286,143,1
63619,270656,39644,866,2
63620,39644,270656,433,1
63621,1122253,39644,441,1
63622,839983,39644,529,2
63623,839983,16784,523,3
63624,522446,36632,1484,3
63625,15776,40252,3511,21
63626,15776,593124,500,15
63627,1591330,42507,393,1
63628,62085,42507,3875,14
63629,368477,42434,64998,139
63630,1234026,42434,1108,1
63631,506349,42434,3173,40
63632,453306,42434,337541,136
63633,4760,42434,815,2
63634,4760,1188350,1064,1
63635,4760,72445,925,1
63636,1417710,25575,18280,3
63637,132896,3491,649,1
63638,706735,26759,101884,51
63639,353289,157123,1872,16
63640,81814,275512,38,1
63641,719,232124,14180,20
63642,833747,719,220,1
63643,1189099,42053,91,1
63644,159229,42053,148,2
63645,159229,113068,673,5
63646,311649,311653,859220,646
63647,311649,311652,583,1
63648,1350297,60448,6891,19
63649,1350297,3,61,1
63650,208460,1080891,3308,3
63651,851025,234416,30001,34
63652,204750,55133,4103,6
63653,1204957,208460,25,1
63654,903570,208460,101,1
63655,903570,40366,33,1
63656,177418,45443,504,6
63657,177418,16379,2975,3
63658,820994,45443,1011,2
63659,556541,45443,2565,32
63660,313236,45443,275,1
63661,1621584,45443,1055,1
63662,2191,45443,1097,2
63663,2191,27936,120193,150
63664,392239,45443,42,1
63665,607706,9535,6200,1
63666,289595,9535,1886,1
63667,107027,9237,1131,5
63668,107027,92393,56500,3
63669,1138567,1680,130,1
63670,1001496,1680,2036,1
63671,1001496,5230,540,1
63672,21731,452630,661,14
63673,21731,76556,7514,37
63674,76556,40510,23,3
63675,110665,425205,6410748,207
63676,1384256,10454,65000,1
63677,6527,168058,12,2
63678,6527,43529,2204,1
63679,43529,780,3889,1
63680,123518,10749,119,3
63681,112137,23345,4850,32
63682,70720,472388,574,1
63683,8363,47236,376364,213
63684,164096,774557,450,3
63685,164096,924239,13623,134
63686,164096,122238,226125,6
63687,164096,924234,2208,21
63688,164096,435844,39336,30
63689,924239,164096,7201,1
63690,147609,10837,189,2
63691,734352,10837,44,1
63692,161503,10837,1196,26
63693,379561,10837,4318,16
63694,68262,10837,911,4
63695,1440091,10837,4304,39
63696,651687,10837,1317,31
63697,1321956,10837,2465,15
63698,680624,10837,26768,106
63699,680624,14319,49889,46
63700,285080,10837,46,1
63701,285080,55347,50,1
63702,22661,122821,6250,4
63703,22661,112985,2944,10
63704,22661,122832,1859,9
63705,1316263,22661,277,1
63706,112985,22661,30166,97
63707,16674,41746,267976,115
63708,29866,670485,2997358,92
63709,312093,29866,8495,1
63710,670485,29866,12318,2
63711,14959,670485,280367,14
63712,14959,99753,2550,1
63713,14959,14958,1965852,144
63714,99753,14959,3990,2
63715,694823,14959,1404000,1
63716,694823,18525,710,1
63717,29295,6204,1816,26
63718,29295,38225,20569,23
63719,29295,1273762,202,2
63720,1273762,29295,6348,41
63721,1273762,12413,963,5
63722,1142309,6204,63509,299
63723,1199504,6204,18033,77
63724,1199504,69032,18796,38
63725,1615005,6204,13600,82
63726,516596,6204,171584,453
63727,8018,189526,1784,5
63728,8018,844379,47,1
63729,8018,968880,98,1
63730,8018,1158863,172,3
63731,99264,8018,446,1
63732,99264,99265,778,2
63733,1142086,8018,181,1
63734,573415,8018,822,3
63735,844379,8018,1697,19
63736,844379,54128,2331,1
63737,1002661,8018,15,1
63738,1002661,17765,22112,1
63739,99265,198779,6355,2
63740,46385,198779,22416,8
63741,46385,198775,2503,9
63742,46385,198794,8244,22
63743,21252,198794,4153,3
63744,304829,21252,8524,5
63745,304829,5238,2093,4
63746,304829,27801,26209,7
63747,1204212,27801,27750,2
63748,768425,55583,464,2
63749,768425,185604,1002,2
63750,185604,1254938,137395,141
63751,185604,1254940,6390,41
63752,185604,132838,1706,1
63753,256541,185604,24,1
63754,556947,185604,3490,10
63755,132838,21865,1702,2
63756,185079,32925,31020,2
63757,1316131,627,3195,1
63758,339406,5616,37,1
63759,16544,16552,43091,32
63760,933870,5616,48,1
63761,281413,5616,29,1
63762,296810,16818,214385,305
63763,296810,27977,321,2
63764,1390742,27977,838,1
63765,366833,1111,72,1
63766,1554931,133779,302,2
63767,1554931,41384,543,3
63768,76646,6925,6803,31
63769,1464024,31449,78,1
63770,31448,31449,78,1
63771,1420644,31449,39,1
63772,884747,31449,92,1
63773,358653,2423,50,1
63774,465274,2423,29719,6
63775,631126,2423,138648,10
63776,1428683,2423,10767,3
63777,529230,2423,167632,38
63778,529230,37976,1099,6
63779,747974,6748,1389,11
63780,351418,6748,10557,10
63781,669045,6748,12691,90
63782,669045,47295,19458,163
63783,472320,6748,7999,1
63784,472320,35119,89,1
63785,12879,747974,76,1
63786,12879,747785,9,1
63787,12879,747783,220,1
63788,12879,697776,47,1
63789,697776,23237,1607,10
63790,23237,60586,38253,5
63791,23237,24575,19391,14
63792,23237,28634,5538,32
63793,1327790,23237,3954,1
63794,1327790,4441,9700,2
63795,95479,23237,7996,30
63796,95479,5183,1312,1
63797,24575,23237,307,1
63798,891123,1264,22875,83
63799,391500,1264,574,4
63800,791314,1264,27750,73
63801,332754,1264,319302,85
63802,14848,1264,4993,6
63803,14848,18966,1313,9
63804,78625,362327,762,1
63805,78625,419291,130944,226
63806,78625,16301,4708,5
63807,78625,1172023,14370,6
63808,78625,10684,1901,7
63809,1612880,78625,1850,1
63810,419291,78625,412,2
63811,447476,78625,635,1
63812,16301,954604,297,4
63813,16301,165028,26769,78
63814,1172023,78625,1923,1
63815,528595,16301,453,2
63816,96196,16301,2742,2
63817,1474949,16301,375,1
63818,717014,15673,282,1
63819,701933,15673,7126,2
63820,1436700,15673,278,1
63821,1513382,15673,1749,4
63822,141529,141528,44070,90
63823,14574,141528,82219,179
63824,240754,141528,70880,144
63825,43807,7129,1033,26
63826,584043,90225,479,1
63827,1608602,90225,4600,1
63828,1119419,90225,876,1
63829,1872,1002175,6259,1
63830,1872,71278,795,2
63831,1872,1210386,365,7
63832,138975,15654,675,1
63833,655594,15654,1289,1
63834,1160550,15654,396,1
63835,1180161,15654,120,1
63836,1180161,16128,192,1
63837,1049990,12920,203,1
63838,1049990,450164,20614,3
63839,1398918,12920,3396,13
63840,1398918,14868,1380,22
63841,1398918,5942,1991,10
63842,349551,12920,1400,10
63843,616630,12920,70,1
63844,1230779,22602,7500,3
63845,1378267,22602,11811,11
63846,1140634,22602,22583,10
63847,931694,22602,374,1
63848,8318,685978,491385,157
63849,8318,1155936,53548,50
63850,8318,415578,91637,16
63851,8318,150441,1084,1
63852,535937,4354,33978,6
63853,23492,150441,1126,3
63854,23492,959,524,2
63855,23492,23491,13860,11
63856,573567,23492,40087,3
63857,573567,5205,3046,6
63858,23491,23492,12792,10
63859,383266,5205,25,1
63860,266497,5205,82583,272
63861,266497,9371,194969,124
63862,1219022,5205,20639,76
63863,50631,5205,1418,9
63864,50631,5532,137,1
63865,383256,5205,13579,40
63866,1182878,5205,2783,18
63867,1182878,5157,201,2
63868,1289761,5205,6595,31
63869,1289761,5157,1316,1
63870,1281970,5205,1962,19
63871,1281970,5157,479109,41
63872,1181182,1897,536,1
63873,769349,1897,649,5
63874,1286866,1897,2477,5
63875,156819,1897,119,1
63876,902337,1897,14683,19
63877,902337,49634,6096,1
63878,1180936,49634,284,1
63879,345429,49634,79,1
63880,1217244,49634,6,1
63881,100923,19115,4118,20
63882,755204,19115,39,1
63883,1594797,19115,105,1
63884,428402,19115,556,4
63885,1609654,34203,2160,64
63886,1109735,34203,63,1
63887,40189,528181,1047,1
63888,42453,42618,459,8
63889,42453,61809,1641,13
63890,45350,42618,155,1
63891,45350,640744,28170,4
63892,45350,1256947,4100,1
63893,45350,115484,10300,1
63894,24152,42618,161,1
63895,24152,822093,4191,3
63896,42357,42618,736,4
63897,42357,11057,76,1
63898,30918,42618,310,2
63899,30918,14078,5717,8
63900,27692,42618,378,5
63901,27692,94962,1416,1
63902,105220,42618,795,9
63903,105220,36133,79902,163
63904,105220,1054425,647,4
63905,26770,61809,510,8
63906,374759,11965,1576,4
63907,326042,11965,1025,2
63908,326042,3526,707,1
63909,293422,11965,22,1
63910,1032969,11965,1784,4
63911,1032969,11964,1168,3
63912,220126,11965,145,2
63913,220126,13671,13150,92
63914,1263138,11965,70,3
63915,1583670,11965,375000,9
63916,302909,11965,180,1
63917,11962,11965,285,4
63918,11962,9296,3292,13
63919,128178,11965,2143,2
63920,128178,13671,1271,9
63921,3526,39941,1815,5
63922,1069164,11964,588,3
63923,763493,11964,398,1
63924,120453,91387,222021,80
63925,7099,420765,641,3
63926,7099,45535,8700,1
63927,35644,420765,7652,25
63928,35644,4660,381,1
63929,35644,306986,5173,1
63930,629842,42361,75,1
63931,1001544,42361,65,2
63932,374006,42361,53,1
63933,620200,42361,7,1
63934,1207180,42361,46,1
63935,383880,42361,54,1
63936,210839,26276,220,1
63937,280941,280940,1445,4
63938,280940,280941,28715,41
63939,280940,280947,13106,69
63940,280940,53569,114,1
63941,345580,28191,157,2
63942,1040470,45009,1200,1
63943,9079,370840,2160,1
63944,7463,16382,8929,175
63945,7463,9829,14,1
63946,7463,1373170,19064,15
63947,70527,16382,733,5
63948,70527,492457,18589,4
63949,87077,16382,23912,184
63950,752844,10752,5417,1
63951,27875,27876,65625,2
63952,1460214,25639,563,1
63953,1460214,24156,857,8
63954,917669,25639,844,5
63955,131791,25639,5045,14
63956,972579,25639,153,2
63957,33308,24156,2480,2
63958,33308,111713,16,1
63959,33308,387307,254,1
63960,81993,992,701,4
63961,80459,992,547,4
63962,425205,23878,170000,9
63963,425205,110665,30000,1
63964,5181,77386,7491,88
63965,1617159,5181,395,1
63966,358645,21994,17988,25
63967,728450,15958,3661,7
63968,728450,10368,345,1
63969,66838,15958,1347,3
63970,66838,17432,5169,19
63971,1137490,15958,1437,4
63972,1122001,15958,1895,4
63973,760642,15958,516,2
63974,819086,15958,328,2
63975,785226,15958,854,3
63976,785226,6216,62337,95
63977,10368,359136,193,1
63978,10368,359080,2666,5
63979,10368,359147,8984,7
63980,10368,359073,8065,10
63981,10368,359122,202272,5
63982,10368,359066,310502,281
63983,10368,359102,2536,2
63984,10368,359070,68970,17
63985,10368,359084,441,1
63986,1373006,10368,29987,30
63987,359136,10368,3678,1
63988,359080,10368,17399,25
63989,359147,10368,88699,57
63990,359147,2584,2800,1
63991,359122,10368,256132,116
63992,359066,10368,80525,274
63993,359102,10368,36939,53
63994,359070,10368,174,1
63995,359070,82907,649404,198
63996,359084,10368,33610,38
63997,466675,10368,111916,140
63998,629345,10368,27884,35
63999,629345,16767,79138,71
64000,853724,2584,215,1
64001,73440,2584,8059,5
64002,281194,2584,8256,6
64003,218656,2584,6300,1
64004,492246,20337,1750,1
64005,1266471,780962,8059,9
64006,12379,405934,225,1
64007,209408,12379,37,1
64008,209408,4472,15071,20
64009,63978,28050,13325,2
64010,63978,96902,1217728,66
64011,275220,28050,51767,138
64012,1570300,6952,1250,1
64013,10153,10173,1987,4
64014,10153,788958,50543,38
64015,1346454,10153,1220,1
64016,527358,10153,2117,1
64017,527358,29154,2359,2
64018,205992,29154,100,1
64019,205992,25356,8955,87
64020,85502,489598,795,2
64021,489598,85502,6666,11
64022,489598,33322,50330,55
64023,1104560,33322,20751,22
64024,1104560,4360,5519,13
64025,1510605,33322,39323,36
64026,1020456,4360,431,1
64027,1099130,4360,2088,3
64028,1588559,4360,1813,2
64029,97091,4360,14213,9
64030,226366,36385,1172,2
64031,226366,63203,2359,1
64032,855421,36385,1688,1
64033,855421,46986,20396,8
64034,51394,36385,3933,3
64035,51394,12705,126,1
64036,196923,136312,2217,3
64037,196923,250093,39634,24
64038,250093,196923,31900,4
64039,733404,14637,162,2
64040,1565281,14637,7350,25
64041,35641,588108,149202,90
64042,35641,588100,2118,6
64043,4257,81871,350,1
64044,4257,117205,77,1
64045,21783,81871,3803,1
64046,21783,35481,20,1
64047,21783,242505,4040,24
64048,290146,4257,25,1
64049,495872,4257,1024,2
64050,86169,4257,1588,3
64051,86169,6408,1408,6
64052,117205,4257,703,2
64053,376235,4257,2067,3
64054,376235,6408,4293,12
64055,1477087,64941,70,1
64056,30855,238723,27825,90
64057,30855,26239,1561,11
64058,1412046,30855,82,2
64059,26239,165893,254,1
64060,23953,5475,245358,205
64061,148576,338973,125826,70
64062,917113,148576,950,1
64063,917113,18684,1334,1
64064,1138366,18684,555,1
64065,68687,68684,2135340,649
64066,1399525,68684,1324,1
64067,45830,68684,7260,7
64068,68689,68684,126926,24
64069,230641,11209,191809,56
64070,28429,35556,78,1
64071,990635,11209,484,1
64072,990620,11209,199,1
64073,53292,11209,206,1
64074,21439,40003,497,1
64075,21439,10987,3589,6
64076,182355,2605,26875,26
64077,104269,182355,627,1
64078,104269,534880,3830,17
64079,858145,36335,30199,8
64080,858145,59251,4337,5
64081,673869,45314,4745,4
64082,1281817,45314,5214,13
64083,653593,45314,722,5
64084,1589733,45314,966,8
64085,1310471,45314,2129,11
64086,780465,45314,2128,3
64087,1418109,45314,410,2
64088,246413,45314,2354,16
64089,369924,45314,464,7
64090,1194721,45314,1424,8
64091,162277,45314,472,3
64092,362159,45314,1323,3
64093,508291,45314,509,6
64094,732,243149,9806,83
64095,732,549485,3023,4
64096,710552,732,193,1
64097,43822,549485,13018,12
64098,43822,687802,212829,18
64099,43822,53783,5785,24
64100,687802,43822,545534,37
64101,946163,20050,325,1
64102,943407,20050,3587,12
64103,414561,20050,566,1
64104,171210,20050,3448,2
64105,171210,18339,484,2
64106,514354,20050,571,1
64107,645795,20050,177,1
64108,969608,51199,8194,60
64109,1073032,51199,60,1
64110,275552,51199,2078,8
64111,275552,579425,90776,6
64112,311159,83334,13790,13
64113,1385936,83334,11134,7
64114,1385936,20264,184,1
64115,111009,45834,2724,3
64116,1270468,45834,1847,3
64117,701153,45834,269,1
64118,1016912,45834,8542,10
64119,249408,45834,2178,1
64120,660369,45834,38060,14
64121,137059,45834,277,2
64122,137059,2036,65,1
64123,794654,290086,50671,16
64124,8033,800726,604,1
64125,8033,89049,63615,12
64126,89049,8033,6985,12
64127,1372412,35100,665,2
64128,1372412,11539,599,1
64129,237706,35100,3307,1
64130,11539,174182,952,1
64131,1489814,11539,375,1
64132,1503123,11539,5,1
64133,1411438,11539,2270,1
64134,1570063,11539,57,1
64135,174182,11539,2211229,1597
64136,174182,131808,334882,392
64137,131808,174182,12062,5
64138,131808,6678,5204,11
64139,198087,131808,9857,10
64140,662939,3447,804,1
64141,468037,3447,450,1
64142,1171250,3447,2950,1
64143,280289,3447,992,3
64144,140586,3447,86372,14
64145,1151295,3447,39922,30
64146,1151295,12428,3849,12
64147,176430,3447,2696,15
64148,419347,3447,36634,26
64149,702060,3447,24452,3
64150,360079,12428,1106,2
64151,44376,12428,353,1
64152,44376,11013,7957,6
64153,1247248,12428,1198,1
64154,842259,12428,9460,11
64155,571831,12428,2288,13
64156,293409,12428,223,1
64157,121548,12428,3966,22
64158,1290952,12428,2700,1
64159,11013,44376,167735,57
64160,11013,1140890,65,1
64161,11013,458624,22,1
64162,1386444,11013,3248,5
64163,69031,11013,11153,28
64164,69031,69032,13689,74
64165,69032,305368,11192,1
64166,69032,14764,2413,1
64167,69032,305363,2717,8
64168,69032,11102,4295,7
64169,1427539,69032,24,1
64170,695727,69032,76,1
64171,1073331,69032,5,1
64172,1266648,69032,23,1
64173,1048587,69032,22,1
64174,1364928,35004,159,1
64175,1484149,35004,193,1
64176,177377,35004,68,1
64177,709297,35004,85,1
64178,309712,23568,2045,5
64179,955550,23568,134,1
64180,871406,23568,200,4
64181,131535,23568,2949,1
64182,3045,254856,13218,19
64183,101426,5613,9031,9
64184,101426,30874,89293,138
64185,101426,77003,1060,1
64186,101369,5613,1200,12
64187,101369,30874,7060,41
64188,248677,3045,1452,2
64189,248677,16732,77,1
64190,108069,205277,2150,13
64191,1375778,108069,2753,21
64192,470838,108069,1513,12
64193,470838,17427,17299,54
64194,470838,25438,515,7
64195,1088952,25438,4834,39
64196,1088952,4783,1198,2
64197,32682,25438,2946,35
64198,32682,4,35465,189
64199,283688,25438,2525,20
64200,283688,22990,755,11
64201,1199955,25438,376,2
64202,1168235,25438,89,1
64203,1092387,25438,276,1
64204,1172223,25438,92,1
64205,684102,25438,212,2
64206,684102,3,101,1
64207,418310,4783,2157,6
64208,418310,5251,7949,21
64209,117495,4783,183010,19
64210,117495,4636,8631,3
64211,760745,4783,1062,5
64212,760745,4886,2071,3
64213,1562752,4783,806,11
64214,700207,4783,362,1
64215,889100,5251,29556,58
64216,157534,5251,49802,44
64217,157534,15948,2150,1
64218,921263,70481,4537,1
64219,921263,48185,218456,48
64220,921263,7388,88935,121
64221,263061,70481,65,1
64222,263061,3990,876,1
64223,263061,73077,40,2
64224,263061,22442,2910,3
64225,48185,921263,3605,1
64226,7388,109992,239,1
64227,7014,759258,229,3
64228,613353,97179,839575,78
64229,573584,1241,347,1
64230,928480,1241,5498,1
64231,419893,1241,9170,31
64232,419893,16181,18,1
64233,16181,419893,18,1
64234,16181,341875,119,1
64235,16181,715318,13,1
64236,16181,711555,30,1
64237,16181,714144,37,1
64238,16181,714004,28,1
64239,16181,712292,31,1
64240,16181,712488,6,1
64241,16181,713852,37,1
64242,16181,713421,48,2
64243,16181,713349,6,1
64244,16181,712964,31,1
64245,16181,713978,56,1
64246,16181,711270,10,1
64247,16181,665174,2,1
64248,16181,713060,33,1
64249,16181,712288,1,1
64250,16181,711920,33,1
64251,16181,713569,16,1
64252,16181,711907,5,1
64253,16181,714053,1,1
64254,16181,711847,2,1
64255,16181,713631,2,1
64256,16181,712228,91,1
64257,16181,688437,3,1
64258,16181,711627,19,1
64259,16181,713025,9,1
64260,16181,711690,5,1
64261,16181,714688,5,1
64262,16181,715393,5,1
64263,16181,713725,21,1
64264,16181,713056,79,1
64265,16181,711272,46,1
64266,16181,712944,9,1
64267,16181,712747,2,1
64268,16181,713243,38,1
64269,16181,712680,11,1
64270,16181,711795,3,2
64271,16181,714906,186,3
64272,16181,713942,7,1
64273,16181,714836,27,1
64274,16181,7183,14,1
64275,16181,711617,23,1
64276,16181,338728,4,1
64277,16181,713736,8,1
64278,16181,711400,20,1
64279,16181,711826,153,1
64280,16181,714207,35,1
64281,16181,712704,34,2
64282,16181,409490,42,1
64283,16181,715081,4,1
64284,16181,711486,21,1
64285,16181,711748,80,2
64286,16181,715114,7,1
64287,16181,713720,9,1
64288,16181,712783,108,3
64289,16181,711938,8,1
64290,16181,713430,28,1
64291,16181,711440,8,1
64292,16181,711369,2,1
64293,16181,715286,10,1
64294,16181,713576,29,1
64295,16181,210466,25,1
64296,16181,94465,8,1
64297,16181,714081,8,1
64298,16181,715019,22,1
64299,16181,715370,8,2
64300,16181,714895,32,1
64301,16181,712207,23,1
64302,16181,713455,2,1
64303,183426,16181,50,1
64304,1105356,16181,26,1
64305,714836,10639,410,16
64306,338728,3600,45,2
64307,713455,705,217,1
64308,14811,104000,118,1
64309,14811,93544,100,1
64310,14811,98518,9618,138
64311,14811,51150,5339893,364
64312,75646,15739,25097,51
64313,583400,3916,2661,1
64314,1033922,3916,534,2
64315,1199529,22184,290,1
64316,1464557,22184,4550,3
64317,67250,10620,26,1
64318,67250,47409,85,1
64319,1183439,10620,140,1
64320,47409,295166,22883,22
64321,47409,295147,200,2
64322,1465551,4001,3076,2
64323,1035550,4001,187,1
64324,1035550,5625,48739,84
64325,302742,4001,1378,3
64326,302742,4,3121,13
64327,848037,4001,687,1
64328,848037,32075,173641,125
64329,1049804,4001,907,1
64330,29947,45556,260,1
64331,29947,70998,7,1
64332,29947,71013,566,2
64333,44576,45556,830,4
64334,44576,71986,39551,29
64335,44576,131744,66,1
64336,201544,36084,1407,3
64337,88593,143774,1644499,71
64338,7682,71056,121850,6
64339,7681,7682,133,1
64340,607443,7682,33404,2
64341,607443,29032,900,9
64342,3425,71056,6150,1
64343,3425,7322,1538,1
64344,1321030,3425,16893,5
64345,9994,7322,48,1
64346,1307364,2673,312,3
64347,564765,646,3013,2
64348,564765,382582,6897,3
64349,564765,6323,557,1
64350,564765,7972,5407,3
64351,1409838,646,13308,6
64352,90030,9994,464,1
64353,90030,14811,40915,198
64354,375781,7573,11500,1
64355,1327983,7573,783,1
64356,441359,7573,6800,1
64357,1103109,7451,243,1
64358,471410,7451,18682,3
64359,471410,3738,2699,2
64360,275183,1103109,50,1
64361,3738,1064343,44,1
64362,3738,1210120,5158223,165
64363,3738,3727,4290756,148
64364,997612,3738,8635,7
64365,1051696,3738,14195,11
