,source,target,Total,Count
22962,1071745,5075,17,1
22963,246834,5075,419,67
22964,991311,5075,114,8
22965,1424870,5075,5989,1
22966,1424870,29866,417475,20
22967,105294,10491,6017,52
22968,1155200,5075,23478,49
22969,1155200,5012,9167,21
22970,1155211,5075,316747,146
22971,1155211,404084,1000000,5
22972,1155211,905003,2750000,14
22973,1459315,5075,70,17
22974,818583,5075,1571,73
22975,1518124,5075,189,5
22976,630881,5075,480,12
22977,203050,5075,3,1
22978,1222787,5075,165,23
22979,1555906,5075,328,51
22980,542899,5075,10,1
22981,1242247,5075,17,1
22982,1623151,5075,14,2
22983,1139415,5075,13,1
22984,1157666,5075,17,1
22985,1231735,5075,430,33
22986,1111092,5075,73,7
22987,13714,116773,117609,66
22988,13714,96982,1792,1
22989,13714,966985,47,1
22990,313226,13714,21,1
22991,141462,13714,24,1
22992,1198275,13714,10,1
22993,658665,13714,19,4
22994,248721,13714,1038705,58
22995,248721,16183,74793,29
22996,1456791,13714,251,31
22997,104682,13714,15,1
22998,903734,13714,172,7
22999,966985,13714,204,8
23000,728718,13714,72,8
23001,1120522,13714,45,2
23002,237373,13714,177190,43
23003,237373,33570,7838,6
23004,237373,66934,51394,43
23005,237373,37797,3846476,213
23006,16183,320410,10047,21
23007,16183,717378,35850,32
23008,1535970,16183,30110,25
23009,1158359,16183,140,1
23010,646451,16183,47,1
23011,320410,2434,116,1
23012,552071,16183,1026,12
23013,1222135,16183,30,1
23014,744674,16183,1195,15
23015,639233,16183,4886,26
23016,639233,27286,2815,2
23017,2434,1190139,759,3
23018,2434,28445,25163,56
23019,2434,356269,212429,198
23020,464479,2434,1070,9
23021,920701,2434,2660,5
23022,920701,18358,3600,1
23023,920701,49743,135,1
23024,93387,2434,421,1
23025,93387,145164,140,1
23026,93387,756914,87500,2
23027,93387,150446,405,3
23028,93387,565996,2022,7
23029,93387,36128,1895,19
23030,940159,2434,229,1
23031,940159,8897,323,1
23032,1190139,2434,1840,20
23033,1352024,2434,266,1
23034,103512,2434,1873,5
23035,1047294,2434,551,1
23036,28445,2434,344337,264
23037,333990,2434,65,1
23038,333990,12020,145464,145
23039,410891,2434,415,1
23040,410891,22624,95133,188
23041,410891,77002,388,1
23042,264513,2434,849,1
23043,1091958,2434,923,1
23044,1091958,12885,466,1
23045,1091958,10259,192,1
23046,1193808,2434,131,1
23047,1193808,11462,1651,1
23048,356269,2434,842912,148
23049,34023,2434,202,1
23050,34023,592752,24600,1
23051,371485,2434,572,2
23052,371485,5311,333,2
23053,266041,2434,1272,16
23054,266041,1382,1396,5
23055,266041,629,478,3
23056,858028,2434,51,1
23057,858028,30909,34260,39
23058,197083,2434,6853,18
23059,197083,197084,4802,45
23060,49743,57646,152,1
23061,49743,250889,11141,13
23062,1213158,18358,2950,1
23063,56323,18358,63380,57
23064,1048927,49743,22282,24
23065,259247,49743,76,1
23066,259247,66691,97,1
23067,739474,49743,1320,8
23068,55826,49743,250,1
23069,55826,4626,5431,5
23070,55826,777595,77,1
23071,650623,49743,52,1
23072,650623,3419,15208,24
23073,650623,13959,242,1
23074,250889,49743,7782,16
23075,40412,1048927,315,1
23076,40412,19325,363,1
23077,40412,173143,5070,5
23078,40412,1423929,2968,31
23079,40412,1423934,263087,128
23080,40412,293690,1133,2
23081,173143,30890,205,1
23082,982591,40412,1058,1
23083,818805,40412,1558,1
23084,818805,8152,20,1
23085,19820,19325,3953,36
23086,19820,12585,128,3
23087,20293,19820,272,3
23088,327955,12585,1301,2
23089,327955,703,1753,3
23090,16334,12585,196,1
23091,16334,5981,305,2
23092,1001374,12585,3436,4
23093,1001374,10898,942478,500
23094,142735,703,4883,7
23095,142735,52919,11411,6
23096,52919,351127,3424,4
23097,52919,2548,4960,91
23098,52919,33585,51252,6
23099,351127,52919,63194,197
23100,351127,57492,1987,17
23101,33585,14771,750,1
23102,33585,19386,62920,2
23103,57492,351127,56,1
23104,57492,63341,15546,20
23105,1481358,57492,3890,45
23106,63341,57492,29892,122
23107,63341,10378,972,1
23108,311216,57492,14068,20
23109,311216,29377,326,1
23110,311216,503,1931323,70
23111,311216,3,3958,5
23112,10378,63341,6088,6
23113,10378,393,2338,32
23114,17699,393,23578,102
23115,17699,833256,72812,93
23116,17699,1082588,997,6
23117,17699,1082320,404,1
23118,17699,635503,7601,6
23119,221151,393,6137,54
23120,221151,221153,137399,87
23121,221151,221154,31055,11
23122,30319,393,2607,26
23123,30319,62966,2891,1
23124,190092,393,21156,65
23125,190092,14248,33923,29
23126,2720,393,81,1
23127,2720,455889,3144,2
23128,2766,393,3615,40
23129,2766,369450,5336,4
23130,2766,747135,77,2
23131,2766,99672,1735,3
23132,2766,204446,528,9
23133,2766,833102,484,1
23134,2766,18618,2752,11
23135,95814,393,11390,45
23136,95814,10193,420,5
23137,3545,393,10656,53
23138,3545,144262,642739,615
23139,3545,242644,4174,1
23140,3545,1408159,20,1
23141,59171,393,32906,48
23142,59171,29589,910,4
23143,59171,6791,2798,20
23144,42605,393,13239,57
23145,42605,71,53509,58
23146,194416,393,16263,114
23147,194416,1065731,999022,86
23148,2349,393,276,1
23149,2349,15422,172435,354
23150,2349,1518021,130285,130
23151,38146,393,12359,46
23152,38146,129858,4670,33
23153,435712,393,68299,60
23154,435712,435715,23700,10
23155,538546,23746,19847,21
23156,1447938,23746,9278,42
23157,754127,23746,72319,165
23158,230584,23746,527,3
23159,230584,7251,5213,2
23160,230584,1400,9635,1
23161,74596,754127,700,1
23162,74596,40938,2124,12
23163,74596,491350,35311,80
23164,74596,770871,1536,3
23165,74596,14136,5395,12
23166,491350,26789,560,1
23167,491350,28761,386,1
23168,661178,74596,10303,14
23169,74595,74596,169,1
23170,194989,40938,107,1
23171,194989,38119,2020,9
23172,36339,38119,572,1
23173,36339,67745,56,1
23174,36339,83711,3233,15
23175,36339,10527,3166,2
23176,36339,33595,140,10
23177,36339,2222,996,8
23178,36339,10699,7503,89
23179,83711,36339,188,15
23180,83711,52058,509,12
23181,10699,36339,27,1
23182,10699,10696,34,2
23183,201966,67745,9,1
23184,201966,867180,605,1
23185,201966,826725,10204,10
23186,201966,867178,211,1
23187,201966,36166,50,1
23188,10234,67745,180,5
23189,10234,4129,2748,18
23190,10234,34796,907,1
23191,10234,42910,977,6
23192,10234,93091,121,1
23193,10234,227588,2685,4
23194,10234,506203,41180,177
23195,392095,67745,12,1
23196,392095,2235,71,4
23197,392095,1283216,27925,5
23198,118622,67745,705,5
23199,118622,336906,4908,19
23200,118622,22497,2624,43
23201,118622,108455,3568,10
23202,25551,67745,47,1
23203,25551,412423,1258,1
23204,91679,67745,71,1
23205,91679,962,2791,4
23206,1037939,4950,242,1
23207,20680,56112,681,32
23208,446127,4950,330,3
23209,446127,4941,2710,20
23210,40081,140605,510,1
23211,40081,520288,1290627,632
23212,40081,278306,1137,2
23213,40081,1541936,45,1
23214,40081,270298,8367,10
23215,40081,155303,7994,109
23216,40081,217745,2056,13
23217,40081,1324,8,1
23218,520288,40081,212352,51
23219,520288,3419,7381,4
23220,278306,23606,2858,17
23221,270298,40081,49533,52
23222,270298,29777,577,1
23223,532423,40081,29726,11
23224,532423,5991,473,1
23225,532423,59536,3144,6
23226,840878,3419,1526,1
23227,840878,34720,1854,1
23228,84168,3419,34149,25
23229,84168,5335,580,3
23230,90974,3419,3957,3
23231,686522,3419,1564,1
23232,1577054,3419,100,1
23233,474199,3419,921,3
23234,474199,1183,77,1
23235,206218,3419,32688,19
23236,206218,14628,363,1
23237,139881,18433,1293,4
23238,1040748,3419,6807,1
23239,20675,3419,181,1
23240,20675,6211,6364,19
23241,20675,22471,286601,55
23242,20675,10216,243828,291
23243,20675,10311,183622,106
23244,20675,10241,2421,9
23245,20675,102324,1204,2
23246,20675,14678,6290,7
23247,20675,2104,103101,178
23248,20675,26451,6238,2
23249,809130,3419,4235,1
23250,809130,7782,14553,6
23251,34720,48682,18393,19
23252,34720,405333,299,1
23253,34720,405295,56,1
23254,34720,405343,149,1
23255,34720,265303,625,5
23256,34720,405300,43,1
23257,34720,405318,33,1
23258,1179619,34720,600,1
23259,637003,34720,698,1
23260,637003,50014,10123,2
23261,826848,34720,600,1
23262,405343,103568,9579,14
23263,457699,34720,599,1
23264,1541666,34720,521,1
23265,588108,34720,249,1
23266,24188,48682,33274,36
23267,24188,12759,261339,195
23268,1175647,24188,65,1
23269,12759,24188,54,1
23270,12730,12759,2107,5
23271,12730,12767,10708,3
23272,12730,12179,9312,42
23273,12730,12798,256,1
23274,12730,12782,2620,3
23275,29167,12759,58960,131
23276,29167,206042,33594,27
23277,29167,1220681,3300,1
23278,1350440,30274,4634,43
23279,604518,30274,148,1
23280,1528316,30274,795,1
23281,571452,30274,6348,6
23282,1172770,30274,1750,1
23283,1605135,30274,25,1
23284,946558,30274,150,1
23285,41129,372392,2629,5
23286,41129,372352,28643,16
23287,41129,52964,302,1
23288,41129,113879,211,1
23289,209956,41129,41075,20
23290,231555,41129,181923,3
23291,231555,21672,3146,1
23292,231555,25819,121,1
23293,265749,41129,11341,11
23294,15281,52964,889,1
23295,15281,46589,2257473,1145
23296,15281,12179,110303,91
23297,15281,561051,6000,3
23298,15281,561075,1616,5
23299,34901,52964,544,1
23300,34901,1411762,263984,266
23301,27020,52964,4082,6
23302,27020,2222,642,10
23303,27020,680151,255670,166
23304,27020,21419,1053,20
23305,38687,52964,332,1
23306,38687,52948,43470,70
23307,38687,52940,960769,129
23308,38687,52959,2998,2
23309,15169,52964,302,1
23310,67142,52964,363,1
23311,67142,9962,2403,52
23312,67142,9807,154,1
23313,67142,565838,428,1
23314,44791,52964,514,1
23315,44791,2250,678,3
23316,44791,3356,2820,6
23317,44791,50697,24892,13
23318,44791,200700,19059,6
23319,561051,14426,603,2
23320,718836,15281,67388,5
23321,718836,73399,7487,5
23322,1623182,94084,5917,1
23323,445145,78,983,5
23324,445145,709035,12416,38
23325,445145,3323,518771,56
23326,445145,709037,169821,77
23327,445145,709034,3083,1
23328,445145,2566,417,2
23329,100834,78,84,4
23330,100834,258475,118,1
23331,17585,78,558,2
23332,21820,78,1125,14
23333,21820,420677,10271,26
23334,21820,140399,159,1
23335,21820,55127,137,1
23336,21820,420663,989,8
23337,21820,7892,593,12
23338,21820,140311,21613,33
23339,21820,1358,5958,33
23340,21820,135421,191,3
23341,5505,78,518,9
23342,5505,269737,2968,6
23343,5505,171725,192,1
23344,5505,269770,3240,3
23345,5505,2720,4452,18
23346,5505,269724,4349,10
23347,5505,268859,6997,11
23348,5505,44649,2179,8
23349,56906,78,1649,15
23350,155890,78,781,9
23351,155890,229705,26188,17
23352,155890,408600,140327,63
23353,155890,408629,895,1
23354,155890,389338,752,1
23355,155890,46534,15122,18
23356,155890,408609,820,82
23357,155890,408607,122,2
23358,155890,408592,457342,115
23359,155890,229208,15006,32
23360,155890,408588,592383,92
23361,155890,408621,13408,16
23362,155890,7728,23932,40
23363,155890,408617,20722,8
23364,156135,78,85,8
23365,156135,614471,11705,1
23366,38461,78,1602,19
23367,38461,18215,6090,21
23368,28743,78,245,4
23369,28743,94000,1296,13
23370,28743,173607,6371,99
23371,18414,78,271,2
23372,18414,7506,62,1
23373,18414,50306,9866,2
23374,18414,48419,24149,19
23375,18414,12536,2818,34
23376,18414,6791,37613,81
23377,18414,50378,175829,53
23378,148371,78,517,2
23379,4507,78,164,3
23380,4507,11118,331,3
23381,4507,11127,1864,3
23382,4507,11090,13147,2
23383,4507,11139,138331,99
23384,4507,11060,456328,221
23385,4507,11136,20563,8
23386,4507,11057,15507,20
23387,4507,11072,1304,3
23388,4507,11106,136394,56
23389,43794,78,883,5
23390,43794,34073,119707,286
23391,6142,78,221,15
23392,6142,17982,6762,48
23393,6142,274971,32474,7
23394,6142,448737,774,3
23395,112084,78,29,16
23396,112084,117741,139376,17
23397,112084,117733,11060,1
23398,112084,117767,7668,63
23399,18054,78,1022,13
23400,18054,39216,299,44
23401,18054,20211,1032,6
23402,18054,166608,650,4
23403,18054,22850,288,1
23404,18054,432845,1098,1
23405,18054,432834,107,1
23406,18054,432826,1382,1
23407,136632,78,25,4
23408,136632,136638,3455,12
23409,54141,78,576,18
23410,54141,3457,4777,14
23411,337,78,786,5
23412,337,335,2301,1
23413,38347,78,261,7
23414,38347,100120,146360,187
23415,121437,78,1609,3
23416,121437,1337,1210,2
23417,121437,170418,937,2
23418,42582,78,473,7
23419,42582,1504501,9084,7
23420,42582,1582797,11589,13
23421,42582,805231,35433,8
23422,441306,54320,200797,17
23423,441306,30104,29707,5
23424,695326,54320,224401,15
23425,695326,10721,895,4
23426,94193,54320,56412,4
23427,94193,17870,25123,1
23428,30104,15842,1007,11
23429,30104,203798,1773,4
23430,30104,806287,365864,220
23431,30104,87950,7675,1
23432,30104,4192,543,2
23433,30104,113501,2993,4
23434,30104,131282,647,2
23435,30104,4129,1641,56
23436,30104,20411,19402,130
23437,72891,30104,72,1
23438,87964,30104,420158,30
23439,87950,30104,10990,3
23440,87950,22646,5736,3
23441,131282,30104,66642,3
23442,131282,26512,3843,1
23443,4129,268413,150,2
23444,4129,222366,12,1
23445,4129,224875,38,2
23446,4129,46002,60,1
23447,4129,137172,258,2
23448,4129,4241,32,1
23449,20411,87084,3,1
23450,20411,3519,1398,2
23451,20411,3441,53,1
23452,20411,20327,272,1
23453,20411,164323,288,2
23454,20411,129368,766,7
23455,20411,62051,60,1
23456,20411,21946,430,2
23457,20411,10575,2053,1
23458,20411,29109,175,1
23459,20411,68968,499,4
23460,20411,94467,94,1
23461,20411,75237,82,1
23462,20411,69506,153,2
23463,20411,59690,107,1
23464,20411,49165,372,2
23465,20411,69477,374,3
23466,20411,76493,184,1
23467,48294,15842,47512,122
23468,48294,653692,15353,7
23469,7729,15842,6345,59
23470,7729,379,164,2
23471,7729,2250,5716,99
23472,7729,41448,2700,13
23473,7729,106855,31,1
23474,62949,15842,11498,52
23475,62949,127465,1248,6
23476,653692,4840,717,1
23477,4840,13581,266606,66
23478,4840,331866,164,1
23479,946053,4840,31,1
23480,946053,43380,528,1
23481,737491,4840,327,4
23482,737491,29651,40778,43
23483,331866,4840,1186,12
23484,331866,9372,29644,4
23485,595324,4840,374,3
23486,595324,7837,526,1
23487,562036,14034,105,1
23488,102259,28894,2699,2
23489,102259,32637,1979,2
23490,1286545,28894,1000,1
23491,1286545,12649,697,1
23492,1057192,28894,277,2
23493,1057192,5625,11739,30
23494,385642,28894,4039,11
23495,385642,16646,460,1
23496,555465,28894,804,2
23497,232062,28894,2990,3
23498,1452354,28894,803,1
23499,1375181,28894,51121,66
23500,1375181,7222,1187,1
23501,968941,28894,451,1
23502,848872,28894,1325,5
23503,102302,28894,87,1
23504,102302,14034,1526,6
23505,771120,28894,140,1
23506,771120,30631,2928,2
23507,53951,13581,3843,1
23508,224240,53951,869,3
23509,440822,53951,3158,13
23510,140399,53951,6719,10
23511,140399,21820,27789,107
23512,693298,224240,33629,16
23513,693298,875599,1207,1
23514,693298,611857,10,2
23515,693298,5477,2662,5
23516,5477,155958,3276,2
23517,5477,25477,415,1
23518,9026,5477,6692,43
23519,9026,99715,5058,49
23520,9026,268645,201450,21
23521,9026,1307917,300,1
23522,9026,52176,19326,132
23523,9026,181215,90,1
23524,51160,5477,217410,242
23525,51160,338444,33622,49
23526,51160,338440,2702,2
23527,155958,5477,25672,133
23528,155958,7128,1999,5
23529,155958,75387,578,2
23530,155958,206908,39283,198
23531,155958,782402,233699,206
23532,155958,479656,1218,8
23533,10267,5477,235,5
23534,10267,278388,2336,2
23535,10267,170017,24,1
23536,10267,59281,298,4
23537,10267,128962,13626,4
23538,10267,219691,50250,3
23539,10267,63913,1326867,345
23540,119576,5477,9114,85
23541,119576,23303,463133,592
23542,1067,5477,221,1
23543,1067,743813,202,1
23544,1067,30606,10750,24
23545,724,5477,14781,65
23546,724,253685,8357,1
23547,724,1432825,1725140,56
23548,985,5477,43462,46
23549,985,44840,91796,48
23550,985,44875,95988,9
23551,52176,75376,7713,38
23552,181215,13447,374,1
23553,181215,22705,20,1
23554,3988,99715,4,1
23555,3988,55437,5609,6
23556,3988,19134,362,5
23557,56098,3988,2170,2
23558,56098,892,757,1
23559,56098,18796,384,1
23560,56098,27978,7221,1
23561,56098,10285,2428,1
23562,65233,3988,100,1
23563,523616,3988,1704,2
23564,523616,2433,40,1
23565,27978,28003,91499,68
23566,27978,28022,68325,49
23567,27978,28030,193,1
23568,1479384,892,9948,7
23569,8432,174771,21420,1
23570,8432,3344,19803,11
23571,8432,374,81,2
23572,2497,50167,913,4
23573,2497,2703,1909,37
23574,71364,50167,627,5
23575,71364,34363,180,6
23576,71364,995514,54841,29
23577,71364,169227,86,1
23578,15910,50167,516,2
23579,15910,111995,1024,2
23580,159421,2703,493,4
23581,159421,171143,205,1
23582,159421,12960,6205,169
23583,159421,1462914,1761,10
23584,135163,2703,856,25
23585,135163,10500,1169,4
23586,135163,177505,5387,1
23587,55707,2703,539,27
23588,55707,310669,330,10
23589,55707,97922,1005,39
23590,55707,1138758,45,1
23591,55707,402258,11545,2
23592,8812,2703,138,2
23593,8812,309448,38,1
23594,29789,2703,394,36
23595,29789,399,69211,86
23596,29789,12976,12224,29
23597,50747,2703,3049,43
23598,50747,898345,5473,6
23599,50747,104137,663,5
23600,50747,1360809,1536,1
23601,50747,930424,2904,1
23602,50747,155851,166608,41
23603,520235,4369,10955,37
23604,520235,16024,690,2
23605,940777,4369,1579,3
23606,361892,4369,345,1
23607,1250615,17325,21604,54
23608,16024,520235,339,1
23609,16024,443343,10,1
23610,16024,589699,72,2
23611,953394,16024,10,1
23612,125042,16024,268,1
23613,125042,42728,1159,7
23614,245719,16024,26399,51
23615,245719,13827,877,1
23616,1314744,16024,22813,44
23617,909727,16024,7123,27
23618,909727,35444,7330,145
23619,909727,31330,1491,7
23620,443343,16024,14980,54
23621,443343,8860,481,1
23622,668130,16024,11973,66
23623,949118,16024,1037,1
23624,589699,16024,11747,68
23625,211846,16024,13658,60
23626,211846,35444,64404,205
23627,683836,16024,1515,2
23628,683836,10702,2114,3
23629,1169969,42728,8691,17
23630,1169969,8616,13402,17
23631,151916,42728,1240,3
23632,1306716,42728,10680,41
23633,793,42728,110,1
23634,793,8361,46,1
23635,793,139598,50,1
23636,793,51158,800,1
23637,793,3900,2,1
23638,793,18152,377,1
23639,793,11620,84,1
23640,793,75737,1884,4
23641,793,107300,1647,19
23642,793,129118,3366,3
23643,1610111,42728,29068,86
23644,619689,42728,7814,27
23645,619689,35444,2974,65
23646,864328,42728,18784,110
23647,864328,35444,8998,97
23648,1307732,42728,13681,31
23649,1307732,21538,26,1
23650,8616,1963,9118,62
23651,18152,108671,70247,47
23652,18152,465585,134792,51
23653,165030,793,33182,11
23654,165030,2250,5021,64
23655,165030,13044,24617,65
23656,11620,793,11400,57
23657,11620,523345,28039,12
23658,11620,1571228,81,3
23659,7024,793,554,1
23660,7024,24292,778,19
23661,7024,48118,35201,73
23662,75737,793,2843,24
23663,75737,374,2461,35
23664,129118,793,4127,3
23665,129118,1821,30072,130
23666,129118,7628,11781,43
23667,129118,1220505,830800,77
23668,35444,909727,28,1
23669,35444,427882,1491,4
23670,421229,35444,6416,80
23671,421229,40498,483699,651
23672,427882,35444,10221,154
23673,876500,35444,48,2
23674,436604,35444,2527,18
23675,1225631,35444,19629,74
23676,1225631,21538,403,10
23677,40498,421229,113375,69
23678,40498,351886,649,1
23679,40498,243778,15545,23
23680,40498,675007,43873,118
23681,40498,126927,187,3
23682,40498,23366,15494,37
23683,351886,40498,649,1
23684,243778,40498,77499,251
23685,243778,243779,442,5
23686,675007,12615,12478,39
23687,126927,40498,13370,105
23688,126927,50927,6594,32
23689,126927,1040223,134620,49
23690,243779,30145,65793,19
23691,30145,243779,20265,10
23692,30145,12194,352244,137
23693,12194,30145,21060,7
23694,12194,262456,3067,5
23695,12194,8175,23918,15
23696,12194,77981,7421,3
23697,8200,12194,6619,10
23698,8200,2568,5883,22
23699,8200,201242,48,1
23700,8200,201214,5667,2
23701,8200,201211,2220,7
23702,8200,201216,32940,23
23703,8200,76890,1701,10
23704,71352,12194,917869,343
23705,71352,159762,1457,5
23706,71352,73888,49211,63
23707,262456,12194,293178,332
23708,262456,6470,759,6
23709,262456,71312,26734,134
23710,262456,653001,995,7
23711,244104,12194,413637,346
23712,244104,14248,13591,13
23713,8175,12194,137751,105
23714,8175,360024,100,2
23715,77981,12194,25811,22
23716,77981,196887,218,1
23717,97143,2568,2383,4
23718,97143,133474,6043,15
23719,97143,763,3997,42
23720,105219,2568,6810,9
23721,105219,140148,25876,11
23722,105219,355708,335403,48
23723,105219,115260,95384,27
23724,105219,1528693,10902,5
23725,185846,2568,888,15
23726,7650,2568,12368,80
23727,7650,98581,133673,73
23728,7650,34468,8591,2
23729,7059,2568,10016,22
23730,7059,55452,1289,3
23731,7059,564885,27928,62
23732,7059,23269,1067491,588
23733,7059,564910,115526,168
23734,7059,564892,7924,1
23735,7059,49554,6081,4
23736,23660,2568,455,3
23737,23660,8531,47322,166
23738,5998,2568,3582,20
23739,5998,23679,1059,84
23740,99249,2568,9671,47
23741,99249,2566,1424,7
23742,99249,1276,7587,32
23743,99249,7033,1200,1
23744,99249,353406,335,1
23745,99249,135927,995002,458
23746,38665,2568,132,1
23747,38665,1337,6782,26
23748,38665,34363,23555,68
23749,38665,153734,337,3
23750,38665,27504,24750,62
23751,38665,101194,25792,18
23752,38665,12537,12,1
23753,38665,34362,30855,40
23754,274705,201214,35501,10
23755,92125,201214,3990,2
23756,92125,70784,325,1
23757,92125,681268,176755,117
23758,92125,223415,5277,30
23759,92125,681269,11846,11
23760,92125,262697,381108,84
23761,92125,187039,119,1
23762,223415,92125,139,1
23763,223415,215392,224,1
23764,262697,92125,1306,1
23765,187039,92125,139,1
23766,171234,223415,13342,111
23767,369144,223415,1581,5
23768,1351630,223415,15,1
23769,41954,215392,205,1
23770,41954,215352,3727119,151
23771,27975,215392,536,2
23772,27975,62,4044,40
23773,27975,21524,2779,3
23774,38402,215392,675,7
23775,38402,289527,9346,10
23776,38402,215356,401,1
23777,215352,41954,1022687,30
23778,215352,35186,2755,1
23779,156476,657655,5796,8
23780,156476,657669,1047,3
23781,156476,657670,165,1
23782,156476,44734,581,9
23783,44734,729263,74,2
23784,44734,729258,23397,13
23785,44734,49676,22919,16
23786,418067,44734,4398,87
23787,1434710,44734,112,2
23788,1076215,44734,56,1
23789,539709,44734,228,4
23790,664917,44734,476,11
23791,664917,7102,527459,279
23792,49676,44734,500,1
23793,739997,44734,117,2
23794,739997,717,181,1
23795,846093,44734,1749,59
23796,846093,27448,4537,1
23797,165297,44734,4601,37
23798,165297,13670,35306,27
23799,7102,471874,238,1
23800,7102,471892,3383,13
23801,7102,131415,908,2
23802,7102,44196,13203,28
23803,471874,7102,18265,81
23804,1356301,7102,3169,6
23805,1356301,44788,3351,1
23806,176815,7102,1422,4
23807,176815,12110,137,1
23808,1019318,7102,22,1
23809,471892,7102,60103,244
23810,131415,1681,6655,20
23811,44788,93873,2995,6
23812,44788,332201,8500,1
23813,44788,332215,41290,34
23814,681040,44788,2059,4
23815,182259,44788,371,1
23816,743589,44788,187,1
23817,743589,33679,1517,3
23818,33679,37075,330,22
23819,594809,33679,4831,18
23820,293982,33679,160,1
23821,293982,23230,16043,43
23822,315932,33679,6085,13
23823,315932,49629,9904,18
23824,566934,33679,111324,273
23825,566934,358142,172077,487
23826,416255,33679,16100,50
23827,416255,11975,119885,156
23828,416255,27789,1090,1
23829,23230,293982,90,1
23830,23230,49629,12229,10
23831,49629,315951,4584,2
23832,49629,315912,96866,4
23833,49629,315932,32,2
23834,49629,315935,21285,8
23835,49629,31865,3246,2
23836,49629,315908,26470,7
23837,49629,315926,898,2
23838,847607,49629,500,1
23839,32909,49629,308,1
23840,32909,25416,245007,120
23841,137045,49629,223,1
23842,816139,49629,43771,3
23843,792925,49629,3319,5
23844,792925,17106,9791,12
23845,315926,49629,31043,39
23846,315926,3735,43604,41
23847,358142,566934,400,2
23848,358142,528359,3084,10
23849,528359,358142,319939,864
23850,358141,358142,340,1
23851,358141,676,512,2
23852,427620,676,4651,2
23853,427620,18099,34001,27
23854,183276,676,25586,48
23855,183276,16958,18290,16
23856,1301295,676,3012,10
23857,1301295,21485,472,1
23858,1634,676,895,1
23859,1634,15730,18907,79
23860,1634,72977,81,1
23861,249599,676,4938,1
23862,94465,676,810,1
23863,94465,21630,1423,6
23864,1262625,676,779,3
23865,1262625,32455,510,1
23866,23200,676,2298,3
23867,23200,113232,222673,65
23868,23200,57258,175,2
23869,23200,338386,31828,3
23870,23200,338392,8532,4
23871,23200,338387,94712,9
23872,23200,90510,1176,1
23873,23200,338405,423,1
23874,23200,85,5672,11
23875,133575,427620,57235,57
23876,18099,4161,344,8
23877,18099,175905,1512,1
23878,18099,10193,46,2
23879,4161,144859,407,2
23880,4161,4324,150,3
23881,4161,52854,64,1
23882,583779,18099,6654,4
23883,1114026,18099,302,1
23884,18097,18099,6902,18
23885,565133,18099,8041,19
23886,144859,4161,14490,11
23887,144859,63399,9219,17
23888,144859,650484,26458,24
23889,144859,13630,28393,28
23890,144859,92427,148549,117
23891,4324,4161,235031,57
23892,4324,1358,6389,26
23893,52854,4161,9748,116
23894,52854,205780,323,3
23895,48074,175905,6640,4
23896,48074,25603,126,1
23897,48074,11117,1495,4
23898,79100,48074,296,3
23899,79100,5001,8051,37
23900,25603,820399,85220,8
23901,5001,188313,67,1
23902,387885,5001,3248,9
23903,387885,253933,28,1
23904,387885,900,90632,24
23905,1321024,253933,151,5
23906,1321024,49348,68143,149
23907,49348,368290,2940,15
23908,49348,7145,14327,19
23909,1176402,49348,30,1
23910,1176402,26542,2502,2
23911,368290,1115,276,3
23912,26542,188787,2869,7
23913,26542,565679,18481,5
23914,651213,26542,551,1
23915,651213,11603,473,1
23916,240874,26542,223,1
23917,240874,6144,10120,1
23918,565679,973,3028,2
23919,565679,3355,2706,37
23920,9091,188787,80,1
23921,9091,34912,46056,73
23922,32115,9091,1237,16
23923,32115,5883,2894,7
23924,34912,149375,498,1
23925,34912,35751,60,1
23926,34912,14391,41,1
23927,852665,9091,415,3
23928,852665,1279,11886,17
23929,906624,9091,394,1
23930,906624,2968,9301,16
23931,906624,17965,158584,143
23932,5883,32115,719,2
23933,5883,1028615,1413,51
23934,5883,187332,615,3
23935,1028615,5883,4513,19
23936,1028615,40425,3323,5
23937,187332,5883,44552,29
23938,187332,16042,3480,22
23939,205746,5883,3950,14
23940,205746,40425,8634,25
23941,562471,5883,5412,7
23942,562471,70773,2149,5
23943,1290337,5883,4772,57
23944,1290337,5884,36636,7
23945,821227,40425,5831,10
23946,821227,15826,130,1
23947,821227,3079,84307,146
23948,1181881,40425,224,1
23949,1150273,40425,485,2
23950,63210,40425,65,1
23951,876695,40425,5717,2
23952,876695,18989,3812,2
23953,1264943,40425,433,1
23954,1264943,28897,771,1
23955,1264943,25569,101,1
23956,880569,40425,3973,9
23957,429213,40425,1519,2
23958,155168,40425,630,1
23959,155168,893,595,8
23960,155168,44244,2776,6
23961,1042308,40425,1613,5
23962,803252,40425,235,1
23963,271809,40425,5667,1
23964,1481051,40425,762,5
23965,1609466,40425,30,1
23966,786868,40425,39113,90
23967,786868,15249,5771,7
23968,15826,165293,3907,17
23969,381939,18989,187289,64
23970,381939,17109,11002,13
23971,381939,28677,2783,1
23972,234505,18989,1417,2
23973,234505,25510,1188,2
23974,647068,18989,3004,1
23975,647068,5352,37578,24
23976,17109,68779,199,1
23977,17109,68759,890,5
23978,17109,68742,18,1
23979,916590,17109,360,1
23980,916590,143859,139,1
23981,199717,17109,393,1
23982,199717,14313,1945,8
23983,676145,17109,119,1
23984,68759,25456,67,2
23985,68742,108473,20641,26
23986,68742,48118,194,1
